"年度","縣市","機動車輛登記數","小客車登記數","小貨車登記數","機車登記數","汽車登記數","每千人持有車輛數(年底)-小客車","每千人持有車輛數(年底)-機車","車輛成長率-小客車","車輛成長率-機車","每汽車享有道路面積","領有汽車駕照人數","領有機車駕照人數","觀光旅館家數","觀光旅館房間數","觀光旅館平均房價","觀光旅館住用率"
2005, 總計,19862807.000000,5634362.000000,789222.000000,13195265.000000,6667542.000000,247.442566,579.492449,4.517174,3.136756,-,-,-,-,-,-,-
2005, 臺灣地區,19809106.000000,5618948.000000,787072.000000,13160350.000000,6648756.000000,247.642308,580.012388,4.501899,3.131663,0.059748,-,-,-,-,-,-
2005, 新北市,2928599.000000,777422.000000,87427.000000,2035899.000000,892700.000000,208.051699,544.842115,4.098198,2.895833,0.033488,-,-,-,-,-,-
2005, 臺北市,1756480.000000,650519.000000,55028.000000,1030972.000000,725508.000000,248.633701,394.045961,2.413455,1.236076,0.027462,-,-,-,-,-,-
2005, 桃園市,1527228.000000,516975.000000,59736.000000,926342.000000,600886.000000,274.940489,492.652299,5.602946,4.629797,0.038738,-,-,-,-,-,-
2005, 臺中市,2335582.000000,732685.000000,104843.000000,1464949.000000,870633.000000,285.511375,570.858695,4.581736,3.506118,0.060351,-,-,-,-,-,-
2005, 臺南市,1809529.000000,475738.000000,69449.000000,1245666.000000,563863.000000,255.372486,668.663892,4.818120,3.644247,0.087404,-,-,-,-,-,-
2005, 高雄市,2828438.000000,669500.000000,84705.000000,2039320.000000,789118.000000,243.146324,740.632057,4.652708,3.697278,0.050705,-,-,-,-,-,-
2005, 宜蘭縣,399702.000000,106148.000000,17240.000000,270758.000000,128944.000000,229.963647,586.581915,4.696901,1.987713,0.097050,-,-,-,-,-,-
2005, 新竹縣,396101.000000,141359.000000,17250.000000,231817.000000,164284.000000,295.930095,485.300737,6.042579,4.097120,0.059525,-,-,-,-,-,-
2005, 苗栗縣,500317.000000,156264.000000,22536.000000,314258.000000,186059.000000,279.070764,561.231123,5.055666,2.847923,0.080646,-,-,-,-,-,-
2005, 彰化縣,1245051.000000,334816.000000,66328.000000,828130.000000,416921.000000,254.453096,629.361329,4.927404,2.343521,0.048045,-,-,-,-,-,-
2005, 南投縣,498246.000000,144168.000000,30889.000000,316986.000000,181260.000000,268.385310,590.105889,3.924339,2.928561,0.105876,-,-,-,-,-,-
2005, 雲林縣,669764.000000,174969.000000,38212.000000,447250.000000,222514.000000,238.595175,609.889136,5.669733,2.846828,0.089756,-,-,-,-,-,-
2005, 嘉義縣,504845.000000,132345.000000,31139.000000,335874.000000,168971.000000,237.560155,602.896064,4.745586,2.489663,0.104231,-,-,-,-,-,-
2005, 屏東縣,885395.000000,197697.000000,42999.000000,636487.000000,248908.000000,220.079038,708.546143,5.226824,3.565054,0.105220,-,-,-,-,-,-
2005, 臺東縣,228113.000000,49338.000000,13151.000000,163131.000000,64982.000000,206.484392,682.719310,5.160176,3.099345,0.151981,-,-,-,-,-,-
2005, 花蓮縣,328743.000000,84831.000000,16627.000000,223292.000000,105451.000000,244.259973,642.940645,4.347024,2.113220,0.122683,-,-,-,-,-,-
2005, 澎湖縣,80311.000000,16160.000000,2860.000000,60278.000000,20033.000000,174.723481,651.731557,6.106369,4.078320,0.105127,-,-,-,-,-,-
2005, 基隆市,265249.000000,78005.000000,6460.000000,176375.000000,88874.000000,199.131027,450.249791,4.897597,3.146894,0.034149,-,-,-,-,-,-
2005, 新竹市,356587.000000,110865.000000,11097.000000,230144.000000,126443.000000,283.765729,589.067603,4.116189,3.202662,0.038753,-,-,-,-,-,-
2005, 嘉義市,264826.000000,69144.000000,9096.000000,182422.000000,82404.000000,254.485629,671.407172,5.086858,2.627833,0.111220,-,-,-,-,-,-
2005, 金門縣,47552.000000,13767.000000,1863.000000,30965.000000,16587.000000,195.932483,440.695093,10.782973,4.710537,-,-,-,-,-,-,-
2005, 連江縣,6149.000000,1647.000000,287.000000,3950.000000,2199.000000,159.207347,381.826970,7.296417,8.189537,-,-,-,-,-,-,-
2006, 總計,20307197.000000,5698324.000000,805590.000000,13557028.000000,6750169.000000,249.090432,592.617402,1.135213,2.741612,-,-,-,-,-,-,-
2006, 臺灣地區,20251086.000000,5681981.000000,803330.000000,13520764.000000,6730322.000000,249.316309,593.269666,1.121794,2.738635,0.060978,-,-,-,-,-,-
2006, 新北市,2991794.000000,781990.000000,88023.000000,2093606.000000,898188.000000,207.584359,555.761402,0.587583,2.834473,0.034037,-,-,-,-,-,-
2006, 臺北市,1777903.000000,654854.000000,56657.000000,1046148.000000,731755.000000,248.781837,397.436102,0.666391,1.472009,0.027266,-,-,-,-,-,-
2006, 桃園市,1576457.000000,526842.000000,61265.000000,963860.000000,612597.000000,275.665943,504.332183,1.908603,4.050124,0.039413,-,-,-,-,-,-
2006, 臺中市,2388952.000000,740347.000000,106491.000000,1508912.000000,880040.000000,286.088179,583.080483,1.045743,3.000992,0.062672,-,-,-,-,-,-
2006, 臺南市,1853988.000000,480382.000000,71437.000000,1283038.000000,570950.000000,257.339182,687.319571,0.976168,3.000162,0.088894,-,-,-,-,-,-
2006, 高雄市,2901171.000000,677720.000000,87371.000000,2101017.000000,800154.000000,245.534712,761.188401,1.227782,3.025371,0.053030,-,-,-,-,-,-
2006, 宜蘭縣,407191.000000,108374.000000,17750.000000,275286.000000,131905.000000,235.377672,597.894124,2.097072,1.672342,0.101270,-,-,-,-,-,-
2006, 新竹縣,409689.000000,145146.000000,17670.000000,241204.000000,168485.000000,297.618169,494.582646,2.678995,4.049315,0.058676,-,-,-,-,-,-
2006, 苗栗縣,510837.000000,158285.000000,22779.000000,322593.000000,188244.000000,282.658852,576.073330,1.293324,2.652279,0.081586,-,-,-,-,-,-
2006, 彰化縣,1268618.000000,338446.000000,67474.000000,846680.000000,421938.000000,257.366730,643.846471,1.084178,2.239986,0.048085,-,-,-,-,-,-
2006, 南投縣,508558.000000,146445.000000,31345.000000,324448.000000,184110.000000,273.624125,606.212573,1.579407,2.354047,0.088436,-,-,-,-,-,-
2006, 雲林縣,685033.000000,178494.000000,39116.000000,457907.000000,227126.000000,245.019149,628.570056,2.014643,2.382784,0.091566,-,-,-,-,-,-
2006, 嘉義縣,514094.000000,133557.000000,31732.000000,343241.000000,170853.000000,241.146827,619.746462,0.915788,2.193382,0.110856,-,-,-,-,-,-
2006, 屏東縣,905673.000000,198969.000000,43984.000000,654493.000000,251180.000000,222.673981,732.468686,0.643409,2.828966,0.105932,-,-,-,-,-,-
2006, 臺東縣,232168.000000,49537.000000,13367.000000,166764.000000,65404.000000,209.940794,706.755892,0.403340,2.227045,0.151290,-,-,-,-,-,-
2006, 花蓮縣,333432.000000,85097.000000,16875.000000,227455.000000,105977.000000,246.441531,658.711335,0.313565,1.864375,0.125093,-,-,-,-,-,-
2006, 澎湖縣,82489.000000,16678.000000,2917.000000,61900.000000,20589.000000,181.707251,674.402135,3.205446,2.690866,0.103453,-,-,-,-,-,-
2006, 基隆市,269037.000000,78621.000000,6511.000000,179584.000000,89453.000000,201.265638,459.725625,0.789693,1.819419,0.068673,-,-,-,-,-,-
2006, 新竹市,363824.000000,112514.000000,11241.000000,235549.000000,128275.000000,285.020912,596.693662,1.487395,2.348530,0.038714,-,-,-,-,-,-
2006, 嘉義市,270178.000000,69683.000000,9325.000000,187079.000000,83099.000000,255.845119,686.871246,0.779533,2.552872,0.114141,-,-,-,-,-,-
2006, 金門縣,49690.000000,14622.000000,1968.000000,32128.000000,17562.000000,191.159744,420.023271,6.210503,3.755853,-,-,-,-,-,-,-
2006, 連江縣,6421.000000,1721.000000,292.000000,4136.000000,2285.000000,175.863478,422.644594,4.493018,4.708861,-,-,-,-,-,-,-
2007, 總計,20711754.000000,5712842.000000,811646.000000,13943473.000000,6768281.000000,248.834934,607.337501,0.254777,2.850514,-,11149212.000000,12254252.000000,-,-,-,-
2007, 臺灣地區,20652231.000000,5695431.000000,809285.000000,13904971.000000,6747260.000000,249.069144,608.083783,0.236713,2.841607,0.061849,11117248.000000,12213107.000000,-,-,-,-
2007, 新北市,3051390.000000,779982.000000,87525.000000,2155794.000000,895596.000000,205.365698,567.610712,-0.256781,2.970377,0.035025,1689452.000000,1869882.000000,-,-,-,-
2007, 臺北市,1791939.000000,650181.000000,57805.000000,1063662.000000,728277.000000,247.285843,404.546663,-0.713594,1.674142,0.027411,1372978.000000,1124529.000000,-,-,-,-
2007, 桃園市,1625408.000000,532061.000000,61554.000000,1007445.000000,617963.000000,274.971472,520.652021,0.990620,4.521922,0.040596,933257.000000,963954.000000,-,-,-,-
2007, 臺中市,2449357.000000,749270.000000,107523.000000,1559480.000000,889877.000000,287.429693,598.236761,1.205246,3.351289,0.063468,1357283.000000,1448186.000000,-,-,-,-
2007, 臺南市,1897927.000000,481615.000000,72602.000000,1325076.000000,572851.000000,257.539727,708.573678,0.256671,3.276442,0.092043,934397.000000,1127801.000000,-,-,-,-
2007, 高雄市,2941804.000000,674060.000000,88454.000000,2145327.000000,796477.000000,243.794640,775.923842,-0.540046,2.108979,0.053588,1383297.000000,1574685.000000,-,-,-,-
2007, 宜蘭縣,414464.000000,109776.000000,17851.000000,281106.000000,133358.000000,238.437178,610.571723,1.293668,2.114165,0.098382,212875.000000,282321.000000,-,-,-,-
2007, 新竹縣,424747.000000,148881.000000,17873.000000,252397.000000,172350.000000,300.271671,509.048628,2.573271,4.640470,0.059362,229884.000000,250497.000000,-,-,-,-
2007, 苗栗縣,522193.000000,159225.000000,22973.000000,332842.000000,189351.000000,284.247621,594.187763,0.593865,3.177068,0.083147,270069.000000,296853.000000,-,-,-,-
2007, 彰化縣,1291802.000000,340816.000000,67848.000000,867058.000000,424744.000000,259.303049,659.683769,0.700259,2.406812,0.048947,644630.000000,765720.000000,-,-,-,-
2007, 南投縣,518614.000000,147006.000000,31253.000000,334122.000000,184492.000000,275.438107,626.028401,0.383079,2.981680,0.083662,267738.000000,295273.000000,-,-,-,-
2007, 雲林縣,697206.000000,179001.000000,39565.000000,469153.000000,228053.000000,246.669294,646.508340,0.284043,2.455957,0.093272,341672.000000,410966.000000,-,-,-,-
2007, 嘉義縣,523585.000000,134007.000000,32186.000000,351775.000000,171810.000000,243.054712,638.030634,0.336935,2.486300,0.110011,255594.000000,329100.000000,-,-,-,-
2007, 屏東縣,922343.000000,196465.000000,44092.000000,673632.000000,248711.000000,220.855634,757.261712,-1.258488,2.924248,0.107848,407653.000000,504539.000000,-,-,-,-
2007, 臺東縣,236037.000000,49327.000000,13425.000000,170804.000000,65233.000000,211.105880,730.993752,-0.423926,2.422585,0.155014,102926.000000,129994.000000,-,-,-,-
2007, 花蓮縣,337814.000000,84350.000000,16939.000000,232601.000000,105213.000000,245.702035,677.540475,-0.877822,2.262426,0.129119,163444.000000,202732.000000,-,-,-,-
2007, 澎湖縣,84711.000000,17096.000000,2965.000000,63630.000000,21081.000000,185.041671,688.710899,2.506296,2.794830,0.101466,34221.000000,54780.000000,-,-,-,-
2007, 基隆市,272090.000000,78156.000000,6330.000000,183521.000000,88569.000000,200.196211,470.088141,-0.591445,2.192289,0.071504,177941.000000,189548.000000,-,-,-,-
2007, 新竹市,373977.000000,114327.000000,11318.000000,243784.000000,130193.000000,286.508702,610.933878,1.611355,3.496088,0.038428,199531.000000,220480.000000,-,-,-,-
2007, 嘉義市,274823.000000,69829.000000,9204.000000,191762.000000,83061.000000,255.713632,702.231988,0.209520,2.503221,0.114578,138406.000000,171267.000000,-,-,-,-
2007, 金門縣,53047.000000,15666.000000,2061.000000,34343.000000,18704.000000,192.110071,421.143635,7.139926,6.894298,-,28569.000000,37144.000000,-,-,-,-
2007, 連江縣,6476.000000,1745.000000,300.000000,4159.000000,2317.000000,175.447416,418.158053,1.394538,0.556093,-,3395.000000,4001.000000,-,-,-,-
2008, 總計,21092358.000000,5674426.000000,812440.000000,14365442.000000,6726916.000000,246.317592,623.580443,-0.672450,3.026283,-,11390746.000000,12548860.000000,-,-,-,-
2008, 臺灣地區,21029329.000000,5656177.000000,809955.000000,14324437.000000,6704892.000000,246.534868,624.356909,-0.689219,3.016662,0.063481,11356037.000000,12505060.000000,-,-,-,-
2008, 新北市,3104380.000000,775516.000000,87673.000000,2213634.000000,890746.000000,202.287589,577.409990,-0.572577,2.683002,0.035086,1734195.000000,1921545.000000,-,-,-,-
2008, 臺北市,1798284.000000,639709.000000,58019.000000,1080660.000000,717624.000000,243.891643,412.005995,-1.610628,1.598064,0.027942,1391251.000000,1141608.000000,-,-,-,-
2008, 桃園市,1674032.000000,531062.000000,61453.000000,1057543.000000,616489.000000,271.131769,539.924725,-0.187760,4.972778,0.042124,962445.000000,1001620.000000,-,-,-,-
2008, 臺中市,2508140.000000,746326.000000,107012.000000,1622096.000000,886044.000000,284.415214,618.159868,-0.392916,4.015185,0.066244,1395922.000000,1494474.000000,-,-,-,-
2008, 臺南市,1937337.000000,476709.000000,72943.000000,1369645.000000,567692.000000,254.515605,731.255389,-1.018656,3.363505,0.094178,952678.000000,1151168.000000,-,-,-,-
2008, 高雄市,2992301.000000,666939.000000,88956.000000,2203132.000000,789169.000000,240.854458,795.626232,-1.056434,2.694461,0.055532,1408339.000000,1610030.000000,-,-,-,-
2008, 宜蘭縣,421871.000000,110095.000000,17873.000000,288209.000000,133662.000000,238.868566,625.315143,0.290592,2.526805,0.100156,217426.000000,287442.000000,-,-,-,-
2008, 新竹縣,436720.000000,149868.000000,17954.000000,263310.000000,173410.000000,297.786688,523.195164,0.662946,4.323744,0.056859,239343.000000,259943.000000,-,-,-,-
2008, 苗栗縣,533586.000000,158674.000000,23122.000000,344692.000000,188894.000000,283.145698,615.085377,-0.346051,3.560248,0.083523,275041.000000,303619.000000,-,-,-,-
2008, 彰化縣,1313917.000000,340364.000000,67842.000000,889729.000000,424188.000000,259.239033,677.664165,-0.132623,2.614704,0.050407,655529.000000,779592.000000,-,-,-,-
2008, 南投縣,527570.000000,146299.000000,31202.000000,343983.000000,183587.000000,275.125857,646.884926,-0.480933,2.951317,0.094408,271573.000000,300463.000000,-,-,-,-
2008, 雲林縣,707059.000000,177898.000000,39780.000000,479847.000000,227212.000000,245.826159,663.070664,-0.616198,2.279427,0.094190,347158.000000,417028.000000,-,-,-,-
2008, 嘉義縣,531573.000000,133438.000000,32413.000000,360110.000000,171463.000000,243.175618,656.259624,-0.424605,2.369412,0.116731,259540.000000,334164.000000,-,-,-,-
2008, 屏東縣,932476.000000,194113.000000,43986.000000,686378.000000,246098.000000,219.376880,775.710356,-1.197160,1.892131,0.108115,413383.000000,513019.000000,-,-,-,-
2008, 臺東縣,239862.000000,48759.000000,13497.000000,175116.000000,64746.000000,210.304983,755.301942,-1.151499,2.524531,0.153955,104294.000000,132198.000000,-,-,-,-
2008, 花蓮縣,342704.000000,83482.000000,16856.000000,238437.000000,104267.000000,244.504778,698.341988,-1.029046,2.509018,0.129504,165740.000000,205694.000000,-,-,-,-
2008, 澎湖縣,86941.000000,17417.000000,2967.000000,65544.000000,21397.000000,186.661380,702.447807,1.877632,3.008015,0.104173,35127.000000,55709.000000,-,-,-,-
2008, 基隆市,275581.000000,77421.000000,6171.000000,188026.000000,87555.000000,199.036452,483.383422,-0.940427,2.454760,0.077997,180929.000000,194731.000000,-,-,-,-
2008, 新竹市,384019.000000,112911.000000,11066.000000,255565.000000,128454.000000,278.537439,630.447171,-1.238553,4.832557,0.035258,205146.000000,226900.000000,-,-,-,-
2008, 嘉義市,280976.000000,69177.000000,9170.000000,198781.000000,82195.000000,252.661682,726.026597,-0.933709,3.660266,0.116272,140978.000000,174113.000000,-,-,-,-
2008, 金門縣,56388.000000,16503.000000,2183.000000,36689.000000,19699.000000,195.140121,433.829963,5.342781,6.831086,-,31143.000000,39589.000000,-,-,-,-
2008, 連江縣,6641.000000,1746.000000,302.000000,4316.000000,2325.000000,178.985136,442.439774,0.057307,3.774946,-,3566.000000,4211.000000,-,-,-,-
2009, 總計,21374175.000000,5704312.000000,827955.000000,14604330.000000,6769845.000000,246.728731,631.681402,0.526679,1.662935,-,11656279.000000,12827895.000000,95.000000,22395.000000,3018.000000,62.550000
2009, 臺灣地區,21306396.000000,5684549.000000,825288.000000,14560346.000000,6746050.000000,246.981954,632.617065,0.501611,1.646899,0.070268,11618412.000000,12781054.000000,95.000000,22395.000000,3018.000000,62.550000
2009, 新北市,3152096.000000,776945.000000,87864.000000,2259828.000000,892268.000000,200.571657,583.384211,0.184264,2.086795,0.037594,1785653.000000,1978919.000000,4.000000,274.000000,2529.000000,48.530000
2009, 臺北市,1814114.000000,637354.000000,64303.000000,1092788.000000,721326.000000,244.437814,419.105724,-0.368136,1.122277,0.030466,1412301.000000,1159928.000000,33.000000,9095.000000,3491.000000,70.740000
2009, 桃園市,1702386.000000,535501.000000,61678.000000,1081978.000000,620408.000000,270.621524,546.789894,0.835872,2.310544,0.046426,994182.000000,1039117.000000,9.000000,2122.000000,1976.000000,46.680000
2009, 臺中市,2550227.000000,754990.000000,107963.000000,1655139.000000,895088.000000,286.440994,627.954887,1.160887,2.037056,0.066168,1435445.000000,1538966.000000,7.000000,1699.000000,2212.000000,56.530000
2009, 臺南市,1959017.000000,477675.000000,74226.000000,1389249.000000,569768.000000,254.704848,740.772398,0.202639,1.431320,0.102036,971089.000000,1162352.000000,6.000000,1241.000000,2266.000000,47.010000
2009, 高雄市,3011255.000000,666136.000000,90940.000000,2221422.000000,789833.000000,240.405329,801.700683,-0.120401,0.830182,0.062308,1435970.000000,1643750.000000,9.000000,2960.000000,2282.000000,64.530000
2009, 宜蘭縣,428423.000000,111717.000000,18103.000000,292879.000000,135544.000000,242.008123,634.452207,1.473273,1.620352,0.115188,222655.000000,292225.000000,4.000000,592.000000,4016.000000,53.750000
2009, 新竹縣,447519.000000,152342.000000,18189.000000,271233.000000,176286.000000,298.194104,530.911248,1.650786,3.009001,0.074453,248278.000000,268652.000000,-,-,-,-
2009, 苗栗縣,540259.000000,159682.000000,23340.000000,350202.000000,190057.000000,284.261158,623.419209,0.635265,1.598529,0.081881,280883.000000,310354.000000,1.000000,107.000000,1756.000000,43.890000
2009, 彰化縣,1330390.000000,343522.000000,68585.000000,902353.000000,428037.000000,261.737628,687.524334,0.927830,1.418859,0.059306,668178.000000,792954.000000,-,-,-,-
2009, 南投縣,535087.000000,147459.000000,31596.000000,349862.000000,185225.000000,277.792639,659.092279,0.792897,1.709096,0.104360,276428.000000,305506.000000,3.000000,361.000000,7211.000000,52.550000
2009, 雲林縣,715691.000000,179534.000000,40384.000000,486157.000000,229534.000000,248.388547,672.607032,0.919628,1.315002,0.124818,353024.000000,420768.000000,-,-,-,-
2009, 嘉義縣,538837.000000,134520.000000,32952.000000,365747.000000,173090.000000,245.601735,667.767602,0.810863,1.565355,0.131024,263418.000000,337545.000000,2.000000,132.000000,2630.000000,49.240000
2009, 屏東縣,944168.000000,194016.000000,44685.000000,697431.000000,246737.000000,219.813287,790.164733,-0.049971,1.610337,0.126681,420154.000000,519659.000000,3.000000,760.000000,3273.000000,68.100000
2009, 臺東縣,243411.000000,49223.000000,13665.000000,177999.000000,65412.000000,211.714560,765.596975,0.951619,1.646337,0.192411,105772.000000,134104.000000,2.000000,459.000000,3362.000000,50.260000
2009, 花蓮縣,346875.000000,84012.000000,16970.000000,241958.000000,104917.000000,246.395514,709.629169,0.634867,1.476700,0.150042,168441.000000,208868.000000,6.000000,1543.000000,2454.000000,60.380000
2009, 澎湖縣,90477.000000,18047.000000,3014.000000,68426.000000,22051.000000,187.579254,711.215050,3.617156,4.397046,0.113646,36283.000000,56596.000000,1.000000,78.000000,1440.000000,42.020000
2009, 基隆市,278568.000000,77898.000000,6160.000000,190771.000000,87797.000000,200.602079,491.271397,0.616112,1.459904,0.076290,184278.000000,199336.000000,1.000000,141.000000,2015.000000,74.200000
2009, 新竹市,392140.000000,114352.000000,11227.000000,262338.000000,129802.000000,277.831904,637.381647,1.276226,2.650206,0.036432,212348.000000,234940.000000,3.000000,586.000000,3004.000000,59.770000
2009, 嘉義市,285456.000000,69624.000000,9444.000000,202586.000000,82870.000000,254.231161,739.740233,0.646169,1.914167,0.111874,143632.000000,176515.000000,1.000000,245.000000,2395.000000,56.580000
2009, 金門縣,60821.000000,17939.000000,2366.000000,39425.000000,21396.000000,191.241218,420.295726,8.701448,7.457276,-,34131.000000,42399.000000,-,-,-,-
2009, 連江縣,6958.000000,1824.000000,301.000000,4559.000000,2399.000000,183.889505,459.622946,4.467354,5.630213,-,3736.000000,4442.000000,-,-,-,-
2010, 總計,21721447.000000,5803413.000000,832466.000000,14844932.000000,6876515.000000,250.556177,640.914134,1.737300,1.647470,-,11942217.000000,13102056.000000,104.000000,24900.000000,3074.000000,68.240000
2010, 臺灣地區,21650247.000000,5782308.000000,829748.000000,14798938.000000,6851309.000000,250.806957,641.902266,1.719732,1.638642,0.069901,11900880.000000,13051854.000000,104.000000,24900.000000,3074.000000,68.240000
2010, 新北市,3210172.000000,788531.000000,89264.000000,2304572.000000,905600.000000,202.324031,591.315111,1.491225,1.979974,0.037894,1839555.000000,2033874.000000,4.000000,274.000000,2581.000000,52.090000
2010, 臺北市,1819685.000000,646502.000000,58478.000000,1094564.000000,725121.000000,246.872198,417.968422,1.435309,0.162520,0.030314,1436576.000000,1178791.000000,37.000000,9872.000000,3593.000000,75.170000
2010, 桃園市,1742311.000000,547511.000000,62548.000000,1108712.000000,633599.000000,273.473822,553.785601,2.242760,2.470845,0.046091,1027967.000000,1074509.000000,8.000000,1914.000000,1960.000000,69.450000
2010, 臺中市,2604639.000000,772398.000000,109448.000000,1690312.000000,914327.000000,291.644940,638.234358,2.305726,2.125078,0.065209,1477478.000000,1582228.000000,7.000000,1614.000000,2232.000000,67.180000
2010, 臺南市,1993708.000000,485534.000000,75398.000000,1414830.000000,578878.000000,259.118131,755.061656,1.645261,1.841355,0.101507,992330.000000,1179524.000000,6.000000,1241.000000,2384.000000,57.610000
2010, 高雄市,3057079.000000,672823.000000,91873.000000,2259019.000000,798060.000000,242.591355,814.506164,1.003849,1.692474,0.061982,1466040.000000,1677520.000000,11.000000,3866.000000,2297.000000,66.040000
2010, 宜蘭縣,432389.000000,113263.000000,18270.000000,295228.000000,137161.000000,245.964047,641.122640,1.383854,0.802038,0.113866,227858.000000,296743.000000,5.000000,823.000000,4457.000000,54.130000
2010, 新竹縣,459664.000000,156875.000000,18381.000000,278533.000000,181131.000000,305.790279,542.933442,2.975542,2.691413,0.074073,257903.000000,277647.000000,2.000000,775.000000,3609.000000,34.610000
2010, 苗栗縣,549106.000000,162797.000000,23667.000000,355672.000000,193434.000000,290.207285,634.032601,1.950752,1.561956,0.084117,286853.000000,315633.000000,1.000000,107.000000,1612.000000,60.810000
2010, 彰化縣,1351205.000000,350318.000000,69127.000000,915640.000000,435565.000000,267.973496,700.412917,1.978330,1.472484,0.058953,681614.000000,806411.000000,-,-,-,-
2010, 南投縣,542103.000000,149399.000000,31908.000000,354572.000000,187531.000000,283.763635,673.462604,1.315620,1.346245,0.103322,280943.000000,310689.000000,4.000000,453.000000,7252.000000,60.510000
2010, 雲林縣,725923.000000,182571.000000,41292.000000,492253.000000,233670.000000,254.400107,685.920633,1.691602,1.253916,0.123713,359391.000000,421369.000000,-,-,-,-
2010, 嘉義縣,546817.000000,136623.000000,33451.000000,371052.000000,175765.000000,251.492873,683.025064,1.563336,1.450456,0.127864,267648.000000,338314.000000,2.000000,132.000000,2470.000000,50.880000
2010, 屏東縣,959702.000000,196653.000000,45663.000000,709107.000000,250595.000000,225.129907,811.791292,1.359166,1.674144,0.124771,427395.000000,526756.000000,3.000000,777.000000,3378.000000,73.680000
2010, 臺東縣,246882.000000,50279.000000,13948.000000,180097.000000,66785.000000,217.966559,780.745904,2.145339,1.178658,0.188455,107823.000000,136791.000000,2.000000,459.000000,3160.000000,62.630000
2010, 花蓮縣,351276.000000,85267.000000,17242.000000,244822.000000,106454.000000,251.669840,722.604448,1.493834,1.183677,0.156368,171553.000000,211826.000000,6.000000,1543.000000,2591.000000,61.220000
2010, 澎湖縣,92025.000000,18778.000000,3091.000000,69134.000000,22891.000000,193.751419,713.324666,4.050535,1.034694,0.109912,37665.000000,58005.000000,1.000000,78.000000,1625.000000,35.940000
2010, 基隆市,280868.000000,78368.000000,6154.000000,192660.000000,88208.000000,204.012142,501.543732,0.603353,0.990192,0.076796,187817.000000,203564.000000,1.000000,141.000000,2095.000000,72.710000
2010, 新竹市,397821.000000,117140.000000,11153.000000,265195.000000,132626.000000,282.031280,638.494838,2.438086,1.089053,0.035838,220023.000000,242604.000000,3.000000,586.000000,3045.000000,67.040000
2010, 嘉義市,286872.000000,70678.000000,9392.000000,202964.000000,83908.000000,259.473549,745.122802,1.513846,0.186587,0.110585,146448.000000,179056.000000,1.000000,245.000000,2496.000000,61.170000
2010, 金門縣,64116.000000,19307.000000,2439.000000,41260.000000,22856.000000,198.297112,423.770593,7.625843,4.654407,-,37432.000000,45593.000000,-,-,-,-
2010, 連江縣,7084.000000,1798.000000,279.000000,4734.000000,2350.000000,180.812550,476.065969,-1.425439,3.838561,-,3905.000000,4609.000000,-,-,-,-
2011, 總計,22226684.000000,5960088.000000,848732.000000,15173602.000000,7053082.000000,256.624783,653.333024,2.699704,2.214022,-,12221733.000000,13350987.000000,106.000000,25333.000000,3279.000000,68.110000
2011, 臺灣地區,22150801.000000,5937337.000000,845882.000000,15124754.000000,7026047.000000,256.906096,654.441798,2.681092,2.201617,0.068925,12177061.000000,13297460.000000,106.000000,25333.000000,3279.000000,68.110000
2011, 新北市,3284713.000000,805505.000000,91026.000000,2359775.000000,924938.000000,205.672176,602.528922,2.152610,2.395369,0.037131,1888438.000000,2071766.000000,5.000000,472.000000,3347.000000,46.680000
2011, 臺北市,1845686.000000,664044.000000,59623.000000,1101578.000000,744108.000000,250.491141,415.538022,2.713371,0.640803,0.029548,1462742.000000,1196875.000000,39.000000,10363.000000,3824.000000,75.310000
2011, 桃園市,1797521.000000,565673.000000,63627.000000,1144085.000000,653436.000000,280.967365,568.262136,3.317194,3.190459,0.044877,1060557.000000,1105601.000000,8.000000,1914.000000,2045.000000,75.400000
2011, 臺中市,2684874.000000,796970.000000,111476.000000,1744402.000000,940472.000000,299.118674,654.708726,3.181261,3.200001,0.063836,1520663.000000,1625268.000000,7.000000,1479.000000,2330.000000,66.920000
2011, 臺南市,2043342.000000,498788.000000,77220.000000,1449149.000000,594193.000000,265.742477,772.072394,2.729778,2.425662,0.102007,1015059.000000,1198735.000000,6.000000,1241.000000,2520.000000,62.140000
2011, 高雄市,3120201.000000,687583.000000,94027.000000,2304532.000000,815669.000000,247.824990,830.620623,2.193742,2.014724,0.061757,1493454.000000,1706183.000000,11.000000,3866.000000,2566.000000,65.630000
2011, 宜蘭縣,439451.000000,115995.000000,18658.000000,299005.000000,140446.000000,252.678838,651.340454,2.412085,1.279350,0.111103,233202.000000,301378.000000,5.000000,823.000000,4770.000000,59.600000
2011, 新竹縣,474620.000000,162472.000000,18718.000000,287468.000000,187152.000000,313.870037,555.342409,3.567809,3.207878,0.072738,267925.000000,286072.000000,2.000000,775.000000,3429.000000,29.900000
2011, 苗栗縣,562240.000000,167151.000000,24090.000000,363871.000000,198369.000000,297.416416,647.445775,2.674496,2.305214,0.082962,293171.000000,321552.000000,1.000000,107.000000,1790.000000,67.580000
2011, 彰化縣,1379344.000000,360010.000000,70123.000000,932730.000000,446614.000000,276.284900,715.811269,2.766629,1.866454,0.057893,693723.000000,818674.000000,-,-,-,-
2011, 南投縣,553064.000000,152577.000000,32382.000000,361840.000000,191224.000000,291.841923,692.110090,2.127190,2.049795,0.102121,285216.000000,315385.000000,4.000000,453.000000,8277.000000,54.510000
