"年度","縣市","勞動力人口數","勞動力參與率","失業率","年齡別失業率-15-24歲","年齡別失業率-25-44歲","年齡別失業率-45-64歲","年齡別失業率-65歲及以上","教育程度別失業率-大專及以上","教育程度別失業率-高中(職)","教育程度別失業率-國中及以下","就業人口數","就業者之行業結構-工業","就業者之行業結構-服務業","就業者之行業結構-農林漁牧業","就業者之教育程度結構-大專及以上","就業者之教育程度結構-高中(職)","就業者之教育程度結構-國中及以下","就業者之年齡別結構-15-24歲","就業者之年齡別結構-25-44歲","就業者之年齡別結構-45-64歲","就業者之年齡別結構-65歲及以上","失能傷害次數","總經歷工時","失能傷害頻率"
1998, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6162.000000,2877150226.000000,2.140000
1998, 臺灣地區,9546.000000,58.000000,2.700000,7.300000,2.300000,1.400000,0.200000,2.800000,3.100000,2.300000,9289.000000,37.920000,53.230000,8.850000,24.900000,34.600000,40.500000,12.570000,60.840000,24.980000,1.620000,6162.000000,2877150226.000000,2.140000
1998, 新北市,1522.000000,58.900000,2.800000,7.400000,2.100000,2.000000,0.800000,2.500000,3.200000,2.600000,1480.000000,43.750000,54.550000,1.690000,24.940000,35.530000,39.530000,13.310000,63.740000,22.190000,0.760000,490.000000,297193746.000000,1.650000
1998, 臺北市,1143.000000,56.100000,2.600000,7.300000,2.600000,1.200000,-,2.300000,3.000000,2.500000,1113.000000,21.650000,77.950000,0.400000,47.330000,32.170000,20.500000,8.160000,63.740000,26.810000,1.290000,658.000000,373822510.000000,1.760000
1998, 桃園市,682.000000,57.300000,2.100000,5.500000,1.700000,1.000000,-,2.500000,1.900000,1.900000,668.000000,50.200000,46.140000,3.660000,23.310000,39.470000,37.220000,13.440000,65.210000,20.180000,1.180000,1420.000000,535538164.000000,2.650000
1998, 臺中市,1032.000000,59.400000,2.600000,7.000000,2.100000,1.300000,0.200000,2.900000,3.000000,2.100000,1005.000000,40.910000,53.310000,5.790000,25.810000,37.290000,36.900000,13.960000,62.150000,22.480000,1.410000,416.000000,280831305.000000,1.480000
1998, 臺南市,840.000000,60.400000,3.300000,8.800000,2.900000,1.800000,0.100000,3.300000,3.800000,2.900000,812.000000,41.160000,46.290000,12.550000,22.760000,31.090000,46.160000,12.040000,58.540000,26.590000,2.830000,312.000000,272126972.000000,1.150000
1998, 高雄市,1153.000000,56.700000,3.200000,7.700000,2.800000,1.800000,0.200000,3.800000,3.100000,2.800000,1116.000000,37.670000,56.370000,5.960000,24.310000,38.300000,37.390000,13.180000,60.540000,25.020000,1.260000,1165.000000,406476642.000000,2.870000
1998, 宜蘭縣,205.000000,58.200000,3.400000,7.000000,3.000000,2.800000,0.200000,2.800000,3.200000,3.800000,198.000000,37.870000,52.000000,10.130000,16.350000,31.230000,52.420000,13.490000,59.520000,24.860000,2.130000,137.000000,42217361.000000,3.250000
1998, 新竹縣,194.000000,62.200000,2.300000,7.500000,1.500000,1.300000,-,2.200000,2.700000,1.800000,190.000000,56.340000,36.350000,7.310000,22.770000,38.980000,38.250000,12.620000,61.570000,24.030000,1.780000,301.000000,99022846.000000,3.040000
1998, 苗栗縣,249.000000,59.300000,2.100000,5.800000,1.900000,0.800000,0.200000,2.800000,2.600000,1.400000,244.000000,46.370000,40.950000,12.680000,16.380000,36.880000,46.750000,13.150000,57.820000,26.030000,3.010000,268.000000,84433959.000000,3.170000
1998, 彰化縣,541.000000,55.700000,1.800000,5.600000,1.400000,0.600000,0.200000,2.100000,2.500000,1.200000,532.000000,44.110000,39.580000,16.300000,16.380000,31.570000,52.050000,14.440000,57.280000,26.390000,1.890000,225.000000,149186148.000000,1.510000
1998, 南投縣,250.000000,60.300000,2.500000,9.600000,1.800000,0.700000,-,4.000000,3.000000,1.700000,244.000000,30.490000,43.780000,25.730000,15.790000,30.230000,53.980000,12.300000,56.490000,28.990000,2.230000,38.000000,39803080.000000,0.950000
1998, 雲林縣,350.000000,60.100000,2.300000,7.500000,2.100000,0.500000,-,4.800000,3.300000,1.300000,342.000000,32.170000,39.020000,28.810000,13.610000,26.410000,59.980000,13.310000,52.860000,31.030000,2.790000,140.000000,50718464.000000,2.760000
1998, 嘉義縣,270.000000,61.100000,2.500000,8.000000,2.000000,1.000000,0.700000,3.100000,4.200000,1.600000,264.000000,31.370000,37.060000,31.570000,12.360000,25.880000,61.760000,12.460000,53.720000,29.930000,3.890000,101.000000,48361853.000000,2.090000
1998, 屏東縣,381.000000,54.900000,2.800000,7.900000,2.100000,1.900000,-,3.100000,3.300000,2.300000,370.000000,29.310000,48.130000,22.570000,16.400000,35.700000,47.900000,12.400000,58.360000,28.180000,1.060000,101.000000,53683683.000000,1.880000
1998, 臺東縣,114.000000,59.000000,3.300000,8.000000,3.000000,1.700000,-,2.500000,4.400000,2.900000,110.000000,30.480000,42.730000,26.790000,8.690000,29.240000,62.070000,14.040000,56.360000,27.130000,2.470000,30.000000,8242238.000000,3.640000
1998, 花蓮縣,154.000000,56.600000,2.800000,6.400000,2.600000,1.500000,-,2.700000,3.500000,2.400000,149.000000,29.160000,57.600000,13.250000,17.510000,35.310000,47.180000,13.700000,57.910000,26.410000,1.990000,51.000000,25949312.000000,1.970000
1998, 澎湖縣,35.000000,49.700000,1.700000,6.300000,1.200000,0.200000,-,1.900000,2.300000,0.900000,34.000000,19.620000,71.200000,9.190000,23.610000,38.850000,37.540000,13.740000,57.850000,27.460000,0.960000,1.000000,3111749.000000,0.320000
1998, 基隆市,166.000000,57.000000,4.000000,11.600000,3.200000,2.000000,-,3.400000,4.500000,3.800000,159.000000,31.060000,67.920000,1.020000,22.820000,40.780000,36.400000,12.310000,63.810000,22.780000,1.100000,136.000000,40637300.000000,3.350000
1998, 新竹市,158.000000,60.200000,2.500000,6.200000,2.100000,1.400000,0.700000,1.700000,3.200000,2.500000,154.000000,43.940000,53.610000,2.460000,31.140000,33.660000,35.210000,12.700000,62.640000,23.190000,1.470000,111.000000,33069884.000000,3.360000
1998, 嘉義市,107.000000,54.200000,2.500000,5.700000,2.400000,1.600000,-,2.100000,2.700000,2.800000,105.000000,25.710000,70.130000,4.160000,35.240000,36.500000,28.260000,10.460000,61.250000,26.660000,1.620000,61.000000,32723010.000000,1.860000
1998, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1998, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6556.000000,3074111008.000000,2.130000
1999, 臺灣地區,9668.000000,57.900000,2.900000,7.300000,2.500000,1.700000,0.300000,2.900000,3.200000,2.600000,9385.000000,37.210000,54.520000,8.270000,26.200000,35.340000,38.450000,12.710000,60.190000,25.570000,1.530000,6556.000000,3074111008.000000,2.130000
1999, 新北市,1565.000000,59.100000,3.000000,6.800000,2.500000,2.300000,0.300000,3.000000,3.300000,2.700000,1517.000000,40.890000,57.600000,1.510000,26.060000,36.070000,37.870000,13.690000,62.600000,22.960000,0.740000,491.000000,275820488.000000,1.780000
1999, 臺北市,1158.000000,56.300000,2.900000,8.400000,2.800000,1.300000,0.500000,2.400000,3.600000,2.800000,1125.000000,21.320000,78.280000,0.410000,49.430000,32.090000,18.480000,8.310000,62.040000,28.420000,1.220000,657.000000,408780203.000000,1.610000
1999, 桃園市,704.000000,57.300000,2.000000,4.300000,1.800000,1.100000,-,2.100000,2.000000,1.900000,690.000000,49.830000,46.780000,3.390000,23.860000,40.000000,36.140000,14.060000,64.470000,20.470000,1.000000,1526.000000,520849604.000000,2.930000
1999, 臺中市,1056.000000,59.100000,3.100000,7.800000,2.500000,1.800000,-,3.300000,3.200000,2.800000,1023.000000,41.040000,53.930000,5.030000,27.240000,38.050000,34.720000,14.440000,61.430000,22.950000,1.170000,456.000000,279622149.000000,1.630000
1999, 臺南市,839.000000,59.700000,3.800000,9.700000,3.300000,2.200000,0.200000,3.400000,4.200000,3.600000,808.000000,42.280000,47.740000,9.980000,24.140000,32.240000,43.610000,12.390000,58.170000,26.940000,2.500000,350.000000,260301462.000000,1.340000
1999, 高雄市,1178.000000,57.100000,3.800000,8.900000,3.200000,2.300000,0.900000,3.800000,3.700000,3.800000,1134.000000,36.730000,57.240000,6.030000,26.010000,38.740000,35.250000,12.880000,60.110000,25.630000,1.370000,1214.000000,608837413.000000,1.990000
1999, 宜蘭縣,203.000000,57.800000,3.500000,8.100000,2.800000,2.600000,-,3.300000,3.300000,3.600000,196.000000,35.750000,54.280000,9.970000,16.630000,31.820000,51.540000,13.120000,58.740000,26.170000,1.960000,125.000000,37988684.000000,3.290000
1999, 新竹縣,194.000000,60.800000,1.800000,4.600000,1.400000,1.200000,1.000000,1.100000,2.000000,2.100000,190.000000,55.080000,39.100000,5.810000,25.410000,40.160000,34.430000,12.810000,61.770000,24.250000,1.180000,370.000000,101374836.000000,3.650000
1999, 苗栗縣,247.000000,58.500000,2.200000,5.200000,2.200000,1.000000,0.200000,2.300000,2.200000,2.300000,241.000000,45.240000,42.590000,12.160000,17.290000,39.200000,43.510000,13.180000,58.150000,26.030000,2.640000,288.000000,90466768.000000,3.180000
1999, 彰化縣,545.000000,55.500000,1.700000,4.600000,1.400000,0.700000,-,2.400000,2.200000,1.100000,536.000000,43.960000,40.390000,15.640000,16.710000,33.110000,50.180000,14.780000,56.850000,26.710000,1.650000,274.000000,152312434.000000,1.800000
1999, 南投縣,246.000000,59.500000,3.100000,8.100000,2.900000,1.400000,-,3.600000,3.700000,2.500000,238.000000,30.670000,45.770000,23.560000,17.430000,30.650000,51.920000,11.980000,56.420000,29.320000,2.270000,52.000000,41105492.000000,1.270000
1999, 雲林縣,348.000000,60.000000,2.200000,7.300000,1.900000,0.800000,-,3.100000,3.100000,1.600000,340.000000,31.680000,41.240000,27.080000,14.830000,27.550000,57.620000,13.060000,52.980000,30.780000,3.180000,185.000000,51361622.000000,3.600000
1999, 嘉義縣,262.000000,59.600000,2.800000,7.700000,2.600000,1.200000,0.300000,3.900000,3.400000,2.200000,255.000000,32.410000,37.270000,30.320000,13.060000,26.960000,59.980000,12.310000,54.140000,29.770000,3.780000,128.000000,48133877.000000,2.660000
1999, 屏東縣,387.000000,55.700000,2.200000,6.800000,1.900000,0.600000,0.800000,3.600000,2.600000,1.300000,379.000000,28.590000,48.300000,23.110000,16.850000,36.250000,46.900000,11.950000,57.810000,28.820000,1.420000,85.000000,51614995.000000,1.650000
1999, 臺東縣,114.000000,59.600000,2.800000,9.300000,2.200000,0.900000,0.200000,3.200000,4.000000,2.200000,110.000000,26.210000,42.460000,31.330000,9.210000,29.340000,61.450000,13.400000,55.610000,27.990000,3.000000,25.000000,7806133.000000,3.200000
1999, 花蓮縣,152.000000,56.000000,3.700000,9.200000,3.300000,1.800000,0.900000,3.500000,3.700000,3.800000,146.000000,27.780000,57.150000,15.070000,18.090000,36.700000,45.210000,13.270000,56.870000,28.110000,1.750000,51.000000,26960563.000000,1.890000
1999, 澎湖縣,33.000000,48.400000,1.200000,3.600000,0.900000,0.800000,-,2.000000,1.000000,0.800000,33.000000,19.950000,71.590000,8.470000,25.650000,41.270000,33.080000,12.680000,60.180000,26.420000,0.720000,1.000000,3164105.000000,0.320000
1999, 基隆市,166.000000,56.200000,4.200000,10.200000,3.700000,2.400000,-,3.600000,5.200000,3.500000,159.000000,30.530000,68.400000,1.070000,24.240000,41.470000,34.290000,12.420000,63.480000,23.230000,0.860000,111.000000,38471400.000000,2.890000
1999, 新竹市,163.000000,60.400000,2.700000,5.000000,2.500000,2.100000,-,2.100000,3.100000,2.900000,158.000000,42.040000,55.780000,2.180000,32.050000,34.540000,33.410000,13.610000,61.640000,23.200000,1.550000,92.000000,36287034.000000,2.540000
1999, 嘉義市,108.000000,54.200000,3.000000,6.900000,2.800000,2.000000,-,2.300000,3.000000,4.000000,105.000000,26.250000,70.380000,3.370000,36.720000,37.880000,25.410000,9.990000,60.670000,27.940000,1.400000,75.000000,32851746.000000,2.280000
1999, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1999, 連江縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6059.000000,2831872011.000000,2.140000
2000, 臺灣地區,9784.000000,57.700000,3.000000,7.400000,2.600000,1.700000,0.200000,2.800000,3.300000,2.800000,9491.000000,37.230000,54.980000,7.790000,27.350000,35.560000,37.090000,12.520000,59.830000,26.130000,1.520000,6059.000000,2831872011.000000,2.140000
2000, 新北市,1589.000000,58.500000,3.000000,6.600000,2.500000,2.100000,0.500000,2.800000,3.000000,3.000000,1542.000000,41.070000,57.600000,1.330000,27.380000,36.190000,36.430000,13.320000,62.210000,23.740000,0.730000,392.000000,322187179.000000,1.220000
2000, 臺北市,1169.000000,56.300000,2.700000,7.500000,2.700000,1.500000,0.500000,2.300000,3.100000,3.100000,1137.000000,20.860000,78.860000,0.270000,51.320000,32.160000,16.520000,8.120000,61.550000,29.040000,1.280000,682.000000,311924220.000000,2.190000
2000, 桃園市,734.000000,57.900000,2.000000,4.500000,1.800000,1.200000,0.600000,1.900000,2.100000,2.000000,719.000000,50.630000,46.110000,3.260000,24.800000,39.720000,35.470000,13.890000,63.780000,21.490000,0.840000,1458.000000,547731213.000000,2.660000
2000, 臺中市,1083.000000,59.400000,3.400000,8.600000,2.800000,1.900000,0.000000,3.200000,3.700000,3.200000,1046.000000,41.050000,53.740000,5.210000,28.190000,38.340000,33.470000,13.610000,60.960000,24.060000,1.360000,526.000000,286643636.000000,1.840000
2000, 臺南市,833.000000,58.400000,3.600000,9.200000,3.200000,2.200000,0.200000,3.600000,4.300000,3.200000,803.000000,41.770000,48.970000,9.270000,25.190000,32.610000,42.200000,12.040000,58.670000,26.910000,2.380000,279.000000,271133044.000000,1.030000
2000, 高雄市,1197.000000,57.100000,3.900000,8.700000,3.600000,2.300000,0.300000,3.400000,4.300000,3.700000,1151.000000,35.630000,58.460000,5.900000,27.130000,38.870000,34.000000,12.630000,59.600000,26.480000,1.290000,1044.000000,374391607.000000,2.790000
2000, 宜蘭縣,202.000000,56.700000,3.600000,6.400000,3.600000,2.600000,0.500000,4.100000,2.900000,3.900000,195.000000,36.230000,54.650000,9.120000,17.360000,32.860000,49.780000,13.350000,58.390000,26.380000,1.890000,125.000000,38431993.000000,3.250000
2000, 新竹縣,194.000000,60.000000,1.700000,4.900000,1.400000,0.700000,-,1.400000,2.100000,1.400000,191.000000,53.080000,41.810000,5.110000,26.530000,40.730000,32.740000,12.570000,61.860000,24.440000,1.140000,301.000000,98515097.000000,3.060000
2000, 苗栗縣,247.000000,57.800000,2.700000,5.900000,2.400000,1.700000,-,2.900000,3.000000,2.300000,241.000000,47.560000,41.540000,10.900000,17.750000,39.490000,42.750000,13.590000,57.990000,25.850000,2.570000,256.000000,86009736.000000,2.980000
2000, 彰化縣,548.000000,55.000000,1.700000,4.600000,1.400000,0.800000,-,2.200000,2.200000,1.200000,538.000000,44.770000,39.990000,15.240000,17.670000,32.750000,49.580000,15.220000,55.580000,27.140000,2.070000,263.000000,152061446.000000,1.730000
2000, 南投縣,248.000000,59.300000,3.800000,9.400000,3.600000,1.800000,-,3.700000,4.400000,3.500000,238.000000,30.810000,48.500000,20.690000,18.670000,30.830000,50.500000,13.080000,55.370000,29.380000,2.170000,32.000000,41131180.000000,0.780000
2000, 雲林縣,344.000000,58.800000,2.600000,8.800000,2.100000,1.000000,0.200000,3.600000,4.000000,1.600000,335.000000,33.820000,40.880000,25.290000,14.930000,28.100000,56.970000,12.970000,52.800000,31.040000,3.190000,217.000000,65283368.000000,3.320000
2000, 嘉義縣,261.000000,58.900000,2.800000,7.000000,2.500000,1.800000,-,3.300000,3.300000,2.400000,254.000000,31.370000,37.890000,30.740000,13.660000,27.230000,59.110000,12.580000,54.190000,29.430000,3.790000,81.000000,45085324.000000,1.800000
2000, 屏東縣,389.000000,55.600000,2.200000,6.500000,2.000000,0.800000,1.000000,2.200000,3.000000,1.500000,381.000000,28.830000,48.240000,22.930000,17.680000,36.860000,45.470000,11.910000,57.070000,29.900000,1.120000,63.000000,50318012.000000,1.250000
2000, 臺東縣,114.000000,59.900000,3.100000,8.000000,2.600000,2.100000,-,3.100000,2.500000,3.500000,111.000000,26.060000,45.820000,28.120000,9.260000,30.510000,60.220000,13.100000,56.250000,28.310000,2.340000,36.000000,9063627.000000,3.970000
2000, 花蓮縣,151.000000,55.200000,3.900000,10.100000,3.400000,2.200000,-,2.800000,4.600000,3.800000,145.000000,26.430000,60.580000,13.000000,19.130000,36.780000,44.090000,13.180000,57.350000,27.730000,1.730000,47.000000,30027099.000000,1.570000
2000, 澎湖縣,31.000000,45.300000,1.600000,7.200000,1.100000,0.100000,-,1.200000,2.100000,1.300000,31.000000,19.270000,74.480000,6.260000,27.820000,40.860000,31.310000,11.420000,61.500000,26.320000,0.760000,-,2980738.000000,-
2000, 基隆市,170.000000,56.600000,4.200000,11.500000,3.200000,2.700000,-,3.900000,3.900000,4.700000,163.000000,28.330000,70.310000,1.360000,24.570000,43.010000,32.420000,12.250000,62.570000,24.480000,0.690000,124.000000,36451648.000000,3.400000
2000, 新竹市,171.000000,62.100000,2.700000,5.500000,2.300000,2.300000,0.600000,2.000000,2.800000,3.300000,167.000000,44.280000,53.900000,1.820000,33.560000,34.180000,32.250000,13.100000,61.460000,23.360000,2.080000,71.000000,30039225.000000,2.360000
2000, 嘉義市,109.000000,54.100000,3.000000,8.500000,2.600000,1.800000,-,2.300000,3.400000,3.600000,106.000000,26.480000,70.270000,3.250000,38.980000,37.020000,24.000000,10.640000,60.070000,27.690000,1.600000,62.000000,32462619.000000,1.910000
2000, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000, 連江縣,2.396000,54.700000,1.800000,13.900000,1.100000,0.500000,-,1.900000,2.900000,0.900000,2.353000,18.700000,76.370000,4.930000,21.890000,34.680000,43.430000,6.080000,61.160000,30.810000,1.950000,-,-,-
2001, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4589.000000,2586541366.000000,1.770000
2001, 臺灣地區,9832.000000,57.200000,4.600000,10.400000,4.200000,2.900000,0.100000,3.700000,5.100000,4.700000,9383.000000,36.000000,56.460000,7.540000,28.710000,35.930000,35.360000,11.900000,59.630000,26.940000,1.520000,4589.000000,2586541366.000000,1.770000
2001, 新北市,1621.000000,58.400000,4.900000,9.800000,4.300000,3.800000,-,3.800000,5.100000,5.400000,1542.000000,39.650000,59.500000,0.850000,28.800000,36.750000,34.450000,12.780000,61.860000,24.770000,0.600000,331.000000,258253294.000000,1.280000
2001, 臺北市,1155.000000,55.500000,3.900000,10.800000,3.800000,2.500000,-,3.100000,4.900000,5.100000,1110.000000,20.290000,79.360000,0.350000,53.870000,31.910000,14.220000,7.540000,60.920000,30.440000,1.100000,480.000000,335614252.000000,1.430000
2001, 桃園市,758.000000,58.400000,4.300000,9.800000,3.600000,3.300000,0.300000,3.000000,4.800000,4.800000,726.000000,49.230000,47.430000,3.340000,25.600000,40.480000,33.920000,12.720000,63.970000,22.400000,0.900000,1037.000000,490531785.000000,2.110000
2001, 臺中市,1095.000000,59.000000,4.900000,10.700000,4.500000,2.800000,-,4.300000,5.200000,5.000000,1041.000000,39.160000,55.890000,4.950000,29.820000,38.820000,31.360000,13.070000,60.780000,24.680000,1.460000,398.000000,231204381.000000,1.720000
2001, 臺南市,833.000000,57.800000,4.800000,11.800000,4.500000,2.700000,-,4.200000,5.900000,4.300000,793.000000,39.240000,51.210000,9.550000,26.590000,32.680000,40.740000,11.600000,58.120000,27.950000,2.330000,1069.000000,3058112000.000000,0.350000
2001, 高雄市,1183.000000,55.900000,5.000000,11.200000,4.800000,3.000000,0.100000,4.100000,5.400000,5.400000,1124.000000,34.730000,60.300000,4.970000,28.790000,39.540000,31.670000,11.570000,59.850000,27.430000,1.150000,2324.000000,1872624000.000000,1.240000
2001, 宜蘭縣,204.000000,56.800000,5.000000,8.800000,4.700000,4.300000,-,4.000000,4.600000,5.600000,194.000000,36.500000,54.870000,8.630000,17.390000,32.820000,49.790000,12.350000,58.740000,26.840000,2.060000,88.000000,39527115.000000,2.230000
2001, 新竹縣,194.000000,59.000000,3.800000,7.800000,3.600000,2.200000,-,3.200000,3.700000,4.300000,187.000000,51.660000,43.120000,5.230000,27.690000,41.590000,30.710000,12.280000,62.380000,24.030000,1.310000,256.000000,90288452.000000,2.840000
2001, 苗栗縣,246.000000,57.200000,4.500000,8.700000,3.900000,3.800000,-,3.500000,4.900000,4.500000,235.000000,45.920000,42.280000,11.810000,18.340000,40.080000,41.580000,13.540000,57.150000,26.380000,2.930000,198.000000,75480603.000000,2.620000
2001, 彰化縣,560.000000,55.700000,4.000000,10.000000,3.200000,2.700000,0.200000,3.800000,4.300000,3.900000,538.000000,42.780000,41.630000,15.590000,18.240000,32.810000,48.950000,14.460000,55.330000,27.630000,2.580000,222.000000,133396558.000000,1.660000
2001, 南投縣,244.000000,57.900000,4.900000,12.500000,4.100000,2.800000,-,4.400000,5.400000,4.700000,232.000000,31.820000,46.290000,21.900000,18.610000,32.000000,49.400000,13.450000,54.840000,29.670000,2.040000,57.000000,34617608.000000,1.650000
2001, 雲林縣,340.000000,57.900000,4.100000,11.100000,3.700000,2.000000,-,4.700000,5.000000,3.400000,326.000000,31.050000,43.500000,25.450000,16.370000,28.640000,54.980000,13.050000,52.660000,31.000000,3.300000,158.000000,58285002.000000,2.710000
2001, 嘉義縣,259.000000,57.900000,4.000000,10.400000,3.900000,2.100000,-,4.800000,4.900000,3.400000,248.000000,31.820000,38.420000,29.760000,13.810000,27.520000,58.670000,11.920000,53.410000,30.770000,3.900000,74.000000,43627882.000000,1.700000
2001, 屏東縣,392.000000,55.800000,4.500000,11.400000,4.500000,1.800000,-,4.500000,5.300000,3.800000,375.000000,27.070000,51.180000,21.750000,18.600000,37.390000,44.000000,11.700000,56.670000,30.320000,1.310000,75.000000,50159101.000000,1.500000
2001, 臺東縣,114.000000,59.700000,4.300000,9.500000,4.400000,2.100000,0.700000,3.200000,5.200000,4.100000,109.000000,24.730000,47.650000,27.620000,9.740000,28.660000,61.600000,12.520000,55.720000,29.540000,2.220000,24.000000,10518678.000000,2.280000
2001, 花蓮縣,150.000000,54.700000,5.100000,11.400000,4.900000,3.000000,0.400000,4.100000,5.200000,5.500000,143.000000,26.670000,61.900000,11.430000,20.330000,37.240000,42.430000,12.080000,57.340000,29.000000,1.590000,37.000000,25221857.000000,1.470000
2001, 澎湖縣,33.000000,46.300000,3.500000,13.300000,3.000000,1.000000,-,1.900000,4.100000,3.900000,32.000000,18.700000,75.800000,5.500000,27.170000,42.010000,30.810000,9.330000,61.540000,28.160000,0.970000,3.000000,2774957.000000,1.080000
2001, 基隆市,171.000000,56.200000,5.100000,10.300000,5.000000,3.000000,-,4.700000,5.500000,5.000000,162.000000,27.920000,71.160000,0.920000,26.680000,42.700000,30.620000,11.590000,62.330000,25.190000,0.890000,80.000000,30132189.000000,2.650000
2001, 新竹市,169.000000,60.300000,4.300000,8.300000,3.600000,4.600000,0.100000,2.200000,5.700000,5.300000,162.000000,43.430000,54.940000,1.620000,36.280000,33.880000,29.850000,11.760000,62.560000,23.910000,1.780000,46.000000,19532662.000000,2.360000
2001, 嘉義市,109.000000,53.200000,4.600000,9.000000,4.300000,3.600000,-,3.300000,5.500000,5.300000,104.000000,25.550000,70.980000,3.470000,41.730000,36.960000,21.300000,9.670000,60.950000,27.730000,1.650000,37.000000,33520792.000000,1.100000
2001, 金門縣,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2001, 連江縣,2.566000,63.500000,1.300000,3.800000,1.100000,1.300000,-,1.100000,1.200000,1.500000,2.533000,18.120000,78.050000,3.830000,24.600000,35.690000,39.720000,5.960000,58.820000,33.440000,1.780000,-,-,-
2002, 總計,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3926.000000,2274252190.000000,1.730000
2002, 臺灣地區,9969.000000,57.300000,5.200000,11.900000,4.700000,3.400000,0.100000,4.300000,5.900000,5.100000,9454.000000,35.240000,57.250000,7.500000,30.160000,36.220000,33.620000,11.310000,59.400000,27.650000,1.640000,3919.000000,2272515244.000000,1.720000
2002, 新北市,1653.000000,58.600000,5.500000,11.400000,4.900000,4.200000,0.200000,4.300000,6.000000,6.000000,1562.000000,38.210000,61.000000,0.790000,30.260000,37.050000,32.690000,11.980000,61.750000,25.660000,0.620000,267.000000,242741884.000000,1.100000
2002, 臺北市,1170.000000,55.800000,4.600000,12.600000,4.800000,2.400000,0.500000,3.900000,5.800000,5.000000,1116.000000,19.810000,79.820000,0.370000,56.020000,31.460000,12.520000,7.220000,59.900000,31.900000,0.970000,294.000000,206258218.000000,1.430000
2002, 桃園市,775.000000,58.300000,5.100000,11.200000,4.200000,3.900000,-,4.000000,5.500000,5.400000,736.000000,48.280000,49.150000,2.570000,27.190000,41.150000,31.660000,12.610000,63.420000,23.210000,0.760000,860.000000,477002281.000000,1.800000
2002, 臺中市,1096.000000,58.100000,5.400000,12.100000,4.700000,3.900000,-,4.300000,6.100000,5.700000,1036.000000,39.400000,55.830000,4.770000,31.120000,38.770000,30.110000,12.410000,60.900000,25.340000,1.350000,398.000000,231204381.000000,1.720000
2002, 臺南市,856.000000,58.800000,5.000000,12.200000,4.600000,3.000000,0.300000,4.300000,6.300000,4.300000,814.000000,38.270000,51.380000,10.350000,27.890000,32.950000,39.160000,11.230000,57.040000,28.410000,3.330000,235.000000,204676122.000000,1.150000
2002, 高雄市,1216.000000,56.900000,5.500000,11.400000,5.400000,3.200000,0.100000,4.900000,5.700000,5.600000,1150.000000,34.130000,60.560000,5.310000,30.230000,40.180000,29.590000,11.060000,59.500000,28.140000,1.300000,768.000000,328542393.000000,2.340000
2002, 宜蘭縣,204.000000,56.200000,5.400000,10.400000,5.100000,4.200000,-,5.800000,5.000000,5.600000,193.000000,35.150000,55.280000,9.560000,18.600000,33.110000,48.280000,11.980000,58.810000,26.950000,2.260000,67.000000,29724156.000000,2.250000
2002, 新竹縣,197.000000,58.600000,4.400000,12.700000,3.600000,2.200000,-,4.200000,5.200000,3.400000,188.000000,50.920000,43.220000,5.850000,29.910000,42.050000,28.040000,11.390000,62.660000,24.520000,1.430000,122.000000,82429306.000000,1.480000
2002, 苗栗縣,247.000000,56.800000,4.900000,11.700000,4.000000,3.900000,-,4.300000,4.700000,5.500000,235.000000,47.040000,43.400000,9.560000,19.290000,40.930000,39.780000,13.110000,56.740000,26.930000,3.220000,158.000000,70062167.000000,2.260000
2002, 彰化縣,569.000000,56.000000,5.200000,11.100000,4.500000,4.100000,-,4.000000,5.700000,5.400000,539.000000,42.270000,43.190000,14.530000,18.850000,33.970000,47.180000,13.600000,56.270000,27.710000,2.430000,239.000000,123883706.000000,1.930000
2002, 南投縣,239.000000,56.200000,5.300000,13.600000,4.700000,2.800000,-,4.800000,6.700000,4.500000,226.000000,32.080000,48.240000,19.690000,20.230000,32.320000,47.460000,12.360000,55.860000,29.670000,2.100000,59.000000,30498815.000000,1.930000
2002, 雲林縣,346.000000,58.500000,4.700000,12.300000,4.500000,2.500000,-,4.500000,6.700000,3.800000,329.000000,30.230000,43.100000,26.670000,16.970000,28.570000,54.460000,12.310000,52.290000,31.540000,3.860000,163.000000,56989690.000000,2.860000
