"年度","縣市","工廠新登記家數","工廠歇業家數","營運中工廠家數","重工業工廠家數","工廠全年固定資產投資金額","工廠從業員工人數","工廠營業收入","營利事業營業家數","營利事業銷售額","公司登記新設家數","公司解散、撤銷及廢止家數","公司登記現有家數","公司登記現有資本額","商業登記新設家數","商業登記歇業家數","商業登記現有家數","商業登記現有資本額"
2004, 澎湖縣,2.000000,-,95.000000,50.000000,-,374.000000,494880.000000,5448.000000,19612993.000000,22.000000,21.000000,483.000000,4159.000000,-,-,-,-
2004, 基隆市,6.000000,8.000000,248.000000,152.000000,1408367.000000,8952.000000,43955604.000000,16918.000000,177560394.000000,403.000000,226.000000,5444.000000,70732.000000,-,-,-,-
2004, 新竹市,35.000000,79.000000,1481.000000,940.000000,210143062.000000,103197.000000,864953962.000000,20814.000000,1218551304.000000,876.000000,408.000000,9837.000000,992317.000000,-,-,-,-
2004, 嘉義市,10.000000,139.000000,466.000000,252.000000,357897.000000,6278.000000,18422762.000000,15683.000000,176371682.000000,355.000000,225.000000,4360.000000,42563.000000,-,-,-,-
2004, 金門縣,2.000000,1.000000,82.000000,33.000000,165949.000000,1605.000000,10327538.000000,10142.000000,27439648.000000,26.000000,8.000000,475.000000,7888.000000,-,-,-,-
2004, 連江縣,-,-,2.000000,-,10238.000000,135.000000,243751.000000,898.000000,3923417.000000,8.000000,2.000000,66.000000,558.000000,-,-,-,-
2005, 總計,4321.000000,3889.000000,77851.000000,44137.000000,1054932357.000000,2264217.000000,12736096178.000000,1180235.000000,34334324938.000000,45078.000000,35576.000000,611524.000000,17334169.000000,-,-,-,-
2005, 臺灣地區,4318.000000,3889.000000,77768.000000,44107.000000,1054639161.000000,2262444.000000,12725913542.000000,1169265.000000,34297481735.000000,45036.000000,35563.000000,610951.000000,17325825.000000,-,-,-,-
2005, 新北市,1469.000000,1162.000000,19106.000000,11298.000000,54665463.000000,420336.000000,1731510154.000000,181534.000000,4573810373.000000,8936.000000,7453.000000,123847.000000,1498995.000000,-,-,-,-
2005, 臺北市,53.000000,159.000000,1389.000000,729.000000,4474089.000000,39014.000000,206790684.000000,197914.000000,13126304072.000000,11866.000000,10724.000000,167623.000000,8921532.000000,-,-,-,-
2005, 桃園市,614.000000,598.000000,9372.000000,5813.000000,297582915.000000,436396.000000,2584281435.000000,83405.000000,2849078629.000000,3993.000000,2593.000000,44543.000000,1036723.000000,-,-,-,-
2005, 臺中市,703.000000,575.000000,14774.000000,9217.000000,104888982.000000,292405.000000,1117911664.000000,146881.000000,2647833420.000000,6464.000000,4400.000000,79006.000000,1126415.000000,-,-,-,-
2005, 臺南市,417.000000,568.000000,8208.000000,4270.000000,155752251.000000,233990.000000,1210855379.000000,93188.000000,1927161739.000000,2281.000000,1627.000000,32263.000000,693435.000000,-,-,-,-
2005, 高雄市,281.000000,137.000000,5934.000000,3905.000000,78528304.000000,238631.000000,2115932582.000000,142041.000000,3360546095.000000,5062.000000,3959.000000,73797.000000,1358918.000000,-,-,-,-
2005, 宜蘭縣,18.000000,57.000000,822.000000,301.000000,5398786.000000,20653.000000,110512651.000000,24703.000000,200364245.000000,315.000000,291.000000,5125.000000,57458.000000,-,-,-,-
2005, 新竹縣,98.000000,99.000000,1479.000000,968.000000,64344493.000000,121515.000000,779707424.000000,19346.000000,757683721.000000,732.000000,391.000000,7813.000000,418280.000000,-,-,-,-
2005, 苗栗縣,67.000000,56.000000,1630.000000,730.000000,33652525.000000,61114.000000,328752059.000000,23820.000000,525084980.000000,421.000000,322.000000,6536.000000,208967.000000,-,-,-,-
2005, 彰化縣,347.000000,127.000000,7656.000000,3759.000000,25839436.000000,142506.000000,522615936.000000,62910.000000,939133430.000000,1510.000000,1159.000000,24002.000000,332773.000000,-,-,-,-
2005, 南投縣,37.000000,27.000000,752.000000,271.000000,4428823.000000,26155.000000,102164351.000000,22264.000000,211454398.000000,337.000000,266.000000,4678.000000,58770.000000,-,-,-,-
2005, 雲林縣,45.000000,48.000000,1354.000000,403.000000,18702913.000000,43981.000000,713999199.000000,26172.000000,966064384.000000,423.000000,315.000000,6485.000000,236328.000000,-,-,-,-
2005, 嘉義縣,52.000000,119.000000,1646.000000,641.000000,10291866.000000,38074.000000,218986002.000000,18939.000000,213537441.000000,275.000000,210.000000,3903.000000,50825.000000,-,-,-,-
2005, 屏東縣,48.000000,40.000000,815.000000,302.000000,5996850.000000,24576.000000,123462288.000000,36162.000000,257645870.000000,438.000000,341.000000,5835.000000,68628.000000,-,-,-,-
2005, 臺東縣,4.000000,4.000000,194.000000,88.000000,199514.000000,1739.000000,6151514.000000,10995.000000,50191624.000000,77.000000,63.000000,1248.000000,19845.000000,-,-,-,-
2005, 花蓮縣,6.000000,11.000000,382.000000,93.000000,529205.000000,6020.000000,32892024.000000,18011.000000,147383391.000000,219.000000,209.000000,3749.000000,66077.000000,-,-,-,-
2005, 澎湖縣,1.000000,-,96.000000,52.000000,-,370.000000,432973.000000,5560.000000,21784064.000000,34.000000,30.000000,483.000000,4010.000000,-,-,-,-
2005, 基隆市,11.000000,12.000000,244.000000,152.000000,788649.000000,8815.000000,41976232.000000,17060.000000,182609577.000000,406.000000,326.000000,5509.000000,71627.000000,-,-,-,-
2005, 新竹市,39.000000,57.000000,1459.000000,880.000000,188299384.000000,100014.000000,759412689.000000,21772.000000,1155269424.000000,838.000000,530.000000,10096.000000,1054742.000000,-,-,-,-
2005, 嘉義市,8.000000,33.000000,456.000000,235.000000,274713.000000,6140.000000,17566302.000000,16588.000000,184540858.000000,409.000000,354.000000,4410.000000,41477.000000,-,-,-,-
2005, 金門縣,3.000000,-,81.000000,30.000000,293196.000000,1675.000000,10182636.000000,10080.000000,32691214.000000,33.000000,12.000000,499.000000,7719.000000,-,-,-,-
2005, 連江縣,-,-,2.000000,-,-,98.000000,-,890.000000,4151989.000000,9.000000,1.000000,74.000000,625.000000,-,-,-,-
2006, 總計,4236.000000,6848.000000,-,-,-,-,-,1189878.000000,34604714546.000000,45734.000000,35543.000000,619930.000000,17692361.000000,-,-,744588.000000,132677.000000
2006, 臺灣地區,4235.000000,6848.000000,-,-,-,-,-,1179059.000000,34571930541.000000,45683.000000,35511.000000,619338.000000,17683940.000000,-,-,734002.000000,131460.000000
2006, 新北市,1228.000000,1481.000000,-,-,-,-,-,184605.000000,4000952885.000000,9013.000000,7491.000000,126574.000000,1562922.000000,-,-,128261.000000,21677.000000
2006, 臺北市,53.000000,123.000000,-,-,-,-,-,197754.000000,12838642221.000000,12098.000000,9613.000000,167421.000000,8952474.000000,-,-,56532.000000,12118.000000
2006, 桃園市,660.000000,452.000000,-,-,-,-,-,85447.000000,2959014338.000000,4287.000000,2725.000000,46110.000000,1114773.000000,-,-,40411.000000,10333.000000
2006, 臺中市,781.000000,3266.000000,-,-,-,-,-,148867.000000,2844425838.000000,6487.000000,5418.000000,80085.000000,1138794.000000,-,-,87816.000000,13618.000000
2006, 臺南市,372.000000,413.000000,-,-,-,-,-,94685.000000,2092816488.000000,2299.000000,1925.000000,32995.000000,784755.000000,-,-,54591.000000,8637.000000
2006, 高雄市,367.000000,224.000000,-,-,-,-,-,143065.000000,3527059188.000000,4881.000000,3037.000000,74454.000000,1375997.000000,-,-,102996.000000,20428.000000
2006, 宜蘭縣,28.000000,39.000000,-,-,-,-,-,24971.000000,205427549.000000,343.000000,239.000000,5265.000000,59600.000000,-,-,21426.000000,3878.000000
2006, 新竹縣,79.000000,41.000000,-,-,-,-,-,20086.000000,807301769.000000,896.000000,361.000000,8388.000000,422426.000000,-,-,12639.000000,2005.000000
2006, 苗栗縣,79.000000,84.000000,-,-,-,-,-,24075.000000,498356528.000000,438.000000,278.000000,6759.000000,213641.000000,-,-,31782.000000,3615.000000
2006, 彰化縣,334.000000,439.000000,-,-,-,-,-,63425.000000,1022551511.000000,1458.000000,1380.000000,24163.000000,344638.000000,-,-,30833.000000,5530.000000
2006, 南投縣,28.000000,74.000000,-,-,-,-,-,22593.000000,221787923.000000,389.000000,301.000000,4793.000000,61047.000000,-,-,25751.000000,4399.000000
2006, 雲林縣,68.000000,56.000000,-,-,-,-,-,26330.000000,1111923477.000000,416.000000,331.000000,6559.000000,234950.000000,-,-,20489.000000,4621.000000
2006, 嘉義縣,52.000000,42.000000,-,-,-,-,-,19058.000000,224100462.000000,247.000000,197.000000,3955.000000,51276.000000,-,-,15519.000000,2272.000000
2006, 屏東縣,30.000000,24.000000,-,-,-,-,-,34009.000000,266656436.000000,468.000000,465.000000,5875.000000,68743.000000,-,-,28955.000000,4360.000000
2006, 臺東縣,7.000000,15.000000,-,-,-,-,-,10849.000000,51846563.000000,80.000000,88.000000,1241.000000,18637.000000,-,-,16706.000000,1975.000000
2006, 花蓮縣,2.000000,16.000000,-,-,-,-,-,17952.000000,144374129.000000,191.000000,450.000000,3551.000000,63788.000000,-,-,16883.000000,4183.000000
2006, 澎湖縣,2.000000,-,-,-,-,-,-,5537.000000,22571583.000000,43.000000,24.000000,510.000000,3801.000000,-,-,5252.000000,734.000000
2006, 基隆市,1.000000,7.000000,-,-,-,-,-,17166.000000,173172658.000000,406.000000,296.000000,5729.000000,70164.000000,-,-,10941.000000,2398.000000
2006, 新竹市,51.000000,31.000000,-,-,-,-,-,21920.000000,1377544121.000000,903.000000,594.000000,10414.000000,1096853.000000,-,-,15083.000000,2307.000000
2006, 嘉義市,13.000000,21.000000,-,-,-,-,-,16665.000000,181404874.000000,340.000000,298.000000,4497.000000,44661.000000,-,-,11136.000000,2372.000000
2006, 金門縣,1.000000,-,-,-,-,-,-,9962.000000,28756966.000000,44.000000,31.000000,511.000000,7743.000000,-,-,10586.000000,1217.000000
2006, 連江縣,-,-,-,-,-,-,-,857.000000,4027039.000000,7.000000,1.000000,81.000000,678.000000,-,-,-,-
2007, 總計,3791.000000,2864.000000,77578.000000,44777.000000,1181753510.000000,2307119.000000,15045471201.000000,1187929.000000,36066701870.000000,33718.000000,47531.000000,599521.000000,18051824.000000,-,-,744018.000000,137142.000000
2007, 臺灣地區,3788.000000,2863.000000,77494.000000,44747.000000,1181044879.000000,2305193.000000,15032659815.000000,1176945.000000,36031696382.000000,33673.000000,47513.000000,598888.000000,18043066.000000,-,-,733518.000000,135896.000000
2007, 新北市,1035.000000,1016.000000,18603.000000,11120.000000,59354533.000000,413522.000000,1821785157.000000,184590.000000,4077630403.000000,6485.000000,11327.000000,120139.000000,1591405.000000,-,-,128675.000000,22277.000000
2007, 臺北市,36.000000,53.000000,1259.000000,665.000000,4723679.000000,33490.000000,188966313.000000,196736.000000,12694160402.000000,9043.000000,10512.000000,164576.000000,9174321.000000,-,-,55006.000000,11956.000000
2007, 桃園市,597.000000,469.000000,9434.000000,5946.000000,235592614.000000,443512.000000,2793668328.000000,86319.000000,3062974192.000000,3169.000000,3862.000000,45312.000000,1127186.000000,-,-,41084.000000,10967.000000
2007, 臺中市,677.000000,412.000000,14894.000000,9486.000000,165059412.000000,309954.000000,1330976020.000000,149474.000000,2976045706.000000,4787.000000,7803.000000,75940.000000,1159458.000000,-,-,88462.000000,14142.000000
2007, 臺南市,382.000000,251.000000,8222.000000,4377.000000,199951799.000000,249524.000000,1647221899.000000,94365.000000,2291024240.000000,1711.000000,2434.000000,31517.000000,816807.000000,-,-,54521.000000,9015.000000
2007, 高雄市,310.000000,172.000000,6095.000000,4042.000000,79392446.000000,238219.000000,2634306181.000000,142635.000000,3835807571.000000,3602.000000,3639.000000,74121.000000,1405912.000000,-,-,103045.000000,21010.000000
2007, 宜蘭縣,42.000000,11.000000,833.000000,320.000000,4046699.000000,19995.000000,133862095.000000,24937.000000,213198753.000000,242.000000,436.000000,4980.000000,59432.000000,-,-,21308.000000,4077.000000
2007, 新竹縣,99.000000,52.000000,1507.000000,1004.000000,82630833.000000,126097.000000,884772993.000000,20504.000000,874978861.000000,755.000000,542.000000,8555.000000,440641.000000,-,-,12950.000000,2181.000000
2007, 苗栗縣,63.000000,82.000000,1596.000000,751.000000,65153226.000000,63310.000000,397642020.000000,23844.000000,512173024.000000,325.000000,867.000000,6131.000000,224035.000000,-,-,30954.000000,3826.000000
2007, 彰化縣,290.000000,144.000000,7689.000000,3886.000000,24344794.000000,148512.000000,652601350.000000,63373.000000,1133195246.000000,1057.000000,1717.000000,23224.000000,349345.000000,-,-,30888.000000,5749.000000
2007, 南投縣,50.000000,74.000000,789.000000,298.000000,6308362.000000,27934.000000,139280566.000000,22319.000000,227470354.000000,268.000000,527.000000,4479.000000,62303.000000,-,-,25830.000000,4582.000000
2007, 雲林縣,49.000000,17.000000,1342.000000,404.000000,103189028.000000,42841.000000,1046384363.000000,26274.000000,1403313837.000000,322.000000,627.000000,6181.000000,236671.000000,-,-,20704.000000,4822.000000
2007, 嘉義縣,36.000000,27.000000,1631.000000,656.000000,5522702.000000,38117.000000,270494969.000000,18695.000000,237479961.000000,202.000000,384.000000,3737.000000,49569.000000,-,-,15354.000000,2385.000000
2007, 屏東縣,28.000000,22.000000,822.000000,310.000000,4364906.000000,25032.000000,136402758.000000,33702.000000,292437119.000000,323.000000,569.000000,5547.000000,68946.000000,-,-,28771.000000,4475.000000
2007, 臺東縣,6.000000,4.000000,195.000000,82.000000,269962.000000,1507.000000,6750164.000000,10695.000000,51810044.000000,44.000000,190.000000,1084.000000,12177.000000,-,-,16664.000000,2077.000000
2007, 花蓮縣,7.000000,4.000000,365.000000,83.000000,1150996.000000,6580.000000,35967483.000000,17617.000000,150396687.000000,134.000000,313.000000,3273.000000,62021.000000,-,-,16752.000000,4279.000000
2007, 澎湖縣,4.000000,-,99.000000,53.000000,1135.000000,360.000000,477375.000000,5582.000000,21974676.000000,38.000000,27.000000,509.000000,4312.000000,-,-,5376.000000,743.000000
2007, 基隆市,12.000000,9.000000,236.000000,147.000000,1318868.000000,8501.000000,41864085.000000,17004.000000,173817138.000000,283.000000,462.000000,5435.000000,71047.000000,-,-,10961.000000,2473.000000
2007, 新竹市,53.000000,40.000000,1436.000000,891.000000,138384258.000000,102521.000000,849895131.000000,22016.000000,1610819341.000000,644.000000,820.000000,9994.000000,1086361.000000,-,-,15271.000000,2429.000000
2007, 嘉義市,12.000000,4.000000,447.000000,226.000000,284627.000000,5665.000000,19340565.000000,16264.000000,190988827.000000,239.000000,455.000000,4154.000000,41117.000000,-,-,10942.000000,2431.000000
2007, 金門縣,2.000000,1.000000,81.000000,30.000000,697643.000000,1819.000000,12250658.000000,10145.000000,31085824.000000,40.000000,18.000000,545.000000,7990.000000,-,-,10500.000000,1246.000000
2007, 連江縣,1.000000,-,3.000000,-,10988.000000,107.000000,560728.000000,839.000000,3919664.000000,5.000000,-,88.000000,768.000000,-,-,-,-
2008, 總計,3672.000000,4193.000000,77640.000000,44989.000000,905970062.000000,2238803.000000,14770150708.000000,1178882.000000,35409928841.000000,30201.000000,50900.000000,577484.000000,18387487.000000,37481.000000,34204.000000,743165.000000,138823.000000
2008, 臺灣地區,3672.000000,4193.000000,77555.000000,44958.000000,904973144.000000,2236911.000000,14756044879.000000,1170100.000000,35372070569.000000,30173.000000,50872.000000,576847.000000,18378567.000000,37461.000000,34201.000000,732763.000000,137472.000000
2008, 新北市,950.000000,1321.000000,18290.000000,10925.000000,56755915.000000,389442.000000,1636407816.000000,183697.000000,3965031010.000000,5760.000000,12755.000000,113028.000000,1606163.000000,6053.000000,5261.000000,129420.000000,22603.000000
2008, 臺北市,40.000000,159.000000,1207.000000,631.000000,6504824.000000,33219.000000,149429810.000000,194788.000000,11893018820.000000,8036.000000,10393.000000,160996.000000,9325486.000000,5641.000000,4538.000000,53933.000000,11581.000000
2008, 桃園市,596.000000,628.000000,9489.000000,6001.000000,156791499.000000,428712.000000,2656657071.000000,86520.000000,2998712613.000000,2794.000000,3269.000000,45187.000000,1202273.000000,3574.000000,2864.000000,41615.000000,11126.000000
2008, 臺中市,671.000000,728.000000,15072.000000,9662.000000,142347764.000000,300558.000000,1331008614.000000,149680.000000,3082050652.000000,4340.000000,7273.000000,72911.000000,1212693.000000,2413.000000,1979.000000,89328.000000,14552.000000
2008, 臺南市,392.000000,375.000000,8259.000000,4433.000000,164180336.000000,243992.000000,1644301509.000000,93791.000000,2300572988.000000,1578.000000,4309.000000,28735.000000,823352.000000,1688.000000,2003.000000,54166.000000,9232.000000
2008, 高雄市,292.000000,210.000000,6123.000000,4096.000000,84970971.000000,228345.000000,2656261930.000000,141980.000000,3860839464.000000,3211.000000,5491.000000,71725.000000,1438337.000000,4644.000000,4276.000000,103276.000000,21426.000000
2008, 宜蘭縣,28.000000,16.000000,853.000000,334.000000,6017949.000000,20675.000000,144471240.000000,24399.000000,222042396.000000,226.000000,358.000000,4872.000000,60742.000000,1044.000000,1017.000000,21129.000000,4009.000000
2008, 新竹縣,80.000000,57.000000,1523.000000,1018.000000,70850120.000000,118813.000000,826666175.000000,20694.000000,884540804.000000,612.000000,541.000000,8667.000000,439014.000000,686.000000,511.000000,13135.000000,2248.000000
2008, 苗栗縣,81.000000,72.000000,1619.000000,768.000000,37943955.000000,64319.000000,426975040.000000,23464.000000,512287300.000000,313.000000,522.000000,5937.000000,236297.000000,918.000000,762.000000,30167.000000,3708.000000
2008, 彰化縣,290.000000,324.000000,7730.000000,3921.000000,22875174.000000,149850.000000,677902261.000000,62998.000000,1142719885.000000,1015.000000,2166.000000,22040.000000,354813.000000,1441.000000,1460.000000,30815.000000,5880.000000
2008, 南投縣,49.000000,31.000000,797.000000,302.000000,6048046.000000,26225.000000,111043149.000000,22048.000000,218602962.000000,220.000000,355.000000,4337.000000,63389.000000,678.000000,653.000000,25827.000000,4743.000000
2008, 雲林縣,59.000000,94.000000,1371.000000,429.000000,40701822.000000,43002.000000,1218809025.000000,26132.000000,1581019639.000000,295.000000,486.000000,5974.000000,237405.000000,1019.000000,1509.000000,20287.000000,4870.000000
2008, 嘉義縣,44.000000,47.000000,1619.000000,649.000000,6382056.000000,36324.000000,269839881.000000,18631.000000,241768609.000000,192.000000,305.000000,3635.000000,51359.000000,611.000000,525.000000,15459.000000,2522.000000
2008, 屏東縣,38.000000,27.000000,856.000000,336.000000,3406619.000000,25533.000000,135453587.000000,33244.000000,295721366.000000,296.000000,878.000000,4965.000000,67260.000000,433.000000,905.000000,28711.000000,4455.000000
2008, 臺東縣,5.000000,5.000000,192.000000,78.000000,283172.000000,1589.000000,6982556.000000,10645.000000,52320322.000000,45.000000,106.000000,1017.000000,11570.000000,718.000000,762.000000,16171.000000,1963.000000
2008, 花蓮縣,12.000000,4.000000,365.000000,84.000000,2291339.000000,6850.000000,39388431.000000,17388.000000,147731587.000000,118.000000,218.000000,3163.000000,61578.000000,263.000000,204.000000,16675.000000,4340.000000
2008, 澎湖縣,1.000000,-,98.000000,53.000000,-,368.000000,530070.000000,5619.000000,24897493.000000,34.000000,40.000000,507.000000,4502.000000,626.000000,633.000000,5426.000000,751.000000
2008, 基隆市,7.000000,7.000000,232.000000,141.000000,1324799.000000,8779.000000,44836875.000000,16689.000000,178745194.000000,261.000000,301.000000,5390.000000,77513.000000,865.000000,649.000000,10920.000000,2489.000000
2008, 新竹市,31.000000,69.000000,1415.000000,867.000000,94877691.000000,104818.000000,760123190.000000,21936.000000,1581955831.000000,602.000000,669.000000,9865.000000,1065583.000000,2158.000000,1716.000000,15416.000000,2480.000000
2008, 嘉義市,6.000000,19.000000,445.000000,230.000000,419093.000000,5498.000000,18956649.000000,15757.000000,187491634.000000,225.000000,437.000000,3896.000000,39238.000000,1988.000000,1974.000000,10887.000000,2494.000000
2008, 金門縣,-,-,82.000000,31.000000,990647.000000,1785.000000,13611630.000000,7956.000000,34027292.000000,26.000000,25.000000,550.000000,8132.000000,20.000000,3.000000,10402.000000,1351.000000
2008, 連江縣,-,-,3.000000,-,6271.000000,107.000000,494199.000000,826.000000,3830980.000000,2.000000,3.000000,87.000000,788.000000,-,-,-,-
2009, 總計,2993.000000,4314.000000,77331.000000,44835.000000,738184263.000000,2196909.000000,12939186782.000000,1186308.000000,30144313620.000000,31882.000000,29008.000000,579089.000000,18625557.000000,3971.000000,32745.000000,753448.000000,143160.673000
2009, 臺灣地區,2993.000000,4314.000000,77248.000000,44804.000000,737465822.000000,2195020.000000,12925980527.000000,1177235.000000,30104894710.000000,31815.000000,28984.000000,578404.000000,18616258.000000,3950.000000,32505.000000,741963.000000,141103.614000
2009, 新北市,847.000000,834.000000,18126.000000,10781.000000,43772903.000000,376409.000000,1504908622.000000,185467.000000,3460920900.000000,6285.000000,5416.000000,114015.000000,1648469.000000,530.000000,4867.000000,131063.000000,24246.290000
2009, 臺北市,43.000000,117.000000,1169.000000,617.000000,3601654.000000,31726.000000,205047008.000000,196924.000000,10230307962.000000,8627.000000,9696.000000,158856.000000,9353307.000000,462.000000,4469.000000,55225.000000,11706.585000
2009, 桃園市,474.000000,754.000000,9529.000000,6007.000000,124029667.000000,423841.000000,2322470312.000000,87384.000000,2567296866.000000,2870.000000,2456.000000,45758.000000,1269249.000000,389.000000,2949.000000,42756.000000,11439.743000
2009, 臺中市,487.000000,887.000000,14935.000000,9568.000000,102957150.000000,296314.000000,1174990464.000000,150821.000000,2587175221.000000,4478.000000,3674.000000,73492.000000,1253301.000000,509.000000,2945.000000,91573.000000,14961.592000
2009, 臺南市,295.000000,480.000000,8271.000000,4471.000000,132157229.000000,241825.000000,1570980474.000000,94026.000000,1956092862.000000,1544.000000,1200.000000,29021.000000,828257.000000,366.000000,3134.000000,54630.000000,9502.754000
2009, 高雄市,257.000000,327.000000,6144.000000,4111.000000,75953675.000000,220834.000000,2117333975.000000,142387.000000,3128841804.000000,3352.000000,2759.000000,72185.000000,1464662.000000,493.000000,4198.000000,104016.000000,21527.856000
2009, 宜蘭縣,38.000000,12.000000,873.000000,351.000000,6520513.000000,20813.000000,119023846.000000,24647.000000,206074443.000000,241.000000,217.000000,4890.000000,63732.000000,100.000000,883.000000,21373.000000,4063.447000
2009, 新竹縣,73.000000,106.000000,1525.000000,1031.000000,81779847.000000,121905.000000,736522015.000000,20880.000000,755141268.000000,661.000000,484.000000,8925.000000,446454.000000,85.000000,1059.000000,12868.000000,2200.450000
2009, 苗栗縣,52.000000,105.000000,1598.000000,763.000000,29880322.000000,63976.000000,449207333.000000,23405.000000,470166770.000000,323.000000,180.000000,6067.000000,230254.000000,116.000000,797.000000,30428.000000,3767.398000
2009, 彰化縣,218.000000,386.000000,7703.000000,3933.000000,16978811.000000,146576.000000,562236999.000000,62837.000000,980439779.000000,972.000000,888.000000,22068.000000,360143.000000,170.000000,1435.000000,30938.000000,6005.931000
2009, 南投縣,22.000000,28.000000,801.000000,296.000000,3153747.000000,25376.000000,97890821.000000,21961.000000,203559993.000000,249.000000,266.000000,4304.000000,66439.000000,82.000000,556.000000,25994.000000,4793.064000
2009, 雲林縣,57.000000,91.000000,1398.000000,448.000000,25227759.000000,45480.000000,972721570.000000,26285.000000,1233998248.000000,307.000000,322.000000,5948.000000,243257.000000,114.000000,888.000000,20210.000000,4998.016000
2009, 嘉義縣,26.000000,25.000000,1607.000000,648.000000,4441782.000000,35090.000000,228819150.000000,18292.000000,212961708.000000,205.000000,149.000000,3711.000000,51078.000000,57.000000,565.000000,15544.000000,2566.107000
2009, 屏東縣,35.000000,25.000000,864.000000,337.000000,3435094.000000,25806.000000,127596886.000000,33270.000000,275266711.000000,304.000000,217.000000,5079.000000,67946.000000,111.000000,795.000000,28896.000000,4622.523000
2009, 臺東縣,7.000000,5.000000,198.000000,81.000000,275788.000000,1790.000000,7963773.000000,10838.000000,52923113.000000,40.000000,57.000000,990.000000,11680.000000,47.000000,342.000000,16392.000000,1997.375000
2009, 花蓮縣,12.000000,3.000000,375.000000,85.000000,2691715.000000,6989.000000,36800214.000000,17591.000000,148691971.000000,154.000000,145.000000,3172.000000,61375.000000,81.000000,631.000000,16734.000000,4406.033000
2009, 澎湖縣,-,-,102.000000,57.000000,520.000000,407.000000,608434.000000,5669.000000,21690564.000000,36.000000,12.000000,527.000000,4611.000000,19.000000,191.000000,5510.000000,768.199000
2009, 基隆市,16.000000,19.000000,240.000000,150.000000,901211.000000,8982.000000,42179880.000000,16673.000000,156457368.000000,280.000000,241.000000,5443.000000,74657.000000,65.000000,726.000000,10957.000000,2510.667000
2009, 新竹市,24.000000,95.000000,1359.000000,843.000000,79326420.000000,95595.000000,632436930.000000,22263.000000,1284704988.000000,643.000000,350.000000,10096.000000,1078473.000000,99.000000,580.000000,15847.000000,2511.006000
2009, 嘉義市,10.000000,15.000000,431.000000,226.000000,380015.000000,5286.000000,16241821.000000,15615.000000,172182171.000000,244.000000,255.000000,3857.000000,38914.000000,55.000000,495.000000,11009.000000,2508.578000
2009, 金門縣,-,-,80.000000,31.000000,713924.000000,1779.000000,12732466.000000,8253.000000,35596261.000000,59.000000,23.000000,591.000000,8490.000000,16.000000,222.000000,10381.000000,1454.629000
2009, 連江縣,-,-,3.000000,-,4517.000000,110.000000,473789.000000,820.000000,3822649.000000,8.000000,1.000000,94.000000,809.000000,5.000000,18.000000,1104.000000,602.430000
2010, 總計,3500.000000,3188.000000,78005.000000,45231.000000,1213549920.000000,2399630.000000,16346194178.000000,1214339.000000,36371204832.000000,36197.000000,28931.000000,586044.000000,18835473.000000,44176.000000,37620.000000,759082.000000,144875.000000
2010, 臺灣地區,3500.000000,3188.000000,77923.000000,45202.000000,1213055040.000000,2397644.000000,16332260749.000000,1203760.000000,36329128915.000000,36104.000000,28903.000000,585285.000000,18825296.000000,43849.000000,37331.000000,747975.000000,143135.000000
2010, 新北市,914.000000,774.000000,18221.000000,10827.000000,78780503.000000,409837.000000,1779403359.000000,190472.000000,4031206335.000000,7025.000000,5432.000000,116257.000000,1706793.000000,6803.000000,5538.000000,132452.000000,24629.000000
2010, 臺北市,42.000000,76.000000,1156.000000,611.000000,3109736.000000,30932.000000,304619346.000000,201154.000000,11810841412.000000,9519.000000,9218.000000,158107.000000,9491512.000000,5014.000000,6230.000000,54120.000000,11277.000000
2010, 桃園市,580.000000,391.000000,9721.000000,6107.000000,185992809.000000,455230.000000,2947460442.000000,90564.000000,3334995988.000000,3445.000000,2153.000000,47237.000000,1271025.000000,4213.000000,3816.000000,42843.000000,10882.000000
2010, 臺中市,702.000000,632.000000,15086.000000,9668.000000,216830529.000000,330326.000000,1655245616.000000,155474.000000,3300237053.000000,5283.000000,3134.000000,75605.000000,1330886.000000,5628.000000,3285.000000,93306.000000,15388.000000
2010, 臺南市,269.000000,288.000000,8308.000000,4485.000000,222001797.000000,268538.000000,1874363864.000000,95487.000000,2392352217.000000,1784.000000,1885.000000,28915.000000,744513.000000,4065.000000,3439.000000,55185.000000,9748.000000
2010, 高雄市,278.000000,264.000000,6160.000000,4126.000000,121160797.000000,238195.000000,2735713723.000000,144831.000000,3944483130.000000,3623.000000,2290.000000,73442.000000,1488371.000000,5071.000000,3617.000000,105435.000000,21963.000000
2010, 宜蘭縣,40.000000,65.000000,870.000000,357.000000,7611065.000000,22617.000000,145859618.000000,25033.000000,231021420.000000,299.000000,212.000000,4972.000000,67049.000000,1216.000000,829.000000,21787.000000,4205.000000
2010, 新竹縣,85.000000,112.000000,1543.000000,1048.000000,119880449.000000,136793.000000,940226410.000000,21743.000000,946230236.000000,828.000000,1087.000000,8699.000000,460697.000000,941.000000,590.000000,13241.000000,2310.000000
2010, 苗栗縣,63.000000,68.000000,1595.000000,765.000000,59167941.000000,73349.000000,616453420.000000,23574.000000,613635717.000000,358.000000,268.000000,6133.000000,252537.000000,1104.000000,807.000000,30710.000000,3888.000000
2010, 彰化縣,284.000000,240.000000,7823.000000,4007.000000,26738477.000000,159437.000000,727002650.000000,63945.000000,1204666161.000000,1212.000000,995.000000,22300.000000,365558.000000,1859.000000,1157.000000,31691.000000,6281.000000
