"年度","縣市","都市計畫區計畫人口","都市計畫區現況人口","都市計畫區計畫人口密度","都市計畫區現況人口密度","都市計畫區現況人口密度與該縣市人口密度比","都市計畫區面積","都市計畫公共設施用地計畫面積-道路","都市計畫公共設施用地面積","都市計畫公共設施用地已闢建面積-公園","都市計畫公共設施用地已闢建面積-綠地","都市計畫公共設施用地已闢建面積-廣場","都市計畫公共設施用地已闢建面積-兒童遊樂場","都市計畫公共設施用地已闢建面積-體育場","都市計畫公共設施用地計畫面積-道路占都市計畫土地公共設施用地面積之比率","每萬人公園、綠地、兒童遊樂場、體育場所及廣場面積數"
2011, 新北市,4087546.000000,3790440.000000,3279.890000,3041.490000,1.594009,1246.244700,3604.000000,11122.000000,385.945000,8.951200,17.800000,23.265700,63.300000,32.404244,1.317161
2011, 臺北市,3414000.000000,2650968.000000,12560.720000,9753.390000,1.000000,271.799700,2403.000000,7350.000000,588.529200,67.598500,19.700700,1.508000,23.355900,32.693878,2.643156
2011, 桃園市,1869400.000000,1484756.000000,5761.740000,4576.220000,2.775212,324.450600,2316.000000,5244.000000,189.970000,21.780000,8.140000,22.398200,92.870000,44.164760,2.257328
2011, 臺中市,3000600.000000,2328893.000000,6036.880000,4685.480000,3.895013,497.045000,5020.000000,11443.000000,713.930000,63.368400,18.460000,47.010000,180.785500,43.869615,4.395023
2011, 臺南市,2261900.000000,1592637.000000,4302.580000,3029.510000,3.537443,525.707500,4534.000000,10358.000000,507.350000,94.370000,19.890000,42.680000,81.260000,43.772929,4.681230
2011, 高雄市,3763307.000000,2520708.000000,9019.020000,6041.040000,6.418047,417.263600,5325.000000,14806.000000,1759.670000,236.530000,22.260000,28.340000,103.920000,35.965149,8.532206
2011, 宜蘭縣,438320.000000,299724.000000,5733.180000,3920.360000,18.306456,76.453200,705.000000,1576.000000,25.820000,3.700000,1.920000,3.050000,42.720000,44.733503,2.576037
2011, 新竹縣,423700.000000,290829.000000,7803.910000,5356.630000,14.772369,54.293300,688.000000,1441.000000,62.604100,13.208100,4.320900,10.092900,17.385900,47.744622,3.700178
2011, 苗栗縣,480300.000000,297790.000000,6342.390000,3932.340000,12.736592,75.728500,811.000000,1586.000000,46.650000,14.704000,8.830000,5.370000,31.720000,51.134931,3.602337
2011, 彰化縣,892550.000000,645518.000000,6720.030000,4860.120000,4.007321,132.819300,1291.000000,2999.000000,73.704900,5.220000,11.223900,20.750000,27.517800,43.047683,2.144272
2011, 南投縣,420655.000000,281094.000000,3325.030000,2221.880000,17.452001,126.511500,793.000000,2575.000000,66.211200,22.870000,3.504800,2.128800,14.382200,30.796117,3.881157
2011, 雲林縣,518700.000000,290717.000000,5304.320000,2972.920000,5.378062,97.788200,1076.000000,1992.000000,27.910000,7.200000,3.090000,2.960000,29.020000,54.016064,2.414032
2011, 嘉義縣,558600.000000,220051.000000,3391.860000,1336.170000,4.728343,164.688400,1114.000000,2777.000000,73.380000,79.650000,11.980000,9.200000,20.530000,40.115232,8.849767
2011, 屏東縣,666500.000000,487208.000000,4034.780000,2949.400000,9.469154,165.188800,1185.000000,3570.000000,102.920000,13.250000,20.190000,2.370000,12.590000,33.193277,3.105860
2011, 臺東縣,342600.000000,151987.000000,3901.010000,1730.600000,26.648045,87.823500,616.000000,1767.000000,80.340000,7.230000,9.930000,3.570000,21.560000,34.861347,8.068453
2011, 花蓮縣,542225.000000,250815.000000,4397.280000,2034.030000,27.950158,123.309100,846.000000,2812.000000,268.892800,25.325900,13.150000,58.895900,14.050000,30.085349,15.163152
2011, 澎湖縣,79034.000000,35397.000000,7496.130000,3357.300000,4.383838,10.543300,114.000000,342.000000,23.360000,0.150000,0.110000,1.940000,6.470000,33.333333,9.048789
2011, 基隆市,511900.000000,379927.000000,6849.680000,5083.760000,1.776433,74.733400,344.000000,1928.000000,112.170000,-,-,3.186800,18.904700,17.842324,3.533876
2011, 新竹市,360500.000000,344008.000000,8029.240000,7661.920000,1.899786,44.898400,497.000000,1329.000000,104.080000,0.014800,2.116900,4.700000,7.470000,37.396539,3.441248
2011, 嘉義市,373100.000000,271526.000000,6836.230000,4975.110000,1.099835,54.576900,608.000000,1484.000000,50.150000,0.440000,1.800000,1.000000,33.540000,40.970350,3.201535
2011, 金門縣,83000.000000,104538.000000,534.200000,672.820000,0.982226,155.373900,461.000000,2134.000000,63.090000,2.640000,1.160000,0.360000,12.860000,21.602624,7.663242
2011, 連江縣,11550.000000,10014.000000,362.120000,313.960000,0.894732,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.347314
2012, 總計,25241811.000000,18778417.000000,5303.040000,3945.150000,6.123999,4759.874500,34618.000000,91655.000000,5819.141800,684.030500,206.656500,286.868400,839.000500,37.769898,4.172715
2012, 臺灣地區,25147261.000000,18655292.000000,5499.550000,4079.800000,6.334733,4572.605200,34080.000000,89013.000000,5743.881800,681.390500,203.316500,286.508400,817.110500,38.286542,4.144780
2012, 新北市,4129146.000000,3676234.000000,3313.210000,2949.800000,1.536985,1246.267400,3752.000000,11371.000000,662.625800,7.071200,19.284600,19.791300,59.960000,32.996218,2.091088
2012, 臺北市,3414000.000000,2673226.000000,12560.720000,9835.280000,1.000000,271.799700,2403.000000,7351.000000,591.995600,66.826300,19.477500,1.508000,23.346500,32.689430,2.630357
2012, 桃園市,1850400.000000,1516385.000000,5704.550000,4674.830000,2.811475,324.372500,2317.000000,5247.000000,199.180000,22.320000,8.149000,22.565000,92.870000,44.158567,2.275702
2012, 臺中市,3000600.000000,2346638.000000,6036.880000,4721.180000,3.894726,497.045000,5020.000000,11443.000000,713.930000,63.368400,18.460000,47.010000,180.785500,43.869615,4.361789
2012, 臺南市,2261900.000000,1589403.000000,4314.280000,3031.580000,3.531045,524.282000,4488.000000,10307.000000,530.560000,94.380000,20.610000,42.680000,77.290000,43.543223,4.816400
2012, 高雄市,3835907.000000,2472172.000000,9164.160000,5906.130000,6.265255,418.577200,5318.000000,15007.000000,1813.700000,237.160000,23.440000,28.600000,103.920000,35.436796,8.926644
2012, 宜蘭縣,435620.000000,306542.000000,5686.200000,4001.330000,18.703550,76.610000,713.000000,1553.000000,34.060000,3.700000,2.410000,3.050000,42.720000,45.911140,2.803531
2012, 新竹縣,423700.000000,297088.000000,7803.910000,5471.910000,14.907360,54.293300,688.000000,1441.000000,62.604100,13.208100,4.320900,11.358700,17.385900,47.744622,3.664830
2012, 苗栗縣,530200.000000,363090.000000,6859.200000,4697.300000,15.161221,77.297600,831.000000,1642.000000,43.730000,16.890000,8.790000,5.370000,31.720000,50.609013,2.933157
2012, 彰化縣,889550.000000,727691.000000,6690.180000,5472.870000,4.523557,132.963400,1303.000000,3030.000000,76.480000,5.220000,10.240000,21.450000,21.890000,43.003300,1.859031
2012, 南投縣,423179.000000,283852.000000,3346.200000,2244.500000,17.718146,126.465400,796.000000,2570.000000,67.861200,22.870000,3.504800,2.058800,14.382200,30.972763,3.899109
2012, 雲林縣,518700.000000,288295.000000,5303.720000,2947.820000,5.351890,97.799300,1077.000000,1993.000000,28.030000,7.100000,3.090000,1.860000,29.020000,54.039137,2.396850
2012, 嘉義縣,558600.000000,218271.000000,3418.900000,1335.920000,4.764857,163.385800,1136.000000,2760.000000,150.922400,74.651700,14.372800,3.476600,20.765700,41.159420,12.103724
2012, 屏東縣,666500.000000,484738.000000,4035.040000,2934.640000,9.488571,165.178200,1185.000000,3569.000000,103.970000,13.250000,20.190000,2.530000,12.590000,33.202578,3.146648
2012, 臺東縣,342500.000000,134024.000000,3899.870000,1526.060000,23.710240,87.823500,616.000000,1767.000000,103.052700,7.160000,11.100000,4.900000,8.060000,34.861347,10.018556
2012, 花蓮縣,542225.000000,245527.000000,4401.540000,1993.080000,27.522005,123.189900,847.000000,2812.000000,269.270000,25.610000,11.850000,58.170000,14.050000,30.120910,15.434148
2012, 澎湖縣,79034.000000,35195.000000,7507.710000,3343.300000,4.291105,10.527000,114.000000,348.000000,23.360000,0.150000,0.110000,1.940000,6.470000,32.758621,9.100725
2012, 基隆市,511900.000000,377153.000000,6849.670000,5046.640000,1.776431,74.733500,344.000000,1936.000000,114.320000,-,-,2.490000,18.904700,17.768595,3.598399
2012, 新竹市,360500.000000,348548.000000,7937.480000,7674.320000,1.880394,45.417400,524.000000,1382.000000,104.080000,0.014800,2.116900,4.700000,7.440000,37.916064,3.395564
2012, 嘉義市,373100.000000,271220.000000,6836.230000,4969.500000,1.099835,54.576900,608.000000,1484.000000,50.150000,0.440000,1.800000,1.000000,33.540000,40.970350,3.205147
2012, 金門縣,83000.000000,113111.000000,534.200000,727.990000,0.976071,155.373900,461.000000,2134.000000,63.090000,2.640000,1.160000,0.360000,12.860000,21.602624,7.082423
2012, 連江縣,11550.000000,10014.000000,362.120000,313.960000,0.799483,31.895400,78.000000,509.000000,12.170000,-,2.180000,-,9.030000,15.324165,23.347314
2013, 總計,25181557.000000,18785180.000000,5283.060000,3941.110000,6.102622,4766.473800,35653.000000,91848.000000,5983.062200,702.988400,216.090400,312.044100,790.532300,38.817394,4.261187
2013, 臺灣地區,25088057.000000,18654158.000000,5478.740000,4073.700000,6.311875,4579.163500,35115.000000,89565.000000,5907.802200,700.348400,210.570400,311.684100,768.642300,39.206163,4.234470
2013, 新北市,4129146.000000,3744839.000000,3313.210000,3004.840000,1.559482,1246.267400,3752.000000,11371.000000,682.075800,21.031200,17.414600,22.101300,59.960000,32.996218,2.143171
2013, 臺北市,3414000.000000,2686516.000000,12560.720000,9884.180000,1.000000,271.799700,2403.000000,7349.000000,594.221500,66.597500,19.477500,1.508000,28.473400,32.698326,2.643863
2013, 桃園市,1850400.000000,1521533.000000,5716.670000,4700.660000,2.807842,323.684800,2338.000000,5265.000000,198.270000,22.320000,8.249000,23.355000,92.890000,44.406458,2.268002
2013, 臺中市,2997600.000000,2311972.000000,5960.980000,4597.550000,3.769199,502.870500,5919.000000,12025.000000,723.590000,57.600000,22.570000,65.080000,118.400000,49.222453,4.270121
2013, 臺南市,2265200.000000,1598807.000000,4319.380000,3048.670000,3.548003,524.427600,4411.000000,10325.000000,559.081000,101.775000,22.792000,43.420000,77.330000,42.721550,5.031239
2013, 高雄市,3802107.000000,2480663.000000,9083.290000,5926.340000,6.283935,418.582800,5328.000000,14988.000000,1902.730000,237.830000,23.710000,29.780000,103.920000,35.548439,9.263532
2013, 宜蘭縣,408620.000000,301165.000000,5336.850000,3933.420000,18.391681,76.565700,714.000000,1564.000000,34.060000,3.700000,2.410000,3.050000,42.720000,45.652174,2.853585
2013, 新竹縣,423700.000000,295251.000000,7803.910000,5438.070000,14.633848,54.293300,688.000000,1434.000000,61.124100,13.208100,4.320900,13.058700,20.415900,47.977685,3.797708
2013, 苗栗縣,530200.000000,364592.000000,6852.950000,4712.430000,15.167627,77.368100,811.000000,1632.000000,47.539800,19.830100,10.165500,5.374500,31.720000,49.693627,3.144060
2013, 彰化縣,889550.000000,725281.000000,6701.170000,5463.700000,4.529412,132.745400,1291.000000,3041.000000,80.261000,5.220000,12.292600,21.450000,27.560000,42.453140,2.023817
2013, 南投縣,425655.000000,283299.000000,3364.220000,2239.090000,17.777071,126.524000,807.000000,2589.000000,82.213900,22.870000,2.118600,2.060000,14.417300,31.170336,4.365698
2013, 雲林縣,518700.000000,287349.000000,5303.720000,2938.150000,5.358438,97.799300,1061.000000,1963.000000,28.030000,7.100000,3.090000,1.860000,29.020000,54.049924,2.404741
2013, 嘉義縣,558600.000000,220689.000000,3418.900000,1350.720000,4.858552,163.385800,1136.000000,2760.000000,150.922400,74.651700,14.372800,3.476600,20.765700,41.159420,11.971109
2013, 屏東縣,666500.000000,428381.000000,4035.230000,2593.570000,8.446364,165.170300,1185.000000,3569.000000,103.970000,13.250000,20.190000,2.730000,12.590000,33.202578,3.565284
2013, 臺東縣,341320.000000,141167.000000,3796.240000,1570.090000,24.549624,89.910000,649.000000,1779.000000,98.532700,7.150000,11.520000,5.080000,8.060000,36.481169,9.233227
2013, 花蓮縣,542225.000000,246101.000000,4401.540000,1997.740000,27.693173,123.189900,847.000000,2812.000000,269.270000,25.610000,11.850000,58.170000,14.050000,30.120910,15.398150
2013, 澎湖縣,79034.000000,35012.000000,7507.740000,3325.920000,4.202593,10.527000,114.000000,348.000000,23.360000,0.150000,0.110000,1.940000,6.470000,32.758621,9.148292
2013, 基隆市,511900.000000,374914.000000,6912.190000,5062.470000,1.792646,74.057500,528.000000,1885.000000,114.320000,-,-,2.490000,18.900000,28.010610,3.619763
2013, 新竹市,360500.000000,335755.000000,7937.480000,7392.650000,1.796953,45.417400,524.000000,1382.000000,104.080000,0.014800,2.116900,4.700000,7.440000,37.916064,3.524942
2013, 嘉義市,373100.000000,270872.000000,6836.230000,4963.130000,1.099835,54.576900,608.000000,1484.000000,50.150000,0.440000,1.800000,1.000000,33.540000,40.970350,3.209265
2013, 金門縣,83000.000000,120037.000000,534.210000,772.590000,0.970630,155.370000,461.000000,1746.000000,63.090000,2.640000,1.160000,0.360000,12.860000,26.403207,6.673776
2013, 連江縣,10500.000000,10985.000000,328.740000,343.920000,0.814219,31.940300,77.000000,537.000000,12.170000,-,4.360000,-,9.030000,14.338920,23.268093
2014, 總計,25129777.000000,18705957.000000,5218.590000,3884.580000,5.999638,4815.433900,35887.000000,93542.000000,6085.301200,715.249100,206.275900,298.598800,802.272900,38.364585,4.334287
2014, 臺灣地區,25036277.000000,18574935.000000,5409.600000,4013.490000,6.204462,4628.123400,35349.000000,91259.000000,6010.041200,712.609100,200.755900,298.238800,780.382900,38.734810,4.307971
2014, 新北市,4129146.000000,3722106.000000,3311.150000,2984.740000,1.544407,1247.044500,3795.000000,11385.000000,690.195800,21.031200,18.394600,22.101300,59.960000,33.333333,2.180709
2014, 臺北市,3414000.000000,2702315.000000,12560.720000,9942.300000,1.000000,271.799700,2402.000000,7342.000000,598.729000,68.023000,19.636300,1.508000,28.348100,32.715881,2.650484
2014, 桃園市,1850400.000000,1530256.000000,5716.170000,4727.190000,2.804065,323.713500,2337.000000,5246.000000,198.683800,22.320000,8.249000,23.915000,92.890000,44.548227,2.261437
2014, 臺中市,2936600.000000,2270098.000000,5467.490000,4226.570000,3.441903,537.102200,6217.000000,13595.000000,720.241300,57.540300,22.363400,65.079200,118.395900,45.730048,4.332941
2014, 臺南市,2265200.000000,1601537.000000,4313.560000,3049.760000,3.547247,525.135000,4368.000000,10399.000000,579.060000,105.220000,22.160000,41.160000,73.530000,42.004039,5.127137
2014, 高雄市,3806727.000000,2504338.000000,9124.690000,6002.880000,6.367120,417.189600,5344.000000,14927.000000,1971.470000,246.540000,23.540000,26.930000,103.920000,35.800898,9.473162
2014, 宜蘭縣,408620.000000,297312.000000,5336.850000,3883.090000,18.143656,76.565800,713.000000,1568.000000,34.060000,3.700000,2.410000,3.050000,42.720000,45.471939,2.890566
2014, 新竹縣,423700.000000,284826.000000,7803.910000,5246.060000,13.929555,54.293300,678.000000,1440.000000,61.184100,13.208100,4.320900,13.058700,20.415900,47.083333,3.938815
2014, 苗栗縣,530200.000000,372153.000000,6855.610000,4812.030000,15.445088,77.338100,781.000000,1634.000000,47.550000,19.840000,10.170000,5.370000,31.720000,47.796818,3.080722
2014, 彰化縣,889550.000000,645067.000000,6701.110000,4859.390000,4.042594,132.746600,1295.000000,3044.000000,79.331000,5.200000,9.749500,21.130000,27.560000,42.542707,2.216367
2014, 南投縣,425655.000000,282672.000000,3364.220000,2234.130000,17.837955,126.524200,808.000000,2593.000000,82.213900,22.870000,2.118600,2.060000,14.417300,31.160818,4.375382
2014, 雲林縣,518700.000000,309669.000000,5303.720000,3166.370000,5.794601,97.799300,1061.000000,1963.000000,41.330000,14.640000,3.090000,1.860000,38.730000,54.049924,3.217952
2014, 嘉義縣,558600.000000,217197.000000,3082.590000,1198.580000,4.347831,181.211400,1141.000000,2944.000000,156.269600,71.311700,11.826700,3.496600,20.765700,38.756793,12.139684
2014, 屏東縣,666500.000000,432895.000000,4035.230000,2620.900000,8.579346,165.170300,1185.000000,3569.000000,103.970000,13.250000,20.190000,2.730000,12.590000,33.202578,3.528107
2014, 臺東縣,340920.000000,140694.000000,3988.750000,1646.110000,25.778525,85.470400,590.000000,1625.000000,82.402700,1.700000,6.660000,4.170000,14.020000,36.307692,7.743948
2014, 花蓮縣,542225.000000,230607.000000,4393.280000,1868.450000,25.940208,123.421500,847.000000,2806.000000,269.770000,25.610000,11.850000,50.490000,14.050000,30.185317,16.121367
2014, 澎湖縣,79034.000000,35387.000000,7456.630000,3338.660000,4.162371,10.599200,114.000000,343.000000,23.360000,0.150000,0.110000,1.940000,6.470000,33.236152,9.051347
2014, 基隆市,511900.000000,373077.000000,6912.200000,5037.670000,1.792646,74.057500,527.000000,1929.000000,114.360000,-,-,2.490000,18.900000,27.319855,3.638659
2014, 新竹市,365500.000000,351846.000000,7883.190000,7588.700000,1.829639,46.364500,538.000000,1422.000000,105.710000,0.014800,2.116900,4.700000,7.440000,37.834037,3.410063
2014, 嘉義市,373100.000000,270883.000000,6836.230000,4963.330000,1.099835,54.576900,608.000000,1484.000000,50.150000,0.440000,1.800000,1.000000,33.540000,40.970350,3.209135
2014, 金門縣,83000.000000,120037.000000,534.210000,772.590000,0.917357,155.370100,461.000000,1746.000000,63.090000,2.640000,1.160000,0.360000,12.860000,26.403207,6.673776
2014, 連江縣,10500.000000,10985.000000,328.740000,343.920000,0.792018,31.940300,77.000000,537.000000,12.170000,-,4.360000,-,9.030000,14.338920,23.268093
