"年度","縣市","都市計畫區計畫人口","都市計畫區現況人口","都市計畫區計畫人口密度","都市計畫區現況人口密度","都市計畫區現況人口密度與該縣市人口密度比","都市計畫區面積","都市計畫公共設施用地計畫面積-道路","都市計畫公共設施用地面積","都市計畫公共設施用地已闢建面積-公園","都市計畫公共設施用地已闢建面積-綠地","都市計畫公共設施用地已闢建面積-廣場","都市計畫公共設施用地已闢建面積-兒童遊樂場","都市計畫公共設施用地已闢建面積-體育場","都市計畫公共設施用地計畫面積-道路占都市計畫土地公共設施用地面積之比率","每萬人公園、綠地、兒童遊樂場、體育場所及廣場面積數"
2001, 彰化縣,899650.000000,681451.000000,7046.530000,5337.480000,4.364230,127.672700,1157.000000,2626.000000,29.360000,4.150000,5.930000,13.130000,27.190000,44.059406,1.170444
2001, 南投縣,404555.000000,280177.000000,3141.390000,2175.590000,16.488758,128.782300,697.000000,1922.000000,50.120000,37.310000,2.670000,1.850000,11.390000,36.264308,3.688383
2001, 雲林縣,472700.000000,283613.000000,5051.220000,3030.660000,5.261265,93.581400,861.000000,1687.000000,24.600000,4.110000,2.160000,3.050000,29.340000,51.037344,2.230504
2001, 嘉義縣,553600.000000,226211.000000,3359.860000,1372.900000,4.634302,164.768900,1050.000000,2675.000000,341.660000,98.640000,12.140000,22.630000,28.980000,39.252336,22.282294
2001, 屏東縣,664500.000000,455012.000000,3972.050000,2719.840000,8.301602,167.293900,1159.000000,3487.000000,38.420000,6.830000,3.640000,2.210000,9.290000,33.237740,1.327218
2001, 臺東縣,336569.000000,131881.000000,3830.420000,1500.910000,21.569136,87.867500,584.000000,1631.000000,78.990000,7.240000,9.930000,3.590000,8.060000,35.806254,8.174794
2001, 花蓮縣,539600.000000,251493.000000,4370.750000,2037.090000,26.699969,123.457200,848.000000,2805.000000,190.000000,17.000000,9.000000,16.000000,2.000000,30.231729,9.304434
2001, 澎湖縣,75434.000000,33615.000000,7126.370000,3175.660000,4.366382,10.585200,109.000000,316.000000,31.090000,1.000000,7.540000,0.650000,6.640000,34.493671,13.958054
2001, 基隆市,511900.000000,388302.000000,7162.680000,5433.250000,1.844949,71.467700,328.000000,1790.000000,-,-,-,-,-,18.324022,-
2001, 新竹市,463500.000000,294352.000000,9997.840000,6349.270000,1.770541,46.360000,488.000000,1375.000000,98.780000,-,-,2.110000,7.470000,35.490909,3.681307
2001, 嘉義市,358800.000000,261025.000000,6820.440000,4961.830000,1.111360,52.606600,554.000000,1472.000000,32.320000,0.440000,1.800000,0.440000,20.800000,37.635870,2.137726
2001, 金門縣,83000.000000,56958.000000,556.670000,382.010000,1.026526,149.101000,427.000000,2059.000000,67.250000,0.540000,2.300000,0.060000,10.470000,20.738222,14.154289
2001, 連江縣,7770.000000,8851.000000,264.960000,301.820000,0.982090,29.325200,77.000000,476.000000,10.820000,-,2.320000,-,5.530000,16.176471,21.093662
2002, 總計,24914459.000000,17661073.000000,5317.250000,3769.230000,6.056680,4685.587900,31913.000000,85021.000000,2827.630000,402.470000,131.080000,144.810000,624.110000,37.535432,2.338533
2002, 臺灣地區,24823689.000000,17593755.000000,5507.620000,3903.510000,6.259749,4507.157400,31408.000000,82485.000000,2765.040000,399.830000,130.470000,144.810000,613.640000,38.077226,2.304107
2002, 新北市,3718946.000000,3371100.000000,3075.440000,2787.780000,1.571384,1209.240200,3098.000000,11114.000000,317.040000,51.810000,13.740000,6.380000,56.830000,27.874753,1.322417
2002, 臺北市,3399000.000000,2641856.000000,12505.530000,9719.860000,1.000000,271.799700,2097.000000,7394.000000,596.300000,-,15.600000,-,32.520000,28.360833,2.439270
2002, 桃園市,1786370.000000,1298260.000000,5541.300000,4027.180000,2.742943,322.374100,2281.000000,5162.000000,120.370000,4.840000,4.990000,11.860000,88.240000,44.188299,1.773913
2002, 臺中市,3030900.000000,2117976.000000,6079.160000,4248.090000,3.750883,498.571900,4667.000000,9672.000000,282.550000,27.590000,1.970000,26.630000,30.720000,48.252688,1.744401
2002, 臺南市,2247300.000000,1504035.000000,4329.440000,2897.530000,3.427708,519.074000,4559.000000,10225.000000,168.620000,8.220000,8.170000,16.430000,78.640000,44.586797,1.862191
2002, 高雄市,4008230.000000,2458699.000000,9689.940000,5943.930000,6.384620,413.648700,4933.000000,12882.000000,560.510000,204.150000,14.860000,31.600000,43.630000,38.293743,3.476432
2002, 宜蘭縣,451835.000000,288502.000000,5917.700000,3778.520000,17.452285,76.353200,632.000000,1486.000000,25.820000,2.150000,1.780000,2.460000,42.750000,42.530283,2.598249
2002, 新竹縣,401700.000000,272083.000000,7813.530000,5292.330000,16.690185,51.410800,546.000000,1254.000000,17.660000,4.410000,5.180000,4.760000,57.360000,43.540670,3.284659
2002, 苗栗縣,471000.000000,285105.000000,6698.440000,4054.690000,13.162013,70.314900,722.000000,1386.000000,12.380000,0.050000,3.860000,1.220000,16.910000,52.092352,1.207275
2002, 彰化縣,912150.000000,705299.000000,7147.390000,5526.560000,4.511323,127.620000,1163.000000,2665.000000,31.220000,4.040000,5.860000,12.590000,27.190000,43.639775,1.147031
2002, 南投縣,419655.000000,280177.000000,3258.640000,2175.590000,16.504781,128.782300,699.000000,1924.000000,50.120000,37.310000,2.670000,1.850000,11.390000,36.330561,3.688383
2002, 雲林縣,472700.000000,283604.000000,5051.220000,3030.560000,5.266516,93.581400,861.000000,1687.000000,24.600000,4.110000,2.100000,2.570000,29.340000,51.037344,2.211534
2002, 嘉義縣,553600.000000,240456.000000,3358.610000,1458.810000,4.932810,164.830000,1077.000000,2716.000000,90.180000,20.890000,10.060000,14.730000,21.870000,39.653903,6.559620
2002, 屏東縣,664500.000000,455012.000000,3972.050000,2719.840000,8.330789,167.293900,1159.000000,3487.000000,102.240000,9.590000,19.360000,2.360000,10.890000,33.237740,3.174422
2002, 臺東縣,336569.000000,130378.000000,3833.990000,1485.190000,21.399816,87.785600,586.000000,1637.000000,78.990000,7.230000,9.930000,3.570000,8.060000,35.797190,8.266732
2002, 花蓮縣,539600.000000,268930.000000,4370.750000,2178.330000,28.631043,123.457200,848.000000,2805.000000,7.000000,12.000000,1.000000,2.000000,-,30.231729,0.818057
2002, 澎湖縣,75434.000000,33615.000000,7126.370000,3175.660000,4.357974,10.585200,109.000000,316.000000,31.090000,1.000000,7.540000,0.650000,6.640000,34.493671,13.958054
2002, 基隆市,511900.000000,391450.000000,7162.680000,5477.300000,1.857607,71.467700,330.000000,1820.000000,112.170000,-,-,0.150000,22.390000,18.131868,3.441308
2002, 新竹市,463500.000000,299311.000000,9997.840000,6456.230000,1.774224,46.360000,488.000000,1381.000000,103.860000,-,-,2.560000,7.470000,35.336713,3.805072
2002, 嘉義市,358800.000000,267907.000000,6820.440000,5092.650000,1.141028,52.606600,554.000000,1472.000000,32.320000,0.440000,1.800000,0.440000,20.800000,37.635870,2.082812
2002, 金門縣,83000.000000,58555.000000,556.650000,392.710000,1.019912,149.105300,427.000000,2060.000000,62.590000,2.640000,0.610000,-,10.470000,20.728155,13.032192
2002, 連江縣,7770.000000,8763.000000,264.960000,298.820000,0.982090,29.325200,77.000000,476.000000,-,-,-,-,-,16.176471,-
2003, 總計,24726992.000000,17641680.000000,5277.950000,3765.600000,6.028419,4684.957300,32250.000000,86210.000000,2944.640000,483.300000,155.150000,180.340000,675.820000,37.408653,2.516342
2003, 臺灣地區,24636222.000000,17571891.000000,5469.910000,3901.440000,6.233740,4503.953200,31745.000000,83651.000000,2882.050000,480.660000,154.180000,180.340000,660.550000,37.949337,2.479972
2003, 新北市,3718946.000000,3425892.000000,3074.840000,2832.540000,1.581378,1209.475000,3101.000000,10842.000000,309.430000,50.060000,12.490000,8.980000,56.830000,28.601734,1.277886
2003, 臺北市,3399000.000000,2627138.000000,12505.530000,9665.710000,1.000000,271.799700,2096.000000,7375.000000,525.660000,74.360000,15.720000,1.500000,62.080000,28.420339,2.585780
2003, 桃園市,1786370.000000,1298260.000000,5538.250000,4024.970000,2.697092,322.551400,2284.000000,5186.000000,130.840000,5.110000,3.680000,14.920000,88.240000,44.041651,1.870118
2003, 臺中市,2891533.000000,2043290.000000,5865.550000,4144.870000,3.628977,492.968800,4929.000000,10987.000000,402.810000,41.780000,9.870000,34.800000,72.110000,44.862110,2.747383
2003, 臺南市,2247300.000000,1487684.000000,4329.440000,2866.030000,3.383510,519.074000,4597.000000,10381.000000,194.520000,9.070000,8.380000,18.060000,78.640000,44.282824,2.074836
2003, 高雄市,3996730.000000,2445047.000000,9662.140000,5910.930000,6.340122,413.648700,4927.000000,12943.000000,579.170000,207.550000,14.860000,31.910000,44.280000,38.066909,3.589992
2003, 宜蘭縣,449835.000000,291400.000000,5884.250000,3811.780000,17.637133,76.447300,644.000000,1506.000000,25.820000,2.150000,1.780000,2.730000,42.750000,42.762284,2.581675
2003, 新竹縣,366200.000000,272325.000000,6828.140000,5077.750000,15.783085,53.631000,565.000000,1265.000000,33.520000,7.430000,4.910000,16.970000,29.730000,44.664032,3.398880
2003, 苗栗縣,471000.000000,319153.000000,6742.840000,4569.000000,14.827894,69.851900,726.000000,1378.000000,9.680000,1.850000,2.450000,1.220000,16.910000,52.685051,1.006101
2003, 彰化縣,912150.000000,705299.000000,7150.200000,5528.730000,4.512190,127.569900,1172.000000,2675.000000,44.290000,4.660000,6.580000,20.160000,27.190000,43.813084,1.458672
2003, 南投縣,414555.000000,286485.000000,3219.500000,2224.890000,16.906754,128.763800,651.000000,1674.000000,34.520000,22.840000,3.320000,1.720000,15.800000,38.888889,2.729637
2003, 雲林縣,472700.000000,283599.000000,5051.220000,3030.510000,5.282753,93.581400,878.000000,1704.000000,24.600000,4.110000,2.100000,2.300000,29.340000,51.525822,2.202053
2003, 嘉義縣,553600.000000,226494.000000,3352.200000,1371.480000,4.653930,165.145500,1083.000000,2727.000000,95.410000,19.490000,11.160000,13.210000,20.530000,39.713971,7.055375
2003, 屏東縣,664500.000000,458279.000000,3975.960000,2742.060000,8.421223,167.129400,1164.000000,3558.000000,102.230000,9.590000,42.770000,1.520000,10.950000,32.715008,3.645378
2003, 臺東縣,336569.000000,131122.000000,3827.000000,1490.940000,21.582026,87.946000,594.000000,1655.000000,80.010000,7.230000,9.930000,3.570000,8.060000,35.891239,8.297616
2003, 花蓮縣,539600.000000,268930.000000,4370.750000,2178.330000,28.713231,123.457200,848.000000,2805.000000,7.000000,12.000000,1.000000,2.000000,-,30.231729,0.818057
2003, 澎湖縣,81434.000000,33858.000000,7771.980000,3231.370000,4.443706,10.477900,111.000000,328.000000,44.030000,0.940000,1.380000,1.620000,6.450000,33.841463,16.073011
2003, 基隆市,511900.000000,392242.000000,7162.680000,5488.380000,1.857607,71.467700,330.000000,1808.000000,112.170000,-,-,0.150000,22.390000,18.252212,3.434359
2003, 新竹市,463500.000000,305800.000000,9997.840000,6596.200000,1.793279,46.360000,489.000000,1381.000000,94.020000,-,-,2.560000,7.470000,35.409124,3.402551
2003, 嘉義市,358800.000000,269594.000000,6820.440000,5124.720000,1.141028,52.606600,554.000000,1472.000000,32.320000,0.440000,1.800000,0.440000,20.800000,37.635870,2.069779
2003, 金門縣,83000.000000,60983.000000,556.640000,408.980000,1.026473,149.108700,427.000000,2059.000000,62.590000,2.640000,0.750000,-,10.470000,20.738222,12.536281
2003, 連江縣,7770.000000,8806.000000,243.610000,276.090000,0.902952,31.895400,78.000000,500.000000,-,-,0.220000,-,4.800000,15.600000,5.700659
2004, 總計,25266820.000000,17746845.000000,5380.260000,3778.970000,6.027273,4696.210900,32222.000000,86459.000000,3122.280000,543.050000,146.750000,181.670000,711.700000,37.268532,2.651429
2004, 臺灣地區,25176050.000000,17673030.000000,5575.830000,3914.110000,6.231717,4515.209200,31717.000000,83899.000000,3059.690000,540.410000,145.780000,181.670000,696.430000,37.803788,2.616405
2004, 新北市,3967946.000000,3460463.000000,3279.640000,2860.190000,1.583219,1209.871000,3322.000000,10971.000000,333.810000,51.610000,11.510000,7.500000,56.830000,30.279829,1.332943
2004, 臺北市,3414000.000000,2622472.000000,12560.720000,9648.550000,1.000000,271.799700,2085.000000,7365.000000,544.220000,71.280000,17.500000,1.500000,62.080000,28.309572,2.656196
2004, 桃園市,1855293.000000,1305644.000000,5745.790000,4043.540000,2.664274,322.896200,2263.000000,5203.000000,154.590000,5.490000,3.680000,15.220000,88.240000,43.494138,2.046653
2004, 臺中市,2921722.000000,2102673.000000,5902.280000,4247.690000,3.691901,495.015900,4583.000000,10734.000000,427.280000,44.490000,9.800000,36.830000,74.720000,42.696106,2.820790
2004, 臺南市,2283300.000000,1480540.000000,4369.110000,2833.020000,3.337110,522.601300,4620.000000,10371.000000,254.760000,8.230000,8.380000,17.620000,78.640000,44.547295,2.483080
2004, 高雄市,4065730.000000,2451722.000000,9829.360000,5927.320000,6.346651,413.631000,4806.000000,12840.000000,587.230000,208.690000,15.610000,32.320000,47.320000,37.429907,3.634874
2004, 宜蘭縣,437835.000000,293491.000000,5732.300000,3842.500000,17.817695,76.380300,636.000000,1537.000000,25.820000,2.150000,1.800000,2.730000,42.750000,41.379310,2.563963
2004, 新竹縣,366200.000000,282449.000000,6828.140000,5266.520000,16.090999,53.631000,565.000000,1265.000000,33.520000,8.580000,5.000000,17.150000,29.730000,44.664032,3.327326
2004, 苗栗縣,471000.000000,316777.000000,6742.840000,4534.980000,14.724330,69.851900,726.000000,1382.000000,10.810000,0.120000,3.460000,1.020000,16.910000,52.532562,1.020276
2004, 彰化縣,912150.000000,714535.000000,7132.520000,5587.280000,4.558874,127.886000,1248.000000,2728.000000,54.640000,5.260000,12.320000,21.160000,27.650000,45.747801,1.693829
2004, 南投縣,414555.000000,286485.000000,3165.820000,2187.790000,16.686139,130.947000,664.000000,1695.000000,34.520000,22.840000,3.320000,1.870000,15.800000,39.174041,2.734873
2004, 雲林縣,519700.000000,284545.000000,5313.860000,2909.430000,5.097371,97.800800,975.000000,1941.000000,24.680000,6.860000,2.100000,2.300000,29.020000,50.231839,2.282943
2004, 嘉義縣,553600.000000,217562.000000,3354.210000,1318.190000,4.493185,165.046300,1089.000000,2747.000000,89.190000,74.550000,11.400000,13.210000,20.530000,39.643247,9.600941
2004, 屏東縣,665500.000000,458340.000000,4029.350000,2775.080000,8.556446,165.163000,1157.000000,3537.000000,105.720000,9.650000,19.680000,1.550000,41.040000,32.711337,3.875725
2004, 臺東縣,328019.000000,129589.000000,3731.050000,1474.010000,21.556144,87.916000,602.000000,1678.000000,80.010000,7.230000,9.930000,3.570000,8.060000,35.876043,8.395774
2004, 花蓮縣,539600.000000,256426.000000,4375.990000,2079.540000,27.567863,123.309100,840.000000,2798.000000,7.000000,12.000000,5.000000,2.000000,-,30.021444,1.013938
