"年度","縣市","老人長期照顧、安養機構數","老人長期照顧、安養機構工作人員數","老人長期照顧、安養機構可供進住人數","老人長期照顧、安養機構實際進住人數","每萬老人長期照顧、安養機構數","老人長期照顧、安養機構每位工作人員服務老人數","老人長期照顧、安養機構可供進住人數占老年人口比率","老人長期照顧、安養機構實際進住人數占老年人口比率","參與長青學苑人次","55歲以上每百人參與長青學苑人次","中低收入老人生活津貼核定人數","中低收入老人生活津貼核發金額","老年農民福利津貼核付人數","老年農民福利津貼核付金額","老年基本保證年金核付人數","老年基本保證年金核付金額","中低收入老人生活津貼與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼與老年農民福利津貼核付金額占總決算歲出比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付人數占老年人口比率","中低收入老人生活津貼、老年基本保證年金與老年農民福利津貼核付金額占總決算歲出比率"
2011, 新竹市,11.000000,160.000000,364.000000,298.000000,2.773785,1.860000,91.790000,75.144363,8089.000000,10.074541,1169.000000,71211000.000000,3608.000000,266183084.000000,16481.000000,589522236.000000,12.045793,2.178058,53.604660,5.983738
2011, 嘉義市,13.000000,317.000000,671.000000,552.000000,4.285620,1.740000,221.200000,181.974023,3707.000000,6.116052,2121.000000,138345000.000000,3661.000000,264006000.000000,12719.000000,451934230.000000,19.061120,3.581254,60.990967,7.603840
2011, 金門縣,1.000000,61.000000,120.000000,120.000000,0.807559,1.970000,96.910000,96.907050,30.000000,0.124867,70.000000,4956000.000000,3713.000000,269844000.000000,2323.000000,81459000.000000,30.549948,2.266914,49.309537,2.938896
2011, 連江縣,1.000000,13.000000,34.000000,9.000000,10.245902,0.690000,348.360000,92.213115,-,-,8.000000,534000.000000,104.000000,7344000.000000,615.000000,22008000.000000,11.475410,0.232335,74.487705,0.881387
2012, 總計,1035.000000,21506.000000,56910.000000,42808.000000,3.980537,1.990000,218.870000,164.636529,151851.000000,2.803595,120968.000000,9239675567.000000,674870.000000,56360067479.000000,793052.000000,33622881587.000000,30.607364,6.576972,61.107581,9.947973
2012, 臺灣地區,1009.000000,19655.000000,51073.000000,38390.000000,3.901492,1.950000,197.480000,148.442303,151851.000000,2.818635,120894.000000,9233323267.000000,671090.000000,56044950479.000000,790227.000000,33503930087.000000,30.623581,6.635170,61.179225,10.040657
2012, 新北市,191.000000,3488.000000,9088.000000,6588.000000,5.404702,1.890000,257.160000,186.419767,23507.000000,2.789672,9247.000000,736560192.000000,25723.000000,2156563005.000000,147068.000000,6236054968.000000,9.895415,1.930467,51.511053,6.091540
2012, 臺北市,121.000000,2814.000000,5911.000000,5039.000000,3.470469,1.790000,169.540000,144.526410,12667.000000,1.771960,11090.000000,854868192.000000,5074.000000,425289000.000000,123087.000000,5219263860.000000,4.636088,0.727051,39.939367,3.691275
2012, 桃園市,55.000000,991.000000,2704.000000,1924.000000,3.156095,1.940000,155.170000,110.405931,4450.000000,1.154106,6447.000000,471272400.000000,33078.000000,2775051000.000000,51634.000000,2186265641.000000,22.680844,5.588089,52.310261,9.351437
2012, 臺中市,62.000000,1320.000000,3445.000000,2840.000000,2.549374,2.150000,141.650000,116.777756,22952.000000,4.268071,11236.000000,802603500.000000,52277.000000,4362015000.000000,78255.000000,3323079102.000000,26.115865,5.170649,58.293482,8.497609
2012, 臺南市,110.000000,1899.000000,4989.000000,3876.000000,4.934284,2.040000,223.790000,173.866236,6396.000000,1.406427,8259.000000,657082783.000000,84532.000000,7061118023.000000,61888.000000,2627597698.000000,41.623380,9.345840,69.384560,12.527554
2012, 高雄市,139.000000,2576.000000,6682.000000,5136.000000,4.603259,1.990000,221.290000,170.088753,15683.000000,2.374174,30708.000000,2333432007.000000,62590.000000,5202169000.000000,92891.000000,3944767615.000000,30.897470,6.033793,61.660154,9.192388
2012, 宜蘭縣,42.000000,830.000000,2294.000000,1567.000000,6.869817,1.890000,375.220000,256.309600,1939.000000,1.687209,1834.000000,149007000.000000,17694.000000,1486524000.000000,21300.000000,899677772.000000,31.941378,8.476067,66.781164,13.138607
2012, 新竹縣,18.000000,390.000000,1046.000000,790.000000,3.106608,2.030000,180.530000,136.345593,7400.000000,6.856042,1218.000000,89482338.000000,19595.000000,1654515000.000000,18845.000000,795126794.000000,35.921023,7.824213,68.445488,11.391444
2012, 苗栗縣,14.000000,325.000000,961.000000,719.000000,1.833373,2.210000,125.850000,94.156780,4050.000000,2.881137,2616.000000,197065890.000000,34870.000000,2925287000.000000,18070.000000,763591281.000000,49.089861,11.177133,72.753464,13.910572
2012, 彰化縣,53.000000,1042.000000,2833.000000,1889.000000,3.268720,1.810000,174.720000,116.502100,9614.000000,3.101110,5112.000000,374630000.000000,80750.000000,6735960782.000000,38235.000000,1618775846.000000,52.954491,18.013044,76.535527,22.113839
2012, 南投縣,14.000000,317.000000,1144.000000,730.000000,1.929943,2.300000,157.700000,100.632746,2640.000000,1.921992,5694.000000,433669300.000000,34395.000000,2883338000.000000,14616.000000,616829611.000000,55.263920,15.336361,75.412525,18.188305
2012, 雲林縣,29.000000,618.000000,1382.000000,1132.000000,2.632439,1.830000,125.450000,102.755891,5854.000000,2.996535,5174.000000,416445600.000000,63543.000000,5305215000.000000,20530.000000,866444396.000000,62.377002,23.132063,81.012854,26.635006
2012, 嘉義縣,26.000000,442.000000,1179.000000,860.000000,3.036957,1.950000,137.710000,100.453207,5406.000000,3.552255,5263.000000,412506000.000000,54041.000000,4504584000.000000,12511.000000,528984378.000000,69.270663,22.372198,83.884269,24.779016
2012, 屏東縣,51.000000,907.000000,2721.000000,1948.000000,4.535228,2.150000,241.970000,173.227926,8559.000000,3.838185,6816.000000,530097065.000000,59884.000000,4980547669.000000,19709.000000,841276181.000000,59.313669,16.786953,76.840102,19.349713
2012, 臺東縣,13.000000,299.000000,758.000000,565.000000,4.266492,1.890000,248.770000,185.428290,2359.000000,4.032134,1061.000000,81941500.000000,14491.000000,1205270000.000000,6433.000000,276441530.000000,51.040368,9.059221,72.152937,11.004779
2012, 花蓮縣,13.000000,253.000000,764.000000,543.000000,2.997809,2.150000,176.180000,125.216188,2780.000000,3.226630,1620.000000,122920200.000000,12706.000000,1064052000.000000,12551.000000,532434425.000000,33.035858,7.252381,61.978554,10.505546
2012, 澎湖縣,2.000000,18.000000,83.000000,42.000000,1.417434,2.330000,58.820000,29.766123,355.000000,1.392075,923.000000,75470400.000000,7566.000000,629014000.000000,2362.000000,99805000.000000,60.163005,8.054283,76.902906,9.195342
2012, 基隆市,30.000000,612.000000,1890.000000,1291.000000,6.887369,2.110000,433.900000,296.386427,2748.000000,2.938613,3274.000000,244742400.000000,1061.000000,89051000.000000,22461.000000,951470259.000000,9.952248,2.058071,61.517976,7.924556
2012, 新竹市,11.000000,165.000000,394.000000,328.000000,2.698195,1.990000,96.640000,80.455259,8691.000000,10.403088,1207.000000,88087500.000000,3574.000000,297872000.000000,15655.000000,662032695.000000,11.727335,2.359319,50.127551,6.406235
2012, 嘉義市,15.000000,349.000000,805.000000,583.000000,4.813709,1.670000,258.340000,187.092840,3801.000000,6.066749,2095.000000,161439000.000000,3646.000000,301515000.000000,12126.000000,514011035.000000,18.423671,4.466500,57.337698,9.425589
2012, 金門縣,2.000000,80.000000,294.000000,159.000000,1.549427,1.990000,227.770000,123.179424,-,-,63.000000,5423500.000000,3662.000000,305474000.000000,2236.000000,94041000.000000,28.858073,2.954934,46.180663,3.848750
2012, 連江縣,1.000000,11.000000,34.000000,17.000000,9.487666,1.550000,322.580000,161.290323,-,-,11.000000,928800.000000,118.000000,9643000.000000,589.000000,24910500.000000,12.239089,0.344126,68.121442,1.154996
2013, 總計,1035.000000,21996.000000,57675.000000,43496.000000,3.841292,1.980000,214.050000,161.430757,171392.000000,3.042961,120869.000000,9248231640.000000,664995.000000,56261115101.000000,764476.000000,33074562302.000000,29.166503,6.633252,57.539213,9.982268
2013, 臺灣地區,1009.000000,20184.000000,51882.000000,39142.000000,3.765322,1.940000,193.610000,146.067609,170852.000000,3.050558,120798.000000,9242137577.000000,661261.000000,55946131101.000000,761701.000000,32954630302.000000,29.184377,6.696070,57.609047,10.081135
2013, 新北市,197.000000,3588.000000,9568.000000,6831.000000,5.254973,1.900000,255.230000,182.216852,27008.000000,3.032961,9929.000000,793836000.000000,24994.000000,2127534318.000000,142148.000000,6168063459.000000,9.315707,1.990657,47.233670,6.193649
2013, 臺北市,112.000000,2778.000000,5753.000000,4921.000000,3.088760,1.770000,158.660000,135.712414,11450.000000,1.550711,10786.000000,834648588.000000,4940.000000,420125000.000000,120253.000000,5250388345.000000,4.336951,0.739929,37.500586,3.836038
2013, 桃園市,53.000000,1032.000000,2577.000000,1951.000000,2.914330,1.890000,141.700000,107.280326,11231.000000,2.765286,6321.000000,458002800.000000,32219.000000,2740269000.000000,49888.000000,2150594135.000000,21.192126,5.539431,48.624216,9.264276
2013, 臺中市,62.000000,1384.000000,3434.000000,2910.000000,2.444641,2.100000,135.400000,114.740395,25403.000000,4.511926,11312.000000,859176191.000000,51395.000000,4351607000.000000,75287.000000,3254316932.000000,24.725175,4.757055,54.410605,7.728002
2013, 臺南市,108.000000,1882.000000,4987.000000,3788.000000,4.699187,2.010000,216.990000,164.819625,9146.000000,1.939158,8411.000000,660282528.000000,83398.000000,7054365090.000000,58847.000000,2531895409.000000,39.947004,9.901129,65.551915,13.150612
2013, 高雄市,142.000000,2703.000000,6826.000000,5250.000000,4.490346,1.940000,215.850000,166.016304,17047.000000,2.479221,30412.000000,2315528148.000000,62450.000000,5255904182.000000,89126.000000,3835350845.000000,29.364964,6.202439,57.548524,9.344319
2013, 宜蘭縣,38.000000,890.000000,2255.000000,1614.000000,6.121726,1.810000,363.280000,260.012243,3026.000000,2.554783,1833.000000,144696400.000000,17110.000000,1461190816.000000,20708.000000,902094088.000000,30.516803,8.119134,63.876986,12.679991
2013, 新竹縣,19.000000,409.000000,1115.000000,824.000000,3.228876,2.010000,189.480000,140.031269,10218.000000,9.153289,1251.000000,88863654.000000,18849.000000,1613394496.000000,18171.000000,786996600.000000,34.158113,8.439670,65.038067,12.341540
2013, 苗栗縣,15.000000,318.000000,966.000000,667.000000,1.937934,2.100000,124.800000,86.173484,4542.000000,3.142839,2491.000000,184582728.000000,33764.000000,2877394000.000000,17457.000000,752828900.000000,46.839875,11.365007,69.393556,14.159250
2013, 彰化縣,53.000000,1042.000000,2859.000000,1912.000000,3.191790,1.830000,172.180000,115.145347,12423.000000,3.887758,5268.000000,388287794.000000,79908.000000,6745808077.000000,36721.000000,1582124500.000000,51.295084,18.342817,73.409374,22.410693
2013, 南投縣,14.000000,329.000000,1133.000000,854.000000,1.893401,2.600000,153.230000,115.497491,2760.000000,1.954031,5780.000000,439371900.000000,33775.000000,2862331000.000000,14034.000000,604043603.000000,53.495354,14.816212,72.475352,17.526825
2013, 雲林縣,34.000000,712.000000,1680.000000,1263.000000,3.045804,1.770000,150.500000,113.142642,5413.000000,2.717001,5226.000000,406432800.000000,62528.000000,5290238414.000000,19759.000000,848785878.000000,60.695697,22.277878,78.396295,25.597211
2013, 嘉義縣,25.000000,456.000000,1233.000000,933.000000,2.874918,2.050000,141.790000,107.291942,5194.000000,3.335956,5104.000000,396313200.000000,53612.000000,4521588000.000000,12020.000000,516860585.000000,67.521476,22.408047,81.344082,24.763083
2013, 屏東縣,53.000000,884.000000,2795.000000,1951.000000,4.593875,2.210000,242.260000,169.106621,5491.000000,2.394518,6739.000000,516738518.000000,59914.000000,5035210818.000000,18860.000000,814300474.000000,57.772751,17.586840,74.120013,20.166290
2013, 臺東縣,14.000000,308.000000,798.000000,634.000000,4.541621,2.060000,258.870000,205.670538,1919.000000,3.202684,1064.000000,85060628.000000,14388.000000,1213828422.000000,6074.000000,262922000.000000,50.126517,9.321728,69.830662,11.208639
2013, 花蓮縣,13.000000,262.000000,759.000000,539.000000,2.946710,2.060000,172.040000,122.175125,2751.000000,3.102690,1611.000000,118090100.000000,12352.000000,1051278468.000000,12037.000000,521686932.000000,31.649931,6.895488,58.934198,9.971752
2013, 澎湖縣,2.000000,27.000000,83.000000,64.000000,1.392079,2.370000,57.770000,44.546530,354.000000,1.339793,906.000000,74530800.000000,7498.000000,632807000.000000,2282.000000,99056000.000000,58.495163,7.810546,74.378785,8.904339
2013, 基隆市,30.000000,619.000000,1889.000000,1293.000000,6.675270,2.090000,420.320000,287.704152,2662.000000,2.736670,3080.000000,229471200.000000,1034.000000,87985000.000000,21559.000000,928926834.000000,9.154021,1.975690,57.124739,7.756872
2013, 新竹市,10.000000,176.000000,367.000000,310.000000,2.379140,1.760000,87.310000,73.753331,8956.000000,10.312210,1183.000000,89841600.000000,3522.000000,298392000.000000,14946.000000,647241047.000000,11.193852,2.395622,46.752474,6.389467
2013, 嘉義市,15.000000,385.000000,805.000000,633.000000,4.667372,1.640000,250.480000,196.963097,3858.000000,5.965349,2091.000000,158382000.000000,3611.000000,304880000.000000,11524.000000,496153736.000000,17.742237,4.389106,53.600100,9.089839
2013, 金門縣,2.000000,86.000000,294.000000,191.000000,1.475579,2.220000,216.910000,140.917810,500.000000,1.721378,60.000000,5078863.000000,3620.000000,305163000.000000,2209.000000,95614000.000000,27.150657,2.863969,43.448429,3.746620
2013, 連江縣,1.000000,12.000000,34.000000,15.000000,8.818342,1.250000,299.820000,132.275132,40.000000,1.491424,11.000000,1015200.000000,114.000000,9821000.000000,566.000000,24318000.000000,11.022928,0.335759,60.934744,1.089251
2014, 總計,1063.000000,23572.000000,59280.000000,45298.000000,3.784683,1.960000,216.410000,161.278034,203519.000000,3.474856,122423.000000,9384590116.000000,651482.000000,55290922734.000000,728187.000000,31321729308.000000,27.553949,6.470480,53.480163,9.604072
2014, 臺灣地區,1037.000000,21636.000000,53572.000000,41019.000000,3.712569,1.900000,192.360000,146.852336,201491.000000,3.460556,122348.000000,9378537352.000000,647842.000000,54981732234.000000,725519.000000,31207452927.000000,27.573612,6.533351,53.547956,9.701287
2014, 新北市,205.000000,4001.000000,9885.000000,7513.000000,5.118027,1.880000,246.790000,187.569437,28293.000000,3.013698,10572.000000,835988700.000000,24151.000000,2061052386.000000,135227.000000,5814895663.000000,8.668939,1.875430,42.429690,5.639763
2014, 臺北市,112.000000,2842.000000,5680.000000,4992.000000,2.943287,1.760000,150.160000,131.186486,13607.000000,1.783199,10473.000000,824205277.000000,4717.000000,405294000.000000,114908.000000,4938698310.000000,3.991832,0.734010,34.188901,3.682411
2014, 桃園市,57.000000,1100.000000,2766.000000,2070.000000,2.975103,1.880000,144.370000,108.043217,15906.000000,3.718206,6154.000000,454989600.000000,31107.000000,2654989000.000000,47478.000000,2039652246.000000,19.448301,4.955322,44.229344,8.205227
2014, 臺中市,64.000000,1459.000000,3879.000000,3082.000000,2.402673,2.110000,145.620000,115.703720,38481.000000,6.520209,12018.000000,921087923.000000,50296.000000,4270368000.000000,71389.000000,3075449944.000000,23.393776,4.950418,50.194466,7.883076
2014, 臺南市,107.000000,1899.000000,5076.000000,3884.000000,4.500867,2.050000,213.520000,163.377248,15616.000000,3.193074,8752.000000,683885622.000000,81834.000000,6940293090.000000,55806.000000,2403649448.000000,38.104252,10.370016,61.578584,13.639337
2014, 高雄市,143.000000,2995.000000,6944.000000,5394.000000,4.306075,1.800000,209.100000,162.426338,22806.000000,3.191760,30719.000000,2345118813.000000,61831.000000,5223049500.000000,84939.000000,3656877250.000000,27.869035,5.993845,53.446215,8.890022
2014, 宜蘭縣,39.000000,959.000000,2299.000000,1683.000000,6.147735,1.750000,362.400000,265.298402,2160.000000,1.765968,1893.000000,147033500.000000,16444.000000,1407939000.000000,19776.000000,849068000.000000,28.905388,7.864518,60.079132,12.158814
2014, 新竹縣,19.000000,434.000000,1115.000000,857.000000,3.149763,1.970000,184.840000,142.070886,10240.000000,8.845315,1269.000000,89787400.000000,18068.000000,1546678000.000000,17449.000000,747149284.000000,32.056298,7.069076,60.982726,10.296553
2014, 苗栗縣,16.000000,298.000000,1015.000000,703.000000,2.030328,2.360000,144.530000,89.207538,4394.000000,2.955002,2346.000000,176936400.000000,32663.000000,2787004500.000000,16755.000000,719246759.000000,44.424846,11.203461,65.686187,13.922157
2014, 彰化縣,55.000000,1164.000000,2922.000000,1990.000000,3.223878,1.710000,171.280000,116.645760,7023.000000,2.129918,5497.000000,410108400.000000,78676.000000,6662577944.000000,35027.000000,1505877500.000000,49.338812,17.164658,69.870224,20.819263
2014, 南投縣,15.000000,392.000000,1157.000000,871.000000,1.983052,2.220000,152.960000,115.149192,5251.000000,3.611243,5690.000000,420861530.000000,33020.000000,2806723500.000000,13457.000000,578588500.000000,51.175950,14.879437,68.966566,17.546778
2014, 雲林縣,39.000000,788.000000,1894.000000,1402.000000,3.435064,1.780000,166.820000,123.486150,5139.000000,2.526785,5190.000000,408362400.000000,61279.000000,5201715500.000000,18925.000000,811442000.000000,58.544942,21.065092,75.213811,24.111948
2014, 嘉義縣,25.000000,495.000000,1226.000000,964.000000,2.828214,1.950000,138.700000,109.055942,5250.000000,3.293436,5009.000000,387306000.000000,52920.000000,4475154783.000000,11501.000000,494227000.000000,65.534250,22.192547,78.545167,24.448227
2014, 屏東縣,58.000000,965.000000,3018.000000,2035.000000,4.901132,2.110000,255.030000,171.962143,5833.000000,2.472338,6867.000000,524953118.000000,59246.000000,5009476031.000000,17878.000000,772694980.000000,55.866993,17.819522,70.974311,20.307413
2014, 臺東縣,13.000000,315.000000,728.000000,628.000000,4.130000,1.990000,231.280000,199.510754,1488.000000,2.420122,1109.000000,88610400.000000,14238.000000,1202481500.000000,5740.000000,247985000.000000,48.756235,9.083797,66.991772,10.828557
2014, 花蓮縣,13.000000,282.000000,814.000000,576.000000,2.875088,2.040000,180.020000,127.388535,3486.000000,3.820190,1672.000000,124875069.000000,11962.000000,1019910000.000000,11412.000000,492030500.000000,30.153043,6.698304,55.391897,9.577246
2014, 澎湖縣,2.000000,25.000000,83.000000,69.000000,1.359157,2.760000,56.410000,46.890928,686.000000,2.505204,812.000000,65473200.000000,7452.000000,629221000.000000,2212.000000,94539500.000000,56.160381,8.293839,71.192661,9.422531
2014, 基隆市,30.000000,642.000000,1892.000000,1354.000000,6.407792,2.110000,404.120000,289.205007,2674.000000,2.642580,3095.000000,225972000.000000,1015.000000,86847000.000000,20460.000000,882374000.000000,8.778675,1.877002,52.479815,7.171493
2014, 新竹市,10.000000,189.000000,374.000000,311.000000,2.287230,1.650000,85.540000,71.132865,9200.000000,10.183130,1205.000000,89276400.000000,3414.000000,291389000.000000,14192.000000,611023243.000000,10.564717,2.259403,43.025091,5.886074
2014, 嘉義市,15.000000,392.000000,805.000000,641.000000,4.499640,1.640000,241.480000,192.284617,3958.000000,5.926791,2006.000000,153705600.000000,3509.000000,299568500.000000,10988.000000,471983800.000000,16.543677,4.259664,49.505040,8.695153
2014, 金門縣,2.000000,85.000000,294.000000,195.000000,1.399384,2.290000,205.710000,136.439966,1950.000000,6.192737,65.000000,5231964.000000,3528.000000,299656500.000000,2121.000000,90934881.000000,25.139938,2.671567,39.980409,3.468378
2014, 連江縣,1.000000,17.000000,34.000000,16.000000,8.445946,0.940000,287.160000,135.135135,78.000000,2.678571,10.000000,820800.000000,112.000000,9534000.000000,547.000000,23341500.000000,10.304054,0.341579,56.503378,1.111556
