"年度","縣市","鄉鎮市區數","社區發展協會數","平均每一鄉鎮市區擁有社區發展協會數","社區發展工作實際使用經費","社區發展工作實際使用經費之政府補助款","政府補助經費占社區全部使用經費比率","平均每一社區發展協會接受政府補助經費","平均每人政府社會福利支出淨額","遺體火化數量","火葬人數占死亡人口比率","社區發展媽媽教室班數"
2006, 桃園市,13.000000,223.000000,17.153846,100088880.000000,62771246.000000,62.715504,281485.408072,1719.748267,8098.000000,87.878459,150.000000
2006, 臺中市,29.000000,537.000000,18.517241,128640686.000000,63360287.000000,49.253692,117989.361266,2311.766984,14074.000000,108.982500,352.000000
2006, 臺南市,37.000000,641.000000,17.324324,148057085.000000,92403139.000000,62.410481,144154.663027,2630.486816,11919.000000,94.805918,421.000000
2006, 高雄市,38.000000,727.000000,19.131579,111104430.000000,73776092.000000,66.402476,101480.181568,4493.301916,14928.000000,88.651345,278.000000
2006, 宜蘭縣,12.000000,228.000000,19.000000,100331843.000000,78458098.000000,78.198601,344114.464912,3453.881294,2558.000000,79.515076,154.000000
2006, 新竹縣,13.000000,173.000000,13.307692,100379892.000000,58585262.000000,58.363544,338643.132948,7466.322204,1446.000000,49.267462,133.000000
2006, 苗栗縣,18.000000,276.000000,15.333333,60852359.000000,47111486.000000,77.419326,170693.789855,3510.130097,1330.000000,31.825796,162.000000
2006, 彰化縣,26.000000,506.000000,19.461538,84813876.000000,68144474.000000,80.345902,134672.873518,2689.293235,-,-,336.000000
2006, 南投縣,13.000000,253.000000,19.461538,45354825.000000,39504006.000000,87.099897,156142.316206,3786.359783,7311.000000,178.753056,181.000000
2006, 雲林縣,20.000000,404.000000,20.200000,16202168.000000,11669125.000000,72.021997,28883.972772,3419.485299,4499.000000,71.096713,139.000000
2006, 嘉義縣,18.000000,317.000000,17.611111,60675330.000000,51128872.000000,84.266327,161289.817035,4985.974065,-,-,257.000000
2006, 屏東縣,33.000000,448.000000,13.575758,89611932.000000,74262738.000000,82.871484,165765.040179,3549.636017,6566.000000,91.410274,382.000000
2006, 臺東縣,16.000000,136.000000,8.500000,13138544.000000,11828000.000000,90.025196,86970.588235,5670.427458,1424.000000,62.814292,62.000000
2006, 花蓮縣,13.000000,160.000000,12.307692,34082661.000000,32697221.000000,95.935059,204357.631250,5034.549474,2704.000000,88.221860,109.000000
2006, 澎湖縣,6.000000,87.000000,14.500000,45695628.000000,42233003.000000,92.422415,485436.816092,9976.382995,477.000000,60.997442,79.000000
2006, 基隆市,7.000000,140.000000,20.000000,143645131.000000,11320807.000000,7.881093,80862.907143,4938.504013,3598.000000,144.556047,78.000000
2006, 新竹市,3.000000,108.000000,36.000000,33539230.000000,14918777.000000,44.481573,138136.824074,4068.169926,3172.000000,154.958476,82.000000
2006, 嘉義市,2.000000,42.000000,21.000000,8690874.000000,6015860.000000,69.220426,143234.761905,2633.935283,3947.000000,254.809555,19.000000
2006, 金門縣,6.000000,80.000000,13.333333,8899245.000000,4188289.000000,47.063419,52353.612500,13893.877551,61.000000,13.800905,10.000000
2006, 連江縣,4.000000,19.000000,4.750000,-,-,-,-,17964.532313,-,-,-
2007, 總計,368.000000,6402.000000,17.396739,1626928283.000000,1141684015.000000,70.174207,178332.398469,3864.993144,123217.000000,87.319203,3995.000000
2007, 臺灣地區,358.000000,6298.000000,17.592179,1609504569.000000,1131472016.000000,70.299398,179655.766275,3828.368489,123162.000000,87.561319,3985.000000
2007, 新北市,29.000000,412.000000,14.206897,230185960.000000,167882469.000000,72.933410,407481.720874,1971.945682,11757.000000,66.873329,503.000000
2007, 臺北市,12.000000,380.000000,31.666667,36468862.000000,19013466.000000,52.136165,50035.436842,8242.165416,18699.000000,125.741376,49.000000
2007, 桃園市,13.000000,230.000000,17.692308,91896687.000000,58380033.000000,63.527897,253826.230435,1816.541775,8415.000000,88.513727,207.000000
2007, 臺中市,29.000000,567.000000,19.551724,112820725.000000,53315754.000000,47.257057,94031.312169,2336.957723,14901.000000,110.484170,343.000000
2007, 臺南市,37.000000,655.000000,17.702703,156983112.000000,107835278.000000,68.692279,164634.012214,2607.363864,12193.000000,95.116624,443.000000
2007, 高雄市,38.000000,734.000000,19.315789,173051324.000000,103285816.000000,59.685077,140716.370572,5091.510517,15642.000000,90.573248,255.000000
2007, 宜蘭縣,12.000000,229.000000,19.083333,116034074.000000,96126942.000000,82.843719,419768.305677,3592.882027,2900.000000,87.745840,149.000000
2007, 新竹縣,13.000000,173.000000,13.307692,106281187.000000,57767313.000000,54.353282,333915.104046,7209.305825,1531.000000,51.410343,137.000000
2007, 苗栗縣,18.000000,276.000000,15.333333,59919512.000000,47185003.000000,78.747309,170960.155797,3587.590579,1325.000000,30.438778,173.000000
2007, 彰化縣,26.000000,510.000000,19.615385,106562540.000000,89246058.000000,83.749935,174992.270588,2432.266368,-,-,352.000000
2007, 南投縣,13.000000,253.000000,19.461538,51451736.000000,44243215.000000,85.989742,174874.367589,3970.209239,7852.000000,182.096475,180.000000
2007, 雲林縣,20.000000,408.000000,20.400000,20619483.000000,13315141.000000,64.575533,32635.149510,3495.034253,4548.000000,69.969231,148.000000
2007, 嘉義縣,18.000000,328.000000,18.222222,69524371.000000,57610301.000000,82.863462,175641.161585,5253.410738,-,-,262.000000
2007, 屏東縣,33.000000,451.000000,13.666667,101132630.000000,80320131.000000,79.420590,178093.416851,3593.692358,6834.000000,92.538930,364.000000
2007, 臺東縣,16.000000,142.000000,8.875000,21892189.000000,19919389.000000,90.988567,140277.387324,6473.343171,1505.000000,63.528915,60.000000
2007, 花蓮縣,13.000000,162.000000,12.461538,38090608.000000,32881772.000000,86.325143,202973.901235,5083.065037,2819.000000,87.628225,109.000000
2007, 澎湖縣,6.000000,89.000000,14.833333,57993055.000000,54486466.000000,93.953433,612207.483146,10421.370979,606.000000,76.806084,82.000000
2007, 基隆市,7.000000,142.000000,20.285714,22559223.000000,11114743.000000,49.269175,78272.838028,4925.669949,3645.000000,140.084550,62.000000
2007, 新竹市,3.000000,111.000000,37.000000,30829267.000000,13499156.000000,43.786821,121614.018018,4240.649944,3761.000000,170.799273,88.000000
2007, 嘉義市,2.000000,46.000000,23.000000,5208024.000000,4043570.000000,77.641155,87903.695652,2716.886765,4229.000000,260.566852,19.000000
2007, 金門縣,6.000000,84.000000,14.000000,17423714.000000,10211999.000000,58.609772,121571.416667,12054.505878,55.000000,13.349515,9.000000
2007, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,23017.636327,-,-,1.000000
2008, 總計,368.000000,6410.000000,17.418478,1758348608.000000,1265029772.000000,71.944196,197352.538534,4147.744369,126442.000000,88.036818,3813.000000
2008, 臺灣地區,358.000000,6302.000000,17.603352,1739446378.000000,1255558612.000000,72.181507,199231.769597,4104.373206,126399.000000,88.284720,3797.000000
2008, 新北市,29.000000,414.000000,14.275862,237204636.000000,176027792.000000,74.209254,425187.903382,2319.553392,11825.000000,66.127950,327.000000
2008, 臺北市,12.000000,351.000000,29.250000,23315242.000000,13542418.000000,58.083969,38582.387464,8646.140507,19330.000000,123.862617,34.000000
2008, 桃園市,13.000000,234.000000,18.000000,131629128.000000,103188454.000000,78.393328,440976.299145,2231.796662,8855.000000,91.505632,214.000000
2008, 臺中市,29.000000,570.000000,19.655172,129869865.000000,60560681.000000,46.631819,106246.808772,2541.966474,15192.000000,109.879936,377.000000
2008, 臺南市,37.000000,668.000000,18.054054,188735797.000000,127975623.000000,67.806757,191580.273952,2771.089262,12787.000000,98.059816,459.000000
2008, 高雄市,38.000000,719.000000,18.921053,166410087.000000,106558209.000000,64.033504,148203.350487,5200.459276,15863.000000,90.557744,223.000000
2008, 宜蘭縣,12.000000,230.000000,19.166667,116034074.000000,96126942.000000,82.843719,417943.226087,4149.011180,2986.000000,86.777100,148.000000
2008, 新竹縣,13.000000,173.000000,13.307692,99620146.000000,55801590.000000,56.014363,322552.543353,7396.385125,1706.000000,52.043929,134.000000
2008, 苗栗縣,18.000000,276.000000,15.333333,62352010.000000,49129500.000000,78.793771,178005.434783,4336.183694,1259.000000,29.588719,180.000000
2008, 彰化縣,26.000000,514.000000,19.769231,118859404.000000,99753609.000000,83.925719,194073.169261,2827.751344,-,-,371.000000
2008, 南投縣,13.000000,255.000000,19.615385,44137277.000000,37710726.000000,85.439630,147885.200000,4047.969441,8255.000000,192.379399,181.000000
2008, 雲林縣,20.000000,418.000000,20.900000,28234011.000000,21124848.000000,74.820570,50537.913876,3951.132442,4879.000000,75.339716,120.000000
2008, 嘉義縣,18.000000,329.000000,18.277778,59589332.000000,49685234.000000,83.379411,151018.948328,5861.251404,-,-,263.000000
2008, 屏東縣,33.000000,453.000000,13.727273,103105035.000000,83746740.000000,81.224685,184871.390728,3581.142030,6962.000000,92.542869,354.000000
2008, 臺東縣,16.000000,143.000000,8.937500,28492000.000000,22633000.000000,79.436333,158272.727273,6849.951344,1430.000000,65.000000,60.000000
2008, 花蓮縣,13.000000,163.000000,12.538462,70543142.000000,62908888.000000,89.177893,385944.098160,4576.958970,2786.000000,87.886435,102.000000
2008, 澎湖縣,6.000000,89.000000,14.833333,60299411.000000,56362631.000000,93.471280,633287.988764,9992.245474,472.000000,61.699346,83.000000
2008, 基隆市,7.000000,142.000000,20.285714,25267819.000000,9334739.000000,36.943192,65737.598592,5378.353965,3671.000000,138.685304,62.000000
2008, 新竹市,3.000000,111.000000,37.000000,39504212.000000,18391988.000000,46.557030,165693.585586,4376.730159,3735.000000,169.772727,86.000000
2008, 嘉義市,2.000000,50.000000,25.000000,6243750.000000,4995000.000000,80.000000,99900.000000,2807.657424,4406.000000,265.421687,19.000000
2008, 金門縣,6.000000,88.000000,14.666667,18902230.000000,9471160.000000,50.106046,107626.818182,12965.861411,43.000000,10.487805,15.000000
2008, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,30642.505457,-,-,1.000000
2009, 總計,368.000000,6443.000000,17.508152,2079218629.000000,1546895489.000000,74.397924,240089.320037,4610.128262,129363.000000,90.096948,3980.000000
2009, 臺灣地區,358.000000,6331.000000,17.684358,2059986549.000000,1537178543.000000,74.620805,242801.854841,4563.151709,129298.000000,90.377101,3963.000000
2009, 新北市,29.000000,422.000000,14.551724,264671203.000000,199743665.000000,75.468605,473326.220379,3119.674473,12501.000000,69.608553,534.000000
2009, 臺北市,12.000000,333.000000,27.750000,29161725.000000,16362561.000000,56.109716,49136.819820,9034.690788,18723.000000,122.693316,83.000000
2009, 桃園市,13.000000,238.000000,18.307692,146881515.000000,61554178.000000,41.907369,258631.000000,2279.294206,9012.000000,92.053115,216.000000
2009, 臺中市,29.000000,573.000000,19.758621,121524786.000000,61905026.000000,50.940247,108036.694590,2732.866614,16436.000000,119.058312,391.000000
2009, 臺南市,37.000000,670.000000,18.108108,188048205.000000,136048737.000000,72.347799,203057.816418,3059.236567,13203.000000,101.639723,412.000000
2009, 高雄市,38.000000,721.000000,18.973684,169610958.000000,126876393.000000,74.804361,175972.805825,5833.537216,16895.000000,92.885810,247.000000
2009, 宜蘭縣,12.000000,233.000000,19.416667,213000288.000000,177500244.000000,83.333335,761803.622318,4501.969048,2566.000000,77.734020,120.000000
2009, 新竹縣,13.000000,174.000000,13.384615,103854992.000000,64002242.000000,61.626544,367828.977011,7438.864868,1773.000000,55.860113,129.000000
2009, 苗栗縣,18.000000,276.000000,15.333333,67449112.000000,64237250.000000,95.238096,232743.659420,5016.114731,1254.000000,29.285381,170.000000
2009, 彰化縣,26.000000,519.000000,19.961538,122208142.000000,101796596.000000,83.297720,196139.876686,3535.056346,-,-,295.000000
2009, 南投縣,13.000000,256.000000,19.692308,52544327.000000,44639442.000000,84.955778,174372.820312,4583.240556,8290.000000,195.012938,190.000000
2009, 雲林縣,20.000000,418.000000,20.900000,104059592.000000,92528022.000000,88.918302,221358.904306,4051.696925,4813.000000,74.666460,109.000000
2009, 嘉義縣,18.000000,338.000000,18.777778,73562138.000000,60807327.000000,82.661174,179903.334320,5331.303747,-,-,260.000000
2009, 屏東縣,33.000000,454.000000,13.757576,209781813.000000,177737794.000000,84.725073,391492.938326,5416.009704,6962.000000,94.246650,361.000000
2009, 臺東縣,16.000000,144.000000,9.000000,25030000.000000,20740000.000000,82.860567,144027.777778,6887.398621,1574.000000,68.079585,60.000000
2009, 花蓮縣,13.000000,166.000000,12.769231,56152186.000000,46845725.000000,83.426360,282203.162651,4919.482354,2833.000000,91.416586,123.000000
2009, 澎湖縣,6.000000,89.000000,14.833333,59332535.000000,53598994.000000,90.336599,602235.887640,10820.745259,472.000000,62.433862,85.000000
2009, 基隆市,7.000000,142.000000,20.285714,19318400.000000,11518644.000000,59.625248,81117.211268,5374.722758,3629.000000,140.822662,64.000000
2009, 新竹市,3.000000,111.000000,37.000000,23823831.000000,10463327.000000,43.919582,94264.207207,4636.133069,4061.000000,183.589512,95.000000
2009, 嘉義市,2.000000,54.000000,27.000000,9970801.000000,8272376.000000,82.966012,153192.148148,3572.828830,4301.000000,249.912841,19.000000
2009, 金門縣,6.000000,92.000000,15.333333,19232080.000000,9716946.000000,50.524675,105618.978261,14252.392458,65.000000,13.800425,17.000000
2009, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,26927.010267,-,-,-
2010, 總計,368.000000,6518.000000,17.711957,1711057312.000000,1307129198.000000,76.393069,200541.454127,5129.833945,130886.000000,89.788162,3867.000000
2010, 臺灣地區,358.000000,6403.000000,17.885475,1702043019.000000,1302747668.000000,76.540232,203458.951741,5086.155252,130807.000000,90.060795,3852.000000
2010, 新北市,29.000000,432.000000,14.896552,273302753.000000,209337258.000000,76.595371,484576.986111,3760.027126,12815.000000,69.631602,460.000000
2010, 臺北市,12.000000,336.000000,28.000000,24769833.000000,15470531.000000,62.457147,46043.247024,12749.402625,18882.000000,122.626315,62.000000
2010, 桃園市,13.000000,239.000000,18.384615,98432387.000000,62574397.000000,63.570943,261817.560669,2307.140550,9553.000000,93.813218,208.000000
2010, 臺中市,29.000000,573.000000,19.758621,174679783.000000,122170940.000000,69.939943,213212.809773,2811.513612,15848.000000,110.516039,382.000000
2010, 臺南市,37.000000,673.000000,18.189189,224520833.000000,167744214.000000,74.712093,249248.460624,3462.741918,13909.000000,105.323338,439.000000
2010, 高雄市,38.000000,731.000000,19.236842,161999652.000000,125307997.000000,77.350782,171419.968536,5925.467456,16310.000000,90.606077,231.000000
2010, 宜蘭縣,12.000000,236.000000,19.666667,72667730.000000,61559840.000000,84.714137,260846.779661,4657.838373,2653.000000,78.770784,126.000000
2010, 新竹縣,13.000000,176.000000,13.538462,103025372.000000,61136640.000000,59.341344,347367.272727,4276.859879,1781.000000,52.645581,134.000000
2010, 苗栗縣,18.000000,278.000000,15.444444,49752675.000000,47383500.000000,95.238095,170444.244604,5008.130313,1293.000000,30.055788,171.000000
2010, 彰化縣,26.000000,528.000000,20.307692,93497170.000000,74099867.000000,79.253593,140340.657197,3446.888314,-,-,320.000000
2010, 南投縣,13.000000,265.000000,20.384615,43069160.000000,38226752.000000,88.756670,144251.894340,4727.264817,8450.000000,198.636577,175.000000
2010, 雲林縣,20.000000,418.000000,20.900000,46661478.000000,37134417.000000,79.582599,88838.318182,4953.283978,4854.000000,77.305303,131.000000
2010, 嘉義縣,18.000000,342.000000,19.000000,57888272.000000,46674058.000000,80.627831,136473.853801,5369.563065,-,-,253.000000
2010, 屏東縣,33.000000,454.000000,13.757576,80113612.000000,72726940.000000,90.779754,160191.497797,4386.720033,7039.000000,94.993252,342.000000
2010, 臺東縣,16.000000,146.000000,9.125000,23956000.000000,20070000.000000,83.778594,137465.753425,7714.433145,1632.000000,71.704745,60.000000
2010, 花蓮縣,13.000000,168.000000,12.923077,85804830.000000,72904969.000000,84.966043,433958.148810,5173.251502,2886.000000,93.126815,90.000000
2010, 澎湖縣,6.000000,91.000000,15.166667,52511679.000000,45200187.000000,86.076446,496705.351648,11074.178783,635.000000,74.882075,87.000000
2010, 基隆市,7.000000,144.000000,20.571429,13016155.000000,8959261.000000,68.831855,62217.090278,5873.002311,3566.000000,133.808630,64.000000
2010, 新竹市,3.000000,111.000000,37.000000,12781455.000000,5685500.000000,44.482416,51220.720721,4609.199558,4326.000000,198.440367,86.000000
2010, 嘉義市,2.000000,62.000000,31.000000,9592190.000000,8380400.000000,87.366910,135167.741935,3658.991929,4375.000000,251.004016,31.000000
2010, 金門縣,6.000000,95.000000,15.833333,9014293.000000,4381530.000000,48.606474,46121.368421,13402.763029,79.000000,16.424116,13.000000
2010, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,26818.607461,-,-,2.000000
2011, 總計,368.000000,6650.000000,18.070652,1725550432.000000,1266254254.000000,73.382628,190414.173534,7759.653101,139125.000000,90.981918,3736.000000
2011, 臺灣地區,358.000000,6534.000000,18.251397,1716403210.000000,1261145634.000000,73.476071,193012.799816,7731.613865,139042.000000,91.285223,3716.000000
2011, 新北市,29.000000,437.000000,15.068966,109609539.000000,56708597.000000,51.736918,129767.956522,8038.650759,13368.000000,67.603924,329.000000
2011, 臺北市,12.000000,360.000000,30.000000,20845470.000000,13017365.000000,62.446973,36159.347222,16516.514287,20611.000000,128.915437,61.000000
2011, 桃園市,13.000000,239.000000,18.384615,143282860.000000,71178437.000000,49.676868,297817.728033,5421.850317,10215.000000,93.905130,222.000000
2011, 臺中市,29.000000,597.000000,20.586207,268548576.000000,216857650.000000,80.751741,363245.644891,6525.765164,17023.000000,114.133423,382.000000
2011, 臺南市,37.000000,670.000000,18.108108,122795912.000000,83480333.000000,67.982990,124597.511940,8690.595544,14855.000000,106.556201,382.000000
2011, 高雄市,38.000000,774.000000,20.368421,20552548.000000,16145310.000000,78.556245,20859.573643,8954.468432,17396.000000,92.310958,247.000000
2011, 宜蘭縣,12.000000,236.000000,19.666667,76068104.000000,63946403.000000,84.064673,270959.334746,5147.132229,2758.000000,79.025788,139.000000
2011, 新竹縣,13.000000,177.000000,13.615385,140817081.000000,72913277.000000,51.778716,411939.418079,4209.148348,2336.000000,67.553499,136.000000
2011, 苗栗縣,18.000000,279.000000,15.500000,52003125.000000,49530000.000000,95.244276,177526.881720,4895.390649,2074.000000,45.834254,233.000000
2011, 彰化縣,26.000000,533.000000,20.500000,243983543.000000,214583116.000000,87.949832,402594.964353,3647.951117,-,-,320.000000
2011, 南投縣,13.000000,270.000000,20.769231,36966438.000000,31387801.000000,84.908914,116251.114815,4658.619382,8983.000000,196.221057,183.000000
2011, 雲林縣,20.000000,420.000000,21.000000,67545478.000000,49293948.000000,72.978902,117366.542857,5055.195992,5148.000000,79.468972,106.000000
2011, 嘉義縣,18.000000,350.000000,19.444444,67027908.000000,52130605.000000,77.774477,148944.585714,5433.529722,-,-,248.000000
2011, 屏東縣,33.000000,456.000000,13.818182,156633070.000000,124132711.000000,79.250640,272220.857456,4615.399663,7036.000000,89.368729,353.000000
2011, 臺東縣,16.000000,147.000000,9.187500,24262000.000000,20118000.000000,82.919792,136857.142857,7688.950961,1754.000000,75.311292,60.000000
2011, 花蓮縣,13.000000,173.000000,13.307692,72502892.000000,61886344.000000,85.357070,357724.531792,5042.594980,2983.000000,95.090851,90.000000
2011, 澎湖縣,6.000000,91.000000,15.166667,49424485.000000,39218109.000000,79.349555,430968.230769,11199.793894,591.000000,64.945055,77.000000
2011, 基隆市,7.000000,144.000000,20.571429,11981116.000000,6891539.000000,57.520009,47857.909722,5471.173113,3559.000000,130.605505,50.000000
2011, 新竹市,3.000000,114.000000,38.000000,19264178.000000,8484489.000000,44.042829,74425.342105,3614.403229,4117.000000,176.015391,63.000000
2011, 嘉義市,2.000000,67.000000,33.500000,12288887.000000,9241600.000000,75.202905,137934.328358,3583.637915,4235.000000,243.530765,35.000000
2011, 金門縣,6.000000,96.000000,16.000000,9147222.000000,5108620.000000,55.848869,53214.791667,12797.239214,83.000000,15.090909,18.000000
2011, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,21757.206983,-,-,2.000000
2012, 總計,368.000000,6692.000000,18.184783,1822032948.000000,1259531354.000000,69.127803,188214.488045,7539.127380,142030.000000,92.077199,3930.000000
2012, 臺灣地區,358.000000,6574.000000,18.363128,1803363724.000000,1248719113.000000,69.243886,189948.146182,7510.835482,141924.000000,92.373780,3913.000000
2012, 新北市,29.000000,441.000000,15.206897,120994042.000000,73953064.000000,61.121244,167694.022676,7754.884953,14049.000000,69.275148,427.000000
2012, 臺北市,12.000000,355.000000,29.583333,21121351.000000,12884653.000000,61.002978,36294.797183,16799.103113,21113.000000,127.347850,55.000000
2012, 桃園市,13.000000,239.000000,18.384615,192684422.000000,102533509.000000,53.213180,429010.497908,4798.372485,10582.000000,96.401567,215.000000
2012, 臺中市,29.000000,593.000000,20.448276,93731467.000000,35928768.000000,38.331597,60588.141653,5544.456672,17592.000000,117.147233,341.000000
2012, 臺南市,37.000000,672.000000,18.162162,162142427.000000,110696149.000000,68.270934,164726.412202,7253.535288,14487.000000,104.440920,450.000000
2012, 高雄市,38.000000,792.000000,20.842105,196153413.000000,124248399.000000,63.342461,156879.291667,9025.094861,17789.000000,93.898126,259.000000
2012, 宜蘭縣,12.000000,237.000000,19.750000,93096843.000000,78324899.000000,84.132712,330484.805907,4868.981405,2807.000000,80.753740,134.000000
2012, 新竹縣,13.000000,176.000000,13.538462,134769481.000000,78860223.000000,58.514897,448069.448864,4907.341734,2148.000000,63.362832,207.000000
2012, 苗栗縣,18.000000,279.000000,15.500000,128669631.000000,107193429.000000,83.309036,384205.838710,4975.607157,1608.000000,35.481024,229.000000
2012, 彰化縣,26.000000,542.000000,20.846154,109238201.000000,80039414.000000,73.270535,147674.195572,3847.909280,-,-,328.000000
2012, 南投縣,13.000000,272.000000,20.923077,28705804.000000,23414912.000000,81.568564,86084.235294,4826.271832,8960.000000,197.269925,204.000000
2012, 雲林縣,20.000000,422.000000,21.100000,68385129.000000,50748750.000000,74.210213,120257.701422,4993.732043,5174.000000,77.455090,116.000000
2012, 嘉義縣,18.000000,353.000000,19.611111,54645812.000000,42748124.000000,78.227631,121099.501416,5618.345285,-,-,245.000000
2012, 屏東縣,33.000000,457.000000,13.848485,186918517.000000,160927459.000000,86.094980,352138.859956,4736.335514,7238.000000,93.671541,330.000000
2012, 臺東縣,16.000000,152.000000,9.500000,60248819.000000,50453658.000000,83.742153,331931.960526,8110.344039,1677.000000,69.154639,45.000000
2012, 花蓮縣,13.000000,174.000000,13.384615,67889733.000000,51018435.000000,75.148970,293209.396552,5285.997012,3085.000000,97.410799,83.000000
2012, 澎湖縣,6.000000,91.000000,15.166667,47448816.000000,42856358.000000,90.321238,470948.989011,10736.326531,525.000000,63.405797,70.000000
2012, 基隆市,7.000000,144.000000,20.571429,8110612.000000,6301064.000000,77.689131,43757.388889,5909.539283,3544.000000,132.189482,63.000000
2012, 新竹市,3.000000,114.000000,38.000000,18836128.000000,9638546.000000,51.170527,84548.649123,4132.605550,4505.000000,190.325306,74.000000
2012, 嘉義市,2.000000,69.000000,34.500000,9573076.000000,5949300.000000,62.146169,86221.739130,3921.768194,5041.000000,296.529412,38.000000
2012, 金門縣,6.000000,98.000000,16.333333,18669224.000000,10812241.000000,57.914785,110328.989796,12312.580071,106.000000,18.563923,15.000000
2012, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,20341.240194,-,-,2.000000
2013, 總計,368.000000,6723.000000,18.269022,1695341510.000000,1145327039.000000,67.557305,170359.517924,6556.433879,145820.000000,93.529517,3433.000000
2013, 臺灣地區,358.000000,6602.000000,18.441341,1677428889.000000,1135462285.000000,67.690636,171987.622690,6522.414824,145713.000000,93.826183,3416.000000
2013, 新北市,29.000000,442.000000,15.241379,138344057.000000,75975555.000000,54.917831,171890.395928,5295.322637,14002.000000,67.492529,246.000000
2013, 臺北市,12.000000,347.000000,28.916667,17765945.000000,10796578.000000,60.771200,31114.057637,14970.548956,21269.000000,129.855303,19.000000
2013, 桃園市,13.000000,239.000000,18.384615,182912248.000000,94795997.000000,51.825943,396635.970711,3276.819113,10610.000000,96.700693,198.000000
2013, 臺中市,29.000000,594.000000,20.482759,102411211.000000,43454192.000000,42.431089,73155.205387,4409.217841,17963.000000,118.661646,310.000000
2013, 臺南市,37.000000,675.000000,18.243243,177991832.000000,126497753.000000,71.069415,187404.078519,5034.457919,14462.000000,103.145282,428.000000
2013, 高雄市,38.000000,807.000000,21.236842,37373462.000000,26262352.000000,70.270054,32543.187113,9333.572365,18367.000000,95.279348,226.000000
2013, 宜蘭縣,12.000000,236.000000,19.666667,85137026.000000,59635359.000000,70.046326,252692.199153,4662.552028,2950.000000,83.545738,123.000000
2013, 新竹縣,13.000000,182.000000,14.000000,143971604.000000,78453203.000000,54.492137,431061.554945,5035.760788,2388.000000,67.937411,142.000000
2013, 苗栗縣,18.000000,279.000000,15.500000,83932301.000000,60407955.000000,71.972237,216515.967742,5518.194293,1697.000000,36.338330,233.000000
2013, 彰化縣,26.000000,542.000000,20.846154,118850581.000000,87572952.000000,73.683234,161573.712177,3734.877677,-,-,277.000000
2013, 南投縣,13.000000,272.000000,20.923077,29712025.000000,24512544.000000,82.500415,90119.647059,4886.446929,8979.000000,194.476933,165.000000
2013, 雲林縣,20.000000,423.000000,21.150000,68612103.000000,52090798.000000,75.920713,123146.094563,5487.061799,5461.000000,80.014652,120.000000
2013, 嘉義縣,18.000000,355.000000,19.722222,94773279.000000,76831789.000000,81.069042,216427.574648,5806.713756,-,-,233.000000
2013, 屏東縣,33.000000,459.000000,13.909091,155601111.000000,121296292.000000,77.953359,264262.074074,4714.620159,7199.000000,94.673856,338.000000
2013, 臺東縣,16.000000,153.000000,9.562500,64538857.000000,57010192.000000,88.334679,372615.633987,8330.389981,1787.000000,75.816716,48.000000
2013, 花蓮縣,13.000000,174.000000,13.384615,88129063.000000,77706832.000000,88.173900,446590.988506,5590.851414,3164.000000,98.138958,63.000000
2013, 澎湖縣,6.000000,91.000000,15.166667,45085815.000000,38107578.000000,84.522323,418764.593407,10475.369273,479.000000,60.941476,65.000000
2013, 基隆市,7.000000,144.000000,20.571429,12008343.000000,9770509.000000,81.364340,67850.756944,5530.379607,3761.000000,132.897527,63.000000
2013, 新竹市,3.000000,114.000000,38.000000,18969078.000000,7892854.000000,41.609054,69235.561404,4845.462619,5693.000000,224.753257,81.000000
2013, 嘉義市,2.000000,74.000000,37.000000,11308948.000000,6391001.000000,56.512781,86364.878378,4400.861846,5482.000000,296.164236,38.000000
2013, 金門縣,6.000000,101.000000,16.833333,17912621.000000,9864754.000000,55.071528,97670.831683,12087.963597,107.000000,19.669118,15.000000
2013, 連江縣,4.000000,20.000000,5.000000,-,-,-,-,18746.751864,-,-,2.000000
2014, 總計,368.000000,6761.000000,18.372283,1963846517.000000,1395936454.000000,71.081749,206468.932702,6668.961851,152963.000000,93.310519,3489.000000
2014, 臺灣地區,358.000000,6636.000000,18.536313,1951343547.000000,1388779966.000000,71.170449,209279.681435,6633.528017,152848.000000,93.639076,3475.000000
2014, 新北市,29.000000,444.000000,15.310345,163607585.000000,113492350.000000,69.368636,255613.400901,5370.886750,14921.000000,68.023706,262.000000
2014, 臺北市,12.000000,343.000000,28.583333,19046580.000000,11307967.000000,59.370065,32967.833819,14677.620434,21457.000000,124.917040,17.000000
2014, 桃園市,13.000000,242.000000,18.615385,194180019.000000,104551815.000000,53.842726,432032.293388,3536.538926,11679.000000,98.523705,335.000000
2014, 臺中市,29.000000,598.000000,20.620690,100577053.000000,44600096.000000,44.344206,74582.100334,4913.908264,19107.000000,119.658066,311.000000
2014, 臺南市,37.000000,677.000000,18.297297,169630328.000000,118915514.000000,70.102744,175650.685377,5024.747498,14852.000000,103.210563,367.000000
2014, 高雄市,38.000000,811.000000,21.342105,125691624.000000,71217669.000000,56.660632,87814.635018,9551.937993,19351.000000,95.409723,222.000000
