"年度","縣市","低收入戶人口數","低收入戶人口數占該縣(市)人口比率","急難救助人次","急難救助金額","接受急難救助平均每一人次金額","急難救助金額占總決算比率","醫療補助人次","醫療補助金額","接受醫療補助平均每一人次金額","醫療補助金額占該縣(市)總決算比率","災害救助受災人數","災害救助金額","災害救助金額占總決算比率"
2011, 屏東縣,19818.000000,2.290000,511.000000,1650721.000000,3230.373777,0.004586,117.000000,972772.000000,8314.290598,0.002703,-,3650000.000000,0.010141
2011, 臺東縣,12737.000000,5.580000,178.000000,2279887.000000,12808.353933,0.016162,193.000000,3479376.000000,18027.854922,0.024665,1.000000,895000.000000,0.006344
2011, 花蓮縣,6696.000000,1.990000,287.000000,1992171.000000,6941.362369,0.012047,135.000000,462121.000000,3423.118519,0.002794,-,1485000.000000,0.008980
2011, 澎湖縣,3034.000000,3.120000,1039.000000,4210899.000000,4052.838306,0.050145,81.000000,2214831.000000,27343.592593,0.026375,-,-,-
2011, 基隆市,5163.000000,1.360000,5421.000000,11587705.000000,2137.558569,0.065803,19.000000,226144.000000,11902.315789,0.001284,2.000000,745000.000000,0.004231
2011, 新竹市,3819.000000,0.910000,247.000000,1307125.000000,5292.004049,0.008438,83.000000,853716.000000,10285.734940,0.005511,-,400000.000000,0.002582
2011, 嘉義市,2431.000000,0.900000,676.000000,3014703.000000,4459.619822,0.026833,47.000000,448808.000000,9549.106383,0.003995,-,595000.000000,0.005296
2011, 金門縣,601.000000,0.580000,103.000000,1261927.000000,12251.718447,0.010410,15.000000,1041627.000000,69441.800000,0.008593,-,-,-
2011, 連江縣,121.000000,1.200000,9.000000,146388.000000,16265.333333,0.004317,5.000000,104494.000000,20898.800000,0.003082,-,-,-
2012, 總計,357446.000000,1.530000,46978.000000,269103281.000000,5728.283047,0.026980,5013.000000,71755699.000000,14313.923599,0.007194,4747.000000,173625676.000000,0.017408
2012, 臺灣地區,356649.000000,1.540000,46866.000000,267789145.000000,5713.932168,0.027219,4965.000000,70468354.000000,14193.021954,0.007163,4747.000000,173625676.000000,0.017648
2012, 新北市,61085.000000,1.550000,3501.000000,30459370.000000,8700.191374,0.020324,511.000000,11507217.000000,22519.015656,0.007678,18.000000,14820000.000000,0.009889
2012, 臺北市,51282.000000,1.920000,5279.000000,20994436.000000,3976.972154,0.011924,2159.000000,18754174.000000,8686.509495,0.010651,129.000000,7163356.000000,0.004068
2012, 桃園市,15185.000000,0.750000,5154.000000,35723815.000000,6931.279589,0.061494,106.000000,1935519.000000,18259.613208,0.003332,418.000000,56093640.000000,0.096557
2012, 臺中市,30645.000000,1.140000,4280.000000,24914821.000000,5821.219860,0.024944,170.000000,7457148.000000,43865.576471,0.007466,657.000000,8690000.000000,0.008700
2012, 臺南市,26229.000000,1.390000,4668.000000,29350056.000000,6287.501285,0.035539,588.000000,7363486.000000,12522.935374,0.008916,359.000000,7215000.000000,0.008737
2012, 高雄市,59935.000000,2.160000,6271.000000,24737630.000000,3944.766385,0.019808,78.000000,1583858.000000,20305.871795,0.001268,2197.000000,4212505.000000,0.003373
2012, 宜蘭縣,7391.000000,1.610000,1069.000000,5206500.000000,4870.439663,0.026982,50.000000,1328566.000000,26571.320000,0.006885,1.000000,1140000.000000,0.005908
2012, 新竹縣,5650.000000,1.080000,305.000000,2962762.000000,9713.973770,0.013292,77.000000,1490459.000000,19356.610390,0.006687,-,1175000.000000,0.005271
2012, 苗栗縣,7887.000000,1.400000,3222.000000,22374759.000000,6944.369646,0.080095,51.000000,928704.000000,18209.882353,0.003324,1.000000,1460000.000000,0.005226
2012, 彰化縣,10329.000000,0.790000,3336.000000,20351298.000000,6100.508993,0.051555,60.000000,2042261.000000,34037.683333,0.005174,24.000000,1767485.000000,0.004478
2012, 南投縣,8780.000000,1.690000,1280.000000,10163200.000000,7940.000000,0.046990,197.000000,1361011.000000,6908.685279,0.006293,6.000000,2320000.000000,0.010727
2012, 雲林縣,12292.000000,1.730000,1201.000000,15013921.000000,12501.183181,0.060700,145.000000,4195925.000000,28937.413793,0.016964,3.000000,1810000.000000,0.007318
2012, 嘉義縣,3753.000000,0.700000,159.000000,1588965.000000,9993.490566,0.007230,116.000000,1801538.000000,15530.500000,0.008197,5.000000,2285000.000000,0.010396
2012, 屏東縣,19102.000000,2.230000,466.000000,1259466.000000,2702.716738,0.003837,58.000000,584660.000000,10080.344828,0.001781,223.000000,43875000.000000,0.133655
2012, 臺東縣,13816.000000,6.110000,169.000000,1383332.000000,8185.396450,0.009736,165.000000,2923230.000000,17716.545455,0.020573,9.000000,6905000.000000,0.048596
2012, 花蓮縣,7006.000000,2.090000,220.000000,1935975.000000,8799.886364,0.011829,147.000000,496519.000000,3377.680272,0.003034,675.000000,4035000.000000,0.024654
2012, 澎湖縣,3826.000000,3.870000,992.000000,4033899.000000,4066.430444,0.046119,100.000000,2648109.000000,26481.090000,0.030276,1.000000,115000.000000,0.001315
2012, 基隆市,5568.000000,1.480000,4019.000000,9065105.000000,2255.562329,0.055893,24.000000,216992.000000,9041.333333,0.001338,10.000000,1253690.000000,0.007730
2012, 新竹市,4131.000000,0.970000,469.000000,2491420.000000,5312.196162,0.015230,114.000000,1169344.000000,10257.403509,0.007148,10.000000,4810000.000000,0.029403
2012, 嘉義市,2757.000000,1.020000,806.000000,3778415.000000,4687.859801,0.036453,49.000000,679634.000000,13870.081633,0.006557,1.000000,2480000.000000,0.023927
2012, 金門縣,673.000000,0.590000,104.000000,1165936.000000,11210.923077,0.011082,43.000000,1255529.000000,29198.348837,0.011933,-,-,-
2012, 連江縣,124.000000,1.100000,8.000000,148200.000000,18525.000000,0.004824,5.000000,31816.000000,6363.200000,0.001036,-,-,-
2013, 總計,361765.000000,1.550000,40961.000000,246688235.000000,6022.514953,0.024979,4322.000000,80407028.000000,18604.124942,0.008142,7281.000000,88534273.000000,0.008965
2013, 臺灣地區,361034.000000,1.550000,40818.000000,244484297.000000,5989.619702,0.025113,4274.000000,79567190.000000,18616.562939,0.008173,7236.000000,88113273.000000,0.009051
2013, 新北市,61349.000000,1.550000,2934.000000,27139943.000000,9250.150988,0.018493,569.000000,15412448.000000,27086.903339,0.010502,782.000000,4760000.000000,0.003244
2013, 臺北市,50649.000000,1.890000,4344.000000,16475296.000000,3792.655617,0.009715,1325.000000,16192189.000000,12220.520000,0.009548,26.000000,6511700.000000,0.003840
2013, 桃園市,15568.000000,0.760000,4321.000000,30852616.000000,7140.156445,0.053437,74.000000,1019430.000000,13776.081081,0.001766,319.000000,4585000.000000,0.007941
2013, 臺中市,38708.000000,1.430000,3585.000000,21435404.000000,5979.192190,0.019569,272.000000,11908339.000000,43780.658088,0.010871,274.000000,11321481.000000,0.010336
2013, 臺南市,26078.000000,1.380000,3820.000000,23255571.000000,6087.845812,0.029847,493.000000,7115271.000000,14432.598377,0.009132,265.000000,7960821.000000,0.010217
2013, 高雄市,59985.000000,2.160000,5122.000000,22228672.000000,4339.842249,0.018209,139.000000,3943514.000000,28370.604317,0.003230,2216.000000,13895000.000000,0.011383
2013, 宜蘭縣,7027.000000,1.530000,963.000000,5250800.000000,5452.544133,0.026547,46.000000,1305087.000000,28371.456522,0.006598,295.000000,500000.000000,0.002528
2013, 新竹縣,5580.000000,1.050000,312.000000,3302689.000000,10585.541667,0.016374,44.000000,875146.000000,19889.681818,0.004339,1415.000000,1245000.000000,0.006173
2013, 苗栗縣,7711.000000,1.360000,3198.000000,23737241.000000,7422.526892,0.088104,43.000000,702051.000000,16326.767442,0.002606,264.000000,3510000.000000,0.013028
2013, 彰化縣,10557.000000,0.810000,2716.000000,20311820.000000,7478.578792,0.052225,61.000000,2379018.000000,39000.295082,0.006117,35.000000,7055000.000000,0.018139
2013, 南投縣,8486.000000,1.640000,1170.000000,8585576.000000,7338.099145,0.038527,213.000000,1362699.000000,6397.647887,0.006115,196.000000,3180000.000000,0.014270
2013, 雲林縣,12108.000000,1.710000,1275.000000,15692146.000000,12307.565490,0.061367,246.000000,4896387.000000,19904.012195,0.019148,240.000000,5545000.000000,0.021685
2013, 嘉義縣,3850.000000,0.730000,150.000000,1381632.000000,9210.880000,0.006295,97.000000,1622008.000000,16721.731959,0.007391,288.000000,9755000.000000,0.044448
2013, 屏東縣,16934.000000,1.990000,219.000000,734175.000000,3352.397260,0.002326,87.000000,1272845.000000,14630.402299,0.004032,429.000000,1350000.000000,0.004276
2013, 臺東縣,14142.000000,6.290000,180.000000,1562874.000000,8682.633333,0.011216,168.000000,2815889.000000,16761.244048,0.020209,168.000000,1460000.000000,0.010478
2013, 花蓮縣,6728.000000,2.010000,308.000000,3008120.000000,9766.623377,0.017738,80.000000,388024.000000,4850.300000,0.002288,-,220000.000000,0.001297
2013, 澎湖縣,3150.000000,3.140000,1078.000000,4163798.000000,3862.521336,0.045977,107.000000,2015994.000000,18841.065421,0.022261,-,160000.000000,0.001767
2013, 基隆市,6105.000000,1.630000,3832.000000,8974072.000000,2341.876827,0.055850,23.000000,274703.000000,11943.608696,0.001710,20.000000,2894271.000000,0.018013
2013, 新竹市,3876.000000,0.900000,496.000000,2606617.000000,5255.276210,0.016084,133.000000,3235285.000000,24325.451128,0.019964,2.000000,1300000.000000,0.008022
2013, 嘉義市,2443.000000,0.900000,795.000000,3785235.000000,4761.301887,0.035863,54.000000,830863.000000,15386.351852,0.007872,2.000000,905000.000000,0.008574
2013, 金門縣,621.000000,0.510000,133.000000,1966113.000000,14782.804511,0.018150,30.000000,742432.000000,24747.733333,0.006854,45.000000,257000.000000,0.002372
2013, 連江縣,110.000000,0.900000,10.000000,237825.000000,23782.500000,0.007369,18.000000,97406.000000,5411.444444,0.003018,-,164000.000000,0.005082
2014, 總計,357722.000000,1.530000,42232.000000,253490910.000000,6002.342063,0.025361,4260.000000,89873426.000000,21097.048357,0.008991,3642.000000,48160640.000000,0.004818
2014, 臺灣地區,356995.000000,1.530000,42152.000000,252228077.000000,5983.774839,0.025604,4238.000000,89373550.000000,21088.614913,0.009073,3642.000000,48137640.000000,0.004887
2014, 新北市,57197.000000,1.440000,2979.000000,26339505.000000,8841.727090,0.017051,475.000000,16515720.000000,34769.936842,0.010692,20.000000,6000000.000000,0.003884
2014, 臺北市,50021.000000,1.850000,4226.000000,17186415.000000,4066.827970,0.010260,1303.000000,20517014.000000,15745.981581,0.012249,45.000000,4060000.000000,0.002424
2014, 桃園市,17361.000000,0.840000,4596.000000,29789520.000000,6481.618799,0.047465,21.000000,524941.000000,24997.190476,0.000836,47.000000,560000.000000,0.000892
2014, 臺中市,40408.000000,1.490000,3507.000000,20752237.000000,5917.375820,0.019789,382.000000,15793224.000000,41343.518325,0.015060,142.000000,5337640.000000,0.005090
2014, 臺南市,25455.000000,1.350000,3811.000000,24069080.000000,6315.686172,0.032738,511.000000,7760687.000000,15187.254403,0.010556,66.000000,3050000.000000,0.004148
2014, 高雄市,59301.000000,2.130000,5081.000000,22050471.000000,4339.789608,0.017464,227.000000,5951331.000000,26217.317181,0.004713,2123.000000,7190000.000000,0.005694
2014, 宜蘭縣,6623.000000,1.440000,1012.000000,5425000.000000,5360.671937,0.027438,79.000000,1691084.000000,21406.126582,0.008553,4.000000,1630000.000000,0.008244
2014, 新竹縣,5196.000000,0.970000,358.000000,3665070.000000,10237.625698,0.015832,40.000000,397732.000000,9943.300000,0.001718,-,525000.000000,0.002268
2014, 苗栗縣,7568.000000,1.330000,3815.000000,25091522.000000,6577.069987,0.094844,26.000000,614909.000000,23650.346154,0.002324,1.000000,1650000.000000,0.006237
2014, 彰化縣,10626.000000,0.820000,2601.000000,21492250.000000,8263.071895,0.052159,90.000000,4089978.000000,45444.200000,0.009926,11.000000,6320000.000000,0.015338
2014, 南投縣,8220.000000,1.600000,1072.000000,8745850.000000,8158.442164,0.040319,263.000000,1583295.000000,6020.133080,0.007299,6.000000,2260000.000000,0.010419
2014, 雲林縣,12505.000000,1.770000,1384.000000,18741062.000000,13541.229769,0.070370,130.000000,3201690.000000,24628.384615,0.012022,1.000000,740000.000000,0.002779
2014, 嘉義縣,3861.000000,0.740000,138.000000,1372803.000000,9947.847826,0.006266,109.000000,1809803.000000,16603.697248,0.008260,4.000000,1340000.000000,0.006116
2014, 屏東縣,16779.000000,1.980000,170.000000,623055.000000,3665.029412,0.002006,58.000000,1042045.000000,17966.293103,0.003355,98.000000,1020000.000000,0.003284
2014, 臺東縣,13629.000000,6.070000,147.000000,1215879.000000,8271.285714,0.008555,148.000000,2989416.000000,20198.756757,0.021033,156.000000,1775000.000000,0.012488
2014, 花蓮縣,7437.000000,2.230000,273.000000,2588966.000000,9483.391941,0.015148,83.000000,435356.000000,5245.253012,0.002547,911.000000,1420000.000000,0.008309
2014, 澎湖縣,2712.000000,2.670000,1230.000000,4837255.000000,3932.727642,0.057751,97.000000,1650869.000000,17019.268041,0.019709,-,60000.000000,0.000716
2014, 基隆市,5616.000000,1.510000,4281.000000,10636496.000000,2484.582107,0.063822,15.000000,365721.000000,24381.400000,0.002194,-,210000.000000,0.001260
2014, 新竹市,3891.000000,0.900000,621.000000,3360530.000000,5411.481481,0.019946,90.000000,1756780.000000,19519.777778,0.010427,5.000000,1620000.000000,0.009615
2014, 嘉義市,2589.000000,0.960000,850.000000,4287611.000000,5044.248235,0.040293,91.000000,681955.000000,7494.010989,0.006409,2.000000,1370000.000000,0.012875
2014, 金門縣,612.000000,0.480000,64.000000,806278.000000,12598.093750,0.007065,19.000000,487429.000000,25654.157895,0.004271,-,-,-
2014, 連江縣,115.000000,0.920000,16.000000,414055.000000,25878.437500,0.013659,3.000000,12447.000000,4149.000000,0.000411,-,23000.000000,0.000759
