"年度","縣市","家庭收支-平均戶內人口數","家庭收支-平均每戶就業人數","家庭收支-平均每戶全年經常性支出","家庭收支-平均每戶全年經常性收入","家庭收支-平均每戶可支配所得","家庭收支-平均每戶消費支出","家庭收支-平均每戶儲蓄額","家庭收支-平均消費傾向","家庭收支-平均儲蓄傾向","家庭現代化設備(每百戶擁有數)-有線電視頻道設備","家庭現代化設備(每百戶擁有數)-行動電話","家庭現代化設備(每百戶擁有數)-冷暖氣機","家庭現代化設備(每百戶擁有數)-汽車","家庭現代化設備(每百戶擁有數)-家用電腦","家庭現代化設備(每百戶擁有數)-彩色電視機","家庭現代化設備(每百戶擁有數)-報紙","家庭現代化設備(每百戶擁有數)-電話機","家庭現代化設備(每百戶擁有數)-機車","家庭收支-自有住宅比率","每戶可支配所得中位數","平均每人每年可支配所得","平均每人居住面積","平均每戶書報雜誌文具支出占消費支出比率","飲食費(含家外食物)占消費支出比率","飲食費(不含家外食物)占消費支出比率"
2014, 臺灣地區,3.150000,1.450000,956246.000000,1213703.000000,956849.000000,755169.000000,201680.000000,78.920000,21.080000,87.300000,236.880000,226.740000,69.680000,102.660000,157.250000,15.150000,101.040000,150.270000,84.010000,830188.000000,303762.000000,14.010000,0.670000,24.740000,14.990000
2014, 新北市,3.250000,1.510000,960271.000000,1211399.000000,947670.000000,760951.000000,186719.000000,80.300000,19.700000,94.040000,256.960000,240.820000,52.050000,111.420000,153.530000,10.040000,103.530000,140.700000,83.020000,855547.000000,291591.000000,10.120000,0.740000,24.330000,14.030000
2014, 臺北市,3.130000,1.340000,1297477.000000,1684110.000000,1292604.000000,1014262.000000,278341.000000,78.470000,21.530000,99.360000,255.910000,248.930000,53.500000,129.850000,152.010000,19.840000,114.190000,89.730000,81.460000,1128223.000000,412973.000000,10.200000,0.620000,21.680000,14.550000
2014, 桃園市,3.460000,1.650000,1060476.000000,1365949.000000,1088867.000000,821381.000000,267487.000000,75.430000,24.570000,88.870000,263.810000,240.800000,89.640000,120.720000,156.950000,11.670000,96.400000,153.630000,85.950000,950869.000000,314701.000000,14.070000,0.610000,25.630000,15.670000
2014, 臺中市,3.150000,1.470000,983209.000000,1205058.000000,955599.000000,786285.000000,169314.000000,82.280000,17.720000,87.220000,239.050000,213.050000,86.070000,109.360000,161.100000,17.350000,97.940000,166.120000,79.140000,831976.000000,303365.000000,16.180000,0.790000,24.360000,13.940000
2014, 臺南市,3.120000,1.530000,836829.000000,1029059.000000,829957.000000,674797.000000,155160.000000,81.310000,18.690000,82.260000,229.430000,216.960000,75.500000,94.660000,155.540000,20.810000,99.250000,178.710000,85.340000,744965.000000,266012.000000,15.450000,0.630000,27.410000,16.430000
2014, 高雄市,3.050000,1.440000,916933.000000,1170138.000000,917659.000000,722305.000000,195354.000000,78.710000,21.290000,92.380000,229.540000,238.000000,65.110000,100.900000,162.290000,14.110000,98.640000,182.740000,84.410000,786519.000000,300872.000000,15.850000,0.610000,27.270000,14.730000
2014, 宜蘭縣,3.170000,1.300000,907028.000000,1103790.000000,902604.000000,738296.000000,164307.000000,81.800000,18.200000,76.910000,232.520000,241.380000,80.160000,80.470000,176.000000,12.660000,95.910000,157.240000,84.540000,749418.000000,284733.000000,14.960000,0.550000,24.280000,16.420000
2014, 新竹縣,3.490000,1.650000,1181434.000000,1476722.000000,1108941.000000,900922.000000,208019.000000,81.240000,18.760000,88.060000,254.950000,250.960000,111.570000,118.590000,177.080000,13.740000,96.090000,155.750000,86.630000,1026445.000000,317748.000000,17.520000,0.570000,22.590000,12.060000
2014, 苗栗縣,3.390000,1.530000,836317.000000,1144918.000000,913472.000000,649705.000000,263766.000000,71.120000,28.880000,92.190000,235.390000,232.470000,102.540000,82.520000,184.980000,18.800000,101.140000,161.440000,93.990000,818360.000000,269461.000000,17.020000,0.510000,23.330000,16.230000
2014, 彰化縣,3.310000,1.540000,751577.000000,970387.000000,783460.000000,594464.000000,188995.000000,75.880000,24.120000,69.800000,222.790000,206.850000,84.650000,80.830000,148.680000,17.870000,100.820000,171.010000,88.630000,686931.000000,236695.000000,15.910000,0.870000,25.700000,17.520000
2014, 南投縣,3.030000,1.370000,698397.000000,958141.000000,782566.000000,561412.000000,221154.000000,71.740000,28.260000,68.790000,207.650000,136.650000,81.040000,70.690000,151.530000,12.650000,96.970000,140.800000,84.490000,661079.000000,258273.000000,17.510000,0.610000,25.200000,17.870000
2014, 雲林縣,2.850000,1.290000,653538.000000,887400.000000,730035.000000,518443.000000,211592.000000,71.020000,28.980000,62.120000,186.810000,212.480000,65.960000,61.270000,150.270000,12.760000,98.370000,149.160000,85.670000,610623.000000,256153.000000,16.930000,0.690000,23.260000,15.220000
2014, 嘉義縣,2.770000,1.250000,689122.000000,816463.000000,667933.000000,567649.000000,100284.000000,84.990000,15.010000,56.740000,180.960000,169.830000,60.600000,58.430000,143.790000,14.580000,99.570000,139.360000,85.610000,541422.000000,241131.000000,16.740000,0.650000,29.340000,19.710000
2014, 屏東縣,2.840000,1.350000,681122.000000,863173.000000,699548.000000,547989.000000,151559.000000,78.330000,21.670000,77.400000,192.180000,200.700000,60.240000,59.540000,151.580000,15.050000,94.560000,169.110000,89.670000,625832.000000,246320.000000,17.150000,0.690000,28.050000,15.360000
2014, 臺東縣,2.580000,1.170000,617046.000000,857616.000000,697540.000000,494037.000000,203503.000000,70.830000,29.170000,79.340000,172.150000,162.590000,61.020000,52.720000,147.320000,13.830000,93.640000,134.950000,85.310000,554132.000000,270364.000000,17.860000,0.530000,23.360000,15.420000
2014, 花蓮縣,2.640000,1.080000,692524.000000,884098.000000,715443.000000,547353.000000,168090.000000,76.510000,23.490000,72.860000,190.240000,176.050000,71.280000,58.380000,153.470000,13.480000,89.450000,125.030000,83.530000,568505.000000,271001.000000,16.220000,0.430000,23.740000,15.750000
2014, 澎湖縣,2.630000,1.040000,704959.000000,961641.000000,771376.000000,543641.000000,227734.000000,70.480000,29.520000,81.830000,182.510000,185.990000,49.930000,55.720000,161.660000,18.410000,98.050000,142.790000,86.460000,600103.000000,293299.000000,15.270000,0.580000,24.290000,16.750000
2014, 基隆市,2.800000,1.160000,845769.000000,1005690.000000,804007.000000,692416.000000,111591.000000,86.120000,13.880000,96.830000,220.140000,192.550000,36.870000,94.760000,159.030000,10.420000,99.100000,95.000000,81.840000,705394.000000,287145.000000,11.410000,0.620000,26.930000,18.330000
2014, 新竹市,3.360000,1.460000,1367376.000000,1648800.000000,1245600.000000,1036179.000000,209420.000000,83.190000,16.810000,92.170000,252.250000,277.790000,88.890000,159.150000,177.810000,22.980000,102.260000,177.700000,83.380000,1022792.000000,370714.000000,14.710000,0.610000,21.740000,13.050000
2014, 嘉義市,2.970000,1.260000,925899.000000,1188458.000000,958377.000000,726313.000000,232063.000000,75.790000,24.210000,84.230000,216.010000,226.790000,72.230000,93.820000,152.340000,19.700000,102.610000,170.520000,80.330000,884738.000000,322686.000000,15.860000,0.650000,27.010000,15.510000
2014, 金門縣,3.020000,1.160000,724527.000000,1112093.000000,883580.000000,563569.000000,320011.000000,63.780000,36.220000,83.850000,200.330000,230.130000,71.540000,78.270000,188.010000,24.690000,106.360000,118.620000,84.390000,731257.000000,292576.000000,20.080000,0.430000,27.090000,18.570000
2014, 連江縣,2.840000,1.550000,751750.000000,1204306.000000,967197.000000,546474.000000,420723.000000,56.500000,43.500000,101.220000,198.900000,204.190000,41.900000,76.670000,202.400000,10.180000,98.820000,78.710000,78.660000,839852.000000,340562.000000,14.160000,0.740000,25.120000,16.880000
