"年度","縣市","漁戶數","遠洋漁戶數","近海漁戶數","沿岸漁戶數","海面養殖漁戶數","內陸漁撈漁戶數","內陸養殖漁戶數","漁業生產量","遠洋漁業生產量","近海漁業生產量","沿岸漁業生產量","海面養殖漁業生產量","內陸漁撈漁業生產量","內陸養殖漁業生產量","漁戶率","遠洋漁戶數占總漁戶數比率","近海漁戶數占總漁戶數比率","沿岸漁戶數占總漁戶數比率","海面養殖漁戶數占總漁戶數比率","內陸漁撈漁戶數占總漁戶數比率","內陸養殖漁戶數占總漁戶數比率","遠洋漁業生產量占總漁業生產量比率","近海漁業生產量占總漁業生產量比率","沿岸漁業生產量占總漁業生產量比率","海面養殖漁業生產量占總漁業生產量比率","內陸漁撈漁業生產量占總漁業生產量比率","內陸養殖漁業生產量占總漁業生產量比率"
2006, 花蓮縣,708.000000,-,148.000000,319.000000,1.000000,3.000000,237.000000,10541.783000,-,529.369000,3483.795000,-,-,6528.619000,0.613635,-,20.903955,45.056497,0.141243,0.423729,33.474576,-,5.021627,33.047493,-,-,61.930880
2006, 澎湖縣,6852.000000,156.000000,4852.000000,1646.000000,109.000000,32.000000,57.000000,20579.800000,-,11571.100000,4993.700000,4015.000000,-,-,22.874311,2.276708,70.811442,24.022183,1.590776,0.467017,0.831874,-,56.225522,24.265056,19.509422,-,-
2006, 基隆市,1426.000000,418.000000,494.000000,514.000000,-,-,-,38272.150000,19311.200000,14397.550000,4563.400000,-,-,-,1.012669,29.312763,34.642356,36.044881,-,-,-,50.457578,37.618869,11.923553,-,-,-
2006, 新竹市,2490.000000,-,1104.000000,616.000000,695.000000,-,75.000000,11890.900000,-,4950.300000,6881.300000,21.000000,-,38.300000,1.949409,-,44.337349,24.738956,27.911647,-,3.012048,-,41.630995,57.870304,0.176606,-,0.322095
2006, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2006, 金門縣,3212.000000,-,566.000000,1771.000000,875.000000,-,-,787.218000,-,469.680000,60.600000,122.000000,-,135.000000,11.276110,-,17.621420,55.136986,27.241594,-,-,-,59.663270,7.697995,15.497613,-,17.148998
2006, 連江縣,449.000000,-,397.000000,52.000000,-,-,-,521.204000,-,388.301000,94.962000,38.000000,-,-,23.921151,-,88.418708,11.581292,-,-,-,-,74.500771,18.219737,7.290811,-,-
2007, 總計,127772.000000,5896.000000,28320.000000,52047.000000,6912.000000,3664.000000,30933.000000,975428.506830,460415.317000,135440.017020,54281.062810,35072.014000,241.466000,289979.630000,1.700804,4.614470,22.164480,40.734277,5.409636,2.867608,24.209529,47.201339,13.885181,5.564843,3.595549,0.024755,29.728435
2007, 臺灣地區,123807.000000,5896.000000,27313.000000,50009.000000,5992.000000,3664.000000,30933.000000,974102.506830,460415.317000,134619.017020,54110.062810,34888.014000,241.466000,289828.630000,1.654907,4.762251,22.060950,40.392708,4.839791,2.959445,24.984855,47.265592,13.819800,5.554863,3.581555,0.024789,29.753402
2007, 新北市,9307.000000,-,1754.000000,7472.000000,53.000000,1.000000,27.000000,13211.270000,-,7620.467000,5511.461000,-,-,79.342000,0.711083,-,18.846030,80.283657,0.569464,0.010745,0.290104,-,57.681563,41.717874,-,-,0.600563
2007, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007, 桃園市,2336.000000,-,357.000000,1851.000000,-,118.000000,10.000000,6355.266000,-,-,537.353000,-,0.016000,5817.897000,0.376853,-,15.282534,79.238014,-,5.051370,0.428082,-,-,8.455240,-,0.000252,91.544508
2007, 臺中市,511.000000,10.000000,371.000000,31.000000,-,66.000000,33.000000,1289.030000,-,1279.542000,-,-,-,9.488000,0.063524,1.956947,72.602740,6.066536,-,12.915851,6.457926,-,99.263943,-,-,-,0.736057
2007, 臺南市,18747.000000,46.000000,3827.000000,2456.000000,1242.000000,347.000000,10829.000000,73022.296320,-,1962.721720,4896.668600,5872.913000,-,60289.993000,3.072548,0.245373,20.413933,13.100763,6.625060,1.850963,57.763909,-,2.687839,6.705717,8.042630,-,82.563814
2007, 高雄市,35204.000000,4007.000000,7386.000000,19196.000000,-,38.000000,4577.000000,468229.694810,407340.569000,10074.681800,5178.985010,-,-,45635.459000,3.607315,11.382229,20.980570,54.527895,-,0.107942,13.001363,86.995885,2.151654,1.106078,-,-,9.746383
2007, 宜蘭縣,9019.000000,441.000000,3425.000000,4327.000000,-,-,826.000000,93269.164000,5819.001000,71422.754000,8582.337000,-,0.850000,7444.222000,6.138548,4.889677,37.975385,47.976494,-,-,9.158443,6.238933,76.577028,9.201687,-,0.000911,7.981440
2007, 新竹縣,289.000000,-,46.000000,48.000000,-,-,195.000000,3476.335000,-,-,655.620000,-,-,2820.715000,0.195753,-,15.916955,16.608997,-,-,67.474048,-,-,18.859517,-,-,81.140483
2007, 苗栗縣,4432.000000,-,261.000000,4155.000000,-,-,16.000000,1691.276000,-,22.958000,1578.826000,-,-,89.492000,2.716302,-,5.888989,93.750000,-,-,0.361011,-,1.357437,93.351174,-,-,5.291389
2007, 彰化縣,5286.000000,-,-,1300.000000,1120.000000,247.000000,2619.000000,29407.200000,-,-,663.400000,4579.800000,-,24164.000000,1.517810,-,-,24.593265,21.188044,4.672720,49.545970,-,-,2.255910,15.573737,-,82.170353
2007, 南投縣,2780.000000,-,-,-,-,2734.000000,46.000000,319.650000,-,-,-,-,145.800000,173.850000,1.693552,-,-,-,-,98.345324,1.654676,-,-,-,-,45.612389,54.387611
2007, 雲林縣,6374.000000,-,73.000000,900.000000,1466.000000,-,3935.000000,57378.564000,-,150.435000,262.280000,8635.710000,-,48330.139000,2.911007,-,1.145278,14.119862,22.999686,-,61.735174,-,0.262180,0.457105,15.050412,-,84.230304
2007, 嘉義縣,5884.000000,-,388.000000,690.000000,1317.000000,58.000000,3431.000000,63880.099000,-,1223.768000,485.301000,10402.990000,94.800000,51673.240000,3.483388,-,6.594154,11.726717,22.382733,0.985724,58.310673,-,1.915727,0.759706,16.285181,0.148403,80.890983
2007, 屏東縣,10213.000000,811.000000,2913.000000,2636.000000,4.000000,-,3849.000000,75070.896700,28512.947000,7714.195500,3748.781200,538.451000,-,34556.522000,3.825925,7.940860,28.522471,25.810242,0.039166,-,37.687261,37.981359,10.275880,4.993654,0.717257,-,46.031849
2007, 臺東縣,2701.000000,43.000000,541.000000,1915.000000,-,20.000000,182.000000,11036.591000,-,6250.700000,4308.200000,-,-,477.691000,3.467622,1.592003,20.029619,70.899667,-,0.740466,6.738245,-,56.636148,39.035604,-,-,4.328248
2007, 花蓮縣,709.000000,-,145.000000,328.000000,1.000000,3.000000,232.000000,11617.754000,-,128.774000,3267.600000,-,-,8221.380000,0.607197,-,20.451340,46.262341,0.141044,0.423131,32.722144,-,1.108424,28.125918,-,-,70.765657
2007, 澎湖縣,6304.000000,168.000000,4310.000000,1628.000000,109.000000,32.000000,57.000000,18381.830000,-,10177.330000,3357.050000,4847.450000,-,-,20.651925,2.664975,68.369289,25.824873,1.729061,0.507614,0.904188,-,55.366250,18.262872,26.370878,-,-
2007, 基隆市,1219.000000,370.000000,406.000000,443.000000,-,-,-,36841.890000,18742.800000,13841.290000,4257.800000,-,-,-,0.854599,30.352748,33.305989,36.341263,-,-,-,50.873612,37.569435,11.556953,-,-,-
2007, 新竹市,2492.000000,-,1110.000000,633.000000,680.000000,-,69.000000,9623.700000,-,2749.400000,6818.400000,10.700000,-,45.200000,1.910750,-,44.542536,25.401284,27.287319,-,2.768860,-,28.569053,70.850089,0.111184,-,0.469674
2007, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2007, 金門縣,3522.000000,-,612.000000,1990.000000,920.000000,-,-,694.000000,-,321.000000,81.000000,141.000000,-,151.000000,12.014327,-,17.376491,56.501988,26.121522,-,-,-,46.253602,11.671470,20.317003,-,21.757925
2007, 連江縣,443.000000,-,395.000000,48.000000,-,-,-,632.000000,-,500.000000,90.000000,43.000000,-,-,22.989102,-,89.164786,10.835214,-,-,-,-,79.113924,14.240506,6.803797,-,-
2008, 總計,134450.000000,5498.000000,28924.000000,62694.000000,5895.000000,3683.000000,27756.000000,907978.860000,395893.200000,133334.720000,47578.810000,37915.830000,197.610000,293056.890000,1.756191,4.089253,21.512830,46.629974,4.384530,2.739308,20.644106,43.601588,14.684782,5.240079,4.175849,0.021764,32.275739
2008, 臺灣地區,132648.000000,5498.000000,28476.000000,61754.000000,5481.000000,3683.000000,27756.000000,906756.990000,395893.200000,132593.540000,47365.990000,37764.740000,197.610000,292940.110000,1.739921,4.144804,21.467342,46.554792,4.131988,2.776521,20.924552,43.660342,14.622831,5.223670,4.164814,0.021793,32.306353
2008, 新北市,17462.000000,1.000000,2450.000000,14943.000000,38.000000,-,30.000000,12940.350000,-,6573.240000,6225.700000,55.980000,-,85.430000,1.302682,0.005727,14.030466,85.574390,0.217615,-,0.171802,-,50.796462,48.110754,0.432600,-,0.660183
2008, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2008, 桃園市,2606.000000,-,606.000000,1865.000000,-,125.000000,10.000000,5229.530000,-,200.640000,228.910000,-,-,4799.980000,0.409060,-,23.254029,71.565618,-,4.796623,0.383730,-,3.836674,4.377258,-,-,91.786069
2008, 臺中市,1005.000000,10.000000,259.000000,703.000000,-,-,33.000000,1453.720000,-,1445.000000,-,-,-,8.720000,0.122471,0.995025,25.771144,69.950249,-,-,3.283582,-,99.400160,-,-,-,0.599840
2008, 臺南市,12082.000000,7.000000,3108.000000,849.000000,592.000000,325.000000,7201.000000,64567.560000,-,1037.000000,3023.000000,5425.200000,-,55082.360000,1.946719,0.057937,25.724218,7.026982,4.899851,2.689952,59.601059,-,1.606070,4.681918,8.402362,-,85.309651
2008, 高雄市,39254.000000,3913.000000,7203.000000,22016.000000,175.000000,77.000000,5870.000000,401991.000000,344190.000000,9544.000000,4002.000000,-,-,44255.000000,3.958186,9.968411,18.349722,56.086004,0.445814,0.196158,14.953890,85.621320,2.374183,0.995545,-,-,11.008953
2008, 宜蘭縣,9251.000000,315.000000,3789.000000,4224.000000,-,-,923.000000,98780.410000,5982.000000,79008.000000,7309.000000,-,2.410000,6479.000000,6.173960,3.405037,40.957734,45.659929,-,-,9.977300,6.055857,79.983470,7.399240,-,0.002440,6.558993
2008, 新竹縣,399.000000,-,46.000000,157.000000,-,-,196.000000,3146.010000,-,-,384.090000,-,-,2761.920000,0.260979,-,11.528822,39.348371,-,-,49.122807,-,-,12.208798,-,-,87.791202
2008, 苗栗縣,5211.000000,-,1358.000000,3841.000000,-,-,12.000000,1450.930000,-,11.150000,1267.000000,-,-,172.780000,3.124850,-,26.060257,73.709461,-,-,0.230282,-,0.768473,87.323303,-,-,11.908224
2008, 彰化縣,5309.000000,-,-,1301.000000,1124.000000,302.000000,2582.000000,28210.880000,-,-,644.500000,4058.400000,-,23507.980000,1.500722,-,-,24.505557,21.171595,5.688454,48.634394,-,-,2.284580,14.385939,-,83.329481
2008, 南投縣,2780.000000,-,-,-,-,2734.000000,46.000000,293.910000,-,-,-,-,132.200000,161.910000,1.666767,-,-,-,-,98.345324,1.654676,-,-,-,-,44.979756,55.088292
2008, 雲林縣,5876.000000,-,68.000000,1352.000000,1286.000000,-,3170.000000,80655.800000,-,181.060000,275.650000,12078.920000,-,68120.170000,2.628683,-,1.157250,23.008850,21.885636,-,53.948264,-,0.224485,0.341761,14.975885,-,84.457869
2008, 嘉義縣,6211.000000,-,377.000000,877.000000,1525.000000,68.000000,3364.000000,62353.910000,-,1067.000000,431.000000,13759.910000,63.000000,47034.000000,3.618515,-,6.069876,14.120109,24.553212,1.094832,54.161971,-,1.711200,0.691216,22.067437,0.101036,75.430715
2008, 屏東縣,10098.000000,806.000000,2866.000000,2554.000000,4.000000,-,3868.000000,74797.970000,27524.000000,7852.000000,3778.000000,305.960000,-,35338.010000,3.743397,7.981779,28.381858,25.292137,0.039612,-,38.304615,36.797790,10.497611,5.050939,0.409049,-,47.244611
2008, 臺東縣,2580.000000,58.000000,505.000000,1807.000000,-,20.000000,190.000000,8504.450000,-,3799.100000,4330.000000,-,-,374.350000,3.278564,2.248062,19.573643,70.038760,-,0.775194,7.364341,-,44.671907,50.914521,-,-,4.401813
2008, 花蓮縣,674.000000,-,65.000000,461.000000,-,-,148.000000,7424.820000,-,204.020000,2481.000000,-,-,4738.800000,0.569098,-,9.643917,68.397626,-,-,21.958457,-,2.747811,33.414951,-,-,63.823769
2008, 澎湖縣,8274.000000,164.000000,3767.000000,4178.000000,92.000000,32.000000,41.000000,8391.160000,-,5006.650000,1312.440000,2071.070000,-,-,26.293377,1.982113,45.528161,50.495528,1.111917,0.386754,0.495528,-,59.665767,15.640746,24.681570,-,-
2008, 基隆市,1053.000000,224.000000,829.000000,-,-,-,-,35640.700000,18197.200000,13604.500000,3839.000000,-,-,-,0.730175,21.272555,78.727445,-,-,-,-,51.057359,38.171248,10.771393,-,-,-
2008, 新竹市,2523.000000,-,1180.000000,626.000000,645.000000,-,72.000000,10923.880000,-,3060.180000,7834.700000,9.300000,-,19.700000,1.883440,-,46.769719,24.811732,25.564804,-,2.853746,-,28.013673,71.720854,0.085135,-,0.180339
2008, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2008, 金門縣,1353.000000,-,52.000000,887.000000,414.000000,-,-,584.250000,-,256.370000,101.970000,109.130000,-,116.780000,4.510150,-,3.843311,65.558019,30.598670,-,-,-,43.880188,17.453145,18.678648,-,19.988019
2008, 連江縣,449.000000,-,396.000000,53.000000,-,-,-,637.620000,-,484.810000,110.850000,41.960000,-,-,22.676768,-,88.195991,11.804009,-,-,-,-,76.034315,17.384963,6.580722,-,-
2009, 總計,132544.000000,5367.000000,25921.000000,61332.000000,6129.000000,4170.000000,29625.000000,705366.157880,230802.229400,146340.738490,46013.168940,26964.811000,132.200000,255113.698000,1.698012,4.049221,19.556525,46.272936,4.624125,3.146125,22.351068,32.720911,20.746776,6.523303,3.822810,0.018742,36.167556
2009, 臺灣地區,130231.000000,5367.000000,25246.000000,60099.000000,5724.000000,4170.000000,29625.000000,704001.991780,230802.229400,145595.535290,45732.496040,26759.781000,132.200000,254980.438000,1.675624,4.121139,19.385553,46.147999,4.395267,3.202003,22.748040,32.784315,20.681125,6.496075,3.801095,0.018778,36.218710
2009, 新北市,17748.000000,1.000000,2790.000000,14919.000000,27.000000,-,11.000000,13156.648000,-,6602.825000,6035.793000,17.030000,-,502.000000,1.290512,0.005634,15.720081,84.060176,0.152130,-,0.061979,-,50.186225,45.876374,0.129440,-,3.815562
2009, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2009, 桃園市,2372.000000,-,359.000000,1871.000000,-,132.000000,10.000000,3517.906000,-,417.338500,61.567500,128.000000,-,2911.000000,0.362632,-,15.134907,78.878583,-,5.564924,0.421585,-,11.863265,1.750118,3.638528,-,82.748089
2009, 臺中市,1009.000000,10.000000,260.000000,704.000000,1.000000,-,34.000000,1378.250600,-,1370.861600,-,-,-,7.389000,0.120544,0.991080,25.768087,69.772052,0.099108,-,3.369673,-,99.463886,-,-,-,0.536114
2009, 臺南市,12693.000000,7.000000,707.000000,2138.000000,1232.000000,325.000000,8284.000000,58375.447800,-,963.731600,2544.811800,4813.962000,-,50052.877000,2.008748,0.055149,5.569999,16.843930,9.706137,2.560466,65.264319,-,1.650919,4.359387,8.246553,-,85.743029
2009, 高雄市,37054.000000,3866.000000,7285.000000,19535.000000,186.000000,64.000000,6118.000000,227274.201240,173633.736400,7587.100100,4422.546290,-,-,41630.818000,3.676900,10.433421,19.660495,52.720354,0.501970,0.172721,16.511038,76.398349,3.338302,1.945908,-,-,18.317441
2009, 宜蘭縣,8710.000000,132.000000,3095.000000,4755.000000,-,-,728.000000,103740.971000,5739.636000,87963.000000,6504.000000,-,-,3534.335000,5.732451,1.515499,35.533869,54.592423,-,-,8.358209,5.532661,84.790994,6.269461,-,-,3.406884
2009, 新竹縣,402.000000,-,47.000000,160.000000,-,-,195.000000,2008.455000,-,-,345.200000,-,-,1662.255000,0.254719,-,11.691542,39.800995,-,-,48.507463,-,-,17.187341,-,-,82.762870
2009, 苗栗縣,4694.000000,-,1174.000000,3520.000000,-,-,-,1669.501000,-,16.062000,1508.892000,-,-,144.547000,2.759488,-,25.010652,74.989348,-,-,-,-,0.962084,90.379820,-,-,8.658096
2009, 彰化縣,5106.000000,-,-,1119.000000,1139.000000,265.000000,2583.000000,27466.790000,-,-,628.000000,3725.100000,-,23113.690000,1.420934,-,-,21.915394,22.307090,5.189973,50.587544,-,-,2.286398,13.562196,-,84.151406
2009, 南投縣,3325.000000,-,-,-,-,3279.000000,46.000000,214.350000,-,-,-,-,92.400000,121.950000,1.964271,-,-,-,-,98.616541,1.383459,-,-,-,-,43.107068,56.892932
2009, 雲林縣,5992.000000,-,62.000000,1280.000000,1210.000000,-,3440.000000,69031.821000,-,63.860000,5867.260000,1667.444000,-,61433.257000,2.638241,-,1.034713,21.361816,20.193591,-,57.409880,-,0.092508,8.499356,2.415472,-,88.992665
2009, 嘉義縣,6352.000000,-,382.000000,885.000000,1530.000000,73.000000,3482.000000,51593.701140,-,1065.794690,404.961450,11741.145000,39.800000,38342.000000,3.644041,-,6.013854,13.932620,24.086902,1.149244,54.817380,-,2.065746,0.784905,22.756935,0.077141,74.315273
2009, 屏東縣,10163.000000,825.000000,2661.000000,2258.000000,4.000000,-,4415.000000,68775.328000,29282.757000,7738.658000,3603.913000,803.000000,-,27347.000000,3.699066,8.117682,26.183214,22.217849,0.039358,-,43.441897,42.577415,11.252084,5.240125,1.167570,-,39.762806
2009, 臺東縣,2576.000000,133.000000,528.000000,1823.000000,-,-,92.000000,6163.580000,-,3185.400000,2585.000000,-,-,393.180000,3.229851,5.163043,20.496894,70.768634,-,-,3.571429,-,51.681004,41.939912,-,-,6.379085
2009, 花蓮縣,548.000000,-,124.000000,335.000000,-,-,89.000000,5984.710000,-,112.586000,2099.484000,-,-,3772.640000,0.456987,-,22.627737,61.131387,-,-,16.240876,-,1.881227,35.080798,-,-,63.037975
2009, 澎湖縣,8274.000000,164.000000,3767.000000,4178.000000,92.000000,32.000000,41.000000,10605.803000,-,6228.886000,521.717000,3855.200000,-,-,24.971329,1.982113,45.528161,50.495528,1.111917,0.386754,0.495528,-,58.730923,4.919165,36.349911,-,-
2009, 基隆市,1059.000000,229.000000,830.000000,-,-,-,-,46095.978000,22146.100000,20058.478000,3891.400000,-,-,-,0.724667,21.624174,78.375826,-,-,-,-,48.043454,43.514595,8.441951,-,-,-
2009, 新竹市,2154.000000,-,1175.000000,619.000000,303.000000,-,57.000000,6948.550000,-,2220.200000,4707.950000,8.900000,-,11.500000,1.555179,-,54.549675,28.737233,14.066852,-,2.646240,-,31.951990,67.754424,0.128084,-,0.165502
2009, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2009, 金門縣,1872.000000,-,284.000000,1183.000000,405.000000,-,-,687.419100,-,234.407200,154.806900,164.945000,-,133.260000,5.907599,-,15.170940,63.194444,21.634615,-,-,-,34.099605,22.520017,23.994824,-,19.385554
2009, 連江縣,441.000000,-,391.000000,50.000000,-,-,-,676.747000,-,510.796000,125.866000,40.085000,-,-,21.459854,-,88.662132,11.337868,-,-,-,-,75.478133,18.598679,5.923188,-,-
2010, 總計,129744.000000,5255.000000,21990.000000,63518.000000,6053.000000,4291.000000,28637.000000,59341836.016320,256921.817360,128288.773720,34730.664930,41409.660970,76.790000,274286.027000,1.634668,4.050284,16.948761,48.956406,4.665341,3.307282,22.071926,0.432952,0.216186,0.058526,0.069782,0.000129,0.462214
2010, 臺灣地區,124186.000000,5255.000000,21288.000000,59222.000000,5493.000000,4291.000000,28637.000000,59115034.289030,256921.817360,127486.950920,34423.873530,41249.705970,76.790000,274214.547000,1.571489,4.231556,17.142029,47.688145,4.423204,3.455301,23.059765,0.434613,0.215659,0.058232,0.069779,0.000130,0.463866
2010, 新北市,18573.000000,-,2826.000000,15706.000000,27.000000,-,14.000000,14524.268000,-,7027.414000,7398.944000,26.470000,-,71.440000,1.321594,-,15.215636,84.563614,0.145372,-,0.075378,-,48.383946,50.941941,0.182247,-,0.491866
2010, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010, 桃園市,2514.000000,-,357.000000,1970.000000,-,176.000000,11.000000,2423.808100,-,-,442.948100,-,-,1980.860000,0.373287,-,14.200477,78.361177,-,7.000796,0.437550,-,-,18.274883,-,-,81.725117
2010, 臺中市,1310.000000,10.000000,272.000000,993.000000,1.000000,-,34.000000,1295.561900,-,1252.889900,21.035000,-,-,21.637000,0.153614,0.763359,20.763359,75.801527,0.076336,-,2.595420,-,96.706294,1.623620,-,-,1.670086
2010, 臺南市,12745.000000,8.000000,703.000000,2141.000000,1234.000000,328.000000,8331.000000,64051.257400,-,902.768700,1246.261700,6019.328000,-,55882.899000,1.990996,0.062770,5.515889,16.798745,9.682228,2.573558,65.366811,-,1.409447,1.945726,9.397673,-,87.247154
2010, 高雄市,31858.000000,3875.000000,5297.000000,17411.000000,-,37.000000,5238.000000,238553.668010,194978.190360,7159.241340,4448.833310,-,-,31967.403000,3.115718,12.163350,16.626907,54.651893,-,0.116140,16.441710,81.733470,3.001103,1.864919,-,-,13.400508
2010, 宜蘭縣,9376.000000,114.000000,2900.000000,5370.000000,1.000000,50.000000,941.000000,95025.715200,6176.385000,80985.608200,3525.090000,-,0.390000,4338.242000,6.087482,1.215870,30.930034,57.273891,0.010666,0.533276,10.036263,6.499699,85.224939,3.709617,-,0.000410,4.565335
2010, 新竹縣,401.000000,-,47.000000,161.000000,-,-,193.000000,5086.269000,-,-,264.559000,-,-,4821.710000,0.248702,-,11.720698,40.149626,-,-,48.129676,-,-,5.201435,-,-,94.798565
2010, 苗栗縣,2532.000000,-,-,2532.000000,-,-,-,1536.895000,-,16.763000,1200.173000,-,-,319.959000,1.465914,-,-,100.000000,-,-,-,-,1.090706,78.090761,-,-,20.818533
2010, 彰化縣,5051.000000,-,-,1208.000000,1140.000000,86.000000,2617.000000,28353.380000,-,-,614.400000,3889.700000,-,23849.280000,1.389837,-,-,23.916056,22.569788,1.702633,51.811522,-,-,2.166937,13.718647,-,84.114416
2010, 南投縣,3580.000000,-,-,-,-,3529.000000,51.000000,155.000000,-,-,-,-,73.900000,81.100000,2.097333,-,-,-,-,98.575419,1.424581,-,-,-,-,47.677419,52.322581
2010, 雲林縣,5368.000000,-,58.000000,1260.000000,1200.000000,-,2850.000000,81610.636000,-,340.250000,79.120000,13689.000000,-,67502.266000,2.337277,-,1.080477,23.472429,22.354694,-,53.092399,-,0.416919,0.096948,16.773549,-,82.712584
2010, 嘉義縣,6367.000000,-,387.000000,890.000000,1540.000000,75.000000,3475.000000,65876.836680,-,950.757560,401.069120,13733.850000,2.500000,50788.660000,3.609451,-,6.078216,13.978326,24.187215,1.177949,54.578294,-,1.443235,0.608817,20.847768,0.003795,77.096386
2010, 屏東縣,10208.000000,819.000000,2552.000000,2191.000000,3.000000,-,4643.000000,61026.665270,25862.842000,7215.725000,2388.154300,307.057970,-,25252.886000,3.686676,8.023119,25.000000,21.463558,0.029389,-,45.483934,42.379576,11.823889,3.913296,0.503154,-,41.380085
2010, 臺東縣,2549.000000,143.000000,531.000000,1788.000000,-,-,87.000000,7205.458000,-,3434.373000,2556.900000,-,-,1214.185000,3.169964,5.610043,20.831699,70.145155,-,-,3.413103,-,47.663493,35.485600,-,-,16.850907
2010, 花蓮縣,523.000000,-,127.000000,335.000000,-,-,61.000000,9172.851000,-,-,3296.931000,-,-,5875.920000,0.432578,-,24.282983,64.053537,-,-,11.663480,-,-,35.942271,-,-,64.057729
2010, 澎湖縣,7923.000000,42.000000,3158.000000,4629.000000,49.000000,10.000000,35.000000,9676.460220,-,5111.680220,777.280000,3577.100000,-,210.400000,23.167344,0.530102,39.858639,58.424839,0.618453,0.126215,0.441752,-,52.825931,8.032689,36.967030,-,2.174349
2010, 基隆市,1124.000000,244.000000,880.000000,-,-,-,-,44055.180000,29904.400000,11150.380000,3000.400000,-,-,-,0.763654,21.708185,78.291815,-,-,-,-,67.879418,25.310032,6.810550,-,-,-
2010, 新竹市,2184.000000,-,1193.000000,637.000000,298.000000,-,56.000000,4743.775000,-,1939.100000,2761.775000,7.200000,-,35.700000,1.537411,-,54.624542,29.166667,13.644689,-,2.564103,-,40.876728,58.218929,0.151778,-,0.752565
2010, 嘉義市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010, 金門縣,5110.000000,-,311.000000,4242.000000,557.000000,-,-,572.052200,-,222.968800,160.338400,117.265000,-,71.480000,15.737119,-,6.086106,83.013699,10.900196,-,-,-,38.977002,28.028631,20.499003,-,12.495363
2010, 連江縣,448.000000,-,391.000000,54.000000,3.000000,-,-,767.997000,-,578.854000,146.453000,42.690000,-,-,21.202082,-,87.276786,12.053571,0.669643,-,-,-,75.371909,19.069476,5.558615,-,-
2011, 總計,131540.000000,5134.000000,22773.000000,64358.000000,6188.000000,5520.000000,27567.000000,809460.431530,288939.085000,163578.572620,28116.611830,38097.563800,68.895000,290659.688300,1.632463,3.902995,17.312605,48.926562,4.704272,4.196442,20.957123,35.695270,20.208347,3.473500,4.706538,0.008511,35.907832
2011, 臺灣地區,125847.000000,5134.000000,22061.000000,59983.000000,5582.000000,5520.000000,27567.000000,808232.564130,288939.085000,162803.774220,27879.977830,37904.333800,68.895000,290636.483300,1.568822,4.079557,17.530017,47.663433,4.435545,4.386279,21.905171,35.749498,20.143184,3.449499,4.689781,0.008524,35.959512
2011, 新北市,18541.000000,1.000000,2809.000000,15678.000000,39.000000,-,14.000000,31525.712340,-,26471.181000,4859.796340,59.740000,-,134.995000,1.294952,0.005393,15.150208,84.558546,0.210345,-,0.075508,-,83.966956,15.415342,0.189496,-,0.428206
2011, 臺北市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011, 桃園市,2263.000000,-,357.000000,1895.000000,-,-,11.000000,1680.377000,-,180.955500,166.721500,-,-,1332.700000,0.329752,-,15.775519,83.738400,-,-,0.486080,-,10.768744,9.921672,-,-,79.309584
2011, 臺中市,1441.000000,10.000000,497.000000,896.000000,1.000000,1.000000,36.000000,1101.073100,-,1078.813300,16.069800,-,-,6.190000,0.166042,0.693963,34.489938,62.179042,0.069396,0.069396,2.498265,-,97.978354,1.459467,-,-,0.562179
2011, 臺南市,11429.000000,6.000000,613.000000,1698.000000,1083.000000,423.000000,7606.000000,77943.314300,-,1675.690120,368.665200,5547.700000,-,70351.244000,1.762965,0.052498,5.363549,14.856943,9.475895,3.701111,66.550004,-,2.149883,0.472991,7.117609,-,90.259498
2011, 高雄市,33458.000000,3837.000000,6055.000000,18426.000000,145.000000,41.000000,4954.000000,277419.073870,223287.515000,13676.430100,1419.165170,-,-,39035.963600,3.232620,11.468109,18.097316,55.072031,0.433379,0.122542,14.806623,80.487442,4.929881,0.511560,-,-,14.071117
2011, 宜蘭縣,9095.000000,85.000000,2766.000000,5244.000000,-,100.000000,900.000000,75996.887790,6650.874000,63042.421790,2835.702000,-,1.295000,3466.595000,5.816854,0.934579,30.412314,57.658054,-,1.099505,9.895547,8.751508,82.953952,3.731340,-,0.001704,4.561496
