"年度","縣市","刑案發生數","刑案破獲數","嫌疑犯人數","兒童嫌疑犯人數","少年嫌疑犯人數","青年嫌疑犯人數","成年嫌疑犯人數","刑案發生率","刑案破獲率","犯罪人口率","兒童犯罪人口率","少年犯罪人口率","青年犯罪人口率","成年犯罪人口率","竊盜案發生數","竊盜案破獲數","竊盜案嫌疑犯人數","少年竊盜嫌疑犯人數","竊盜案發生率","竊盜案破獲率","竊盜犯罪人口率","少年竊盜犯罪人口率","暴力犯罪發生數","暴力犯罪破獲數","暴力犯罪嫌疑犯人數","少年暴力犯罪嫌疑犯人數","暴力犯罪發生率","暴力犯罪破獲率","暴力犯罪人口率","少年暴力犯罪人口率","家庭暴力事件通報件數","查獲經濟案件件數","經濟案件-每萬人查獲數","平均每人警政支出"
2003, 金門縣,555.000000,409.000000,486.000000,1.000000,63.000000,80.000000,342.000000,925.650000,73.690000,810.570000,11.493592,1228.908612,1246.882793,861.135591,195.000000,101.000000,103.000000,31.000000,325.230000,51.790000,171.786918,604.701063,8.000000,8.000000,12.000000,1.000000,13.340000,100.000000,20.014010,19.506486,-,33.000000,5.503853,7163.931419
2003, 連江縣,50.000000,23.000000,26.000000,-,1.000000,2.000000,23.000000,569.180000,46.000000,295.980000,-,153.491942,238.805970,375.295749,26.000000,8.000000,4.000000,1.000000,295.980000,30.770000,45.534749,153.491942,3.000000,1.000000,1.000000,-,34.150000,33.330000,11.383687,-,-,7.000000,7.968581,15427.286698
2004, 總計,522305.000000,313848.000000,176975.000000,377.000000,10540.000000,22381.000000,143677.000000,2306.300000,60.090000,781.460000,10.877373,548.504674,1010.597023,955.000384,330320.000000,179270.000000,35031.000000,4859.000000,1458.570000,54.270000,154.683860,252.863777,12706.000000,7924.000000,7441.000000,1092.000000,56.100000,62.360000,32.856687,56.827999,-,6841.000000,3.020731,3227.431770
2004, 臺灣地區,521584.000000,313274.000000,176336.000000,371.000000,10463.000000,22311.000000,143191.000000,2310.450000,60.060000,781.110000,10.735101,546.091580,1010.749663,954.878425,330119.000000,179142.000000,34946.000000,4831.000000,1462.320000,54.270000,154.799324,252.142638,12704.000000,7923.000000,7440.000000,1092.000000,56.270000,62.370000,32.956761,56.994362,-,6796.000000,3.010405,3213.721406
2004, 新北市,90532.000000,36793.000000,13808.000000,61.000000,1323.000000,2038.000000,10386.000000,2451.900000,40.640000,373.970000,11.082245,408.223718,536.833551,425.976005,65811.000000,28052.000000,3882.000000,678.000000,1782.380000,42.630000,105.137263,209.203084,2199.000000,1083.000000,1151.000000,185.000000,59.560000,49.250000,31.172847,57.083437,-,579.000000,1.568121,2225.678680
2004, 臺北市,58782.000000,43735.000000,24603.000000,15.000000,1214.000000,2751.000000,20623.000000,2239.480000,74.400000,937.330000,4.072662,599.829044,1219.790671,1127.818727,29481.000000,22758.000000,2648.000000,412.000000,1123.170000,77.200000,100.883685,203.566364,1148.000000,745.000000,728.000000,82.000000,43.740000,64.900000,27.735394,40.515636,-,689.000000,2.624957,4906.357234
2004, 桃園市,46814.000000,27649.000000,10957.000000,17.000000,700.000000,1586.000000,8654.000000,2547.630000,59.060000,596.280000,5.203455,412.357773,873.793094,746.302766,33693.000000,20194.000000,3163.000000,402.000000,1833.580000,59.940000,172.131183,236.811178,1100.000000,743.000000,601.000000,86.000000,59.860000,67.550000,32.706557,50.661098,-,366.000000,1.991780,2323.119563
2004, 臺中市,78216.000000,44139.000000,21007.000000,32.000000,1199.000000,3004.000000,16772.000000,3080.530000,56.430000,827.360000,7.449639,507.594872,1158.235657,1039.205985,52440.000000,27434.000000,3896.000000,636.000000,2065.340000,52.320000,153.443368,269.249657,2156.000000,997.000000,771.000000,116.000000,84.910000,46.240000,30.365718,49.108428,-,549.000000,2.162228,2675.988535
2004, 臺南市,35502.000000,17522.000000,10861.000000,9.000000,500.000000,1367.000000,8985.000000,1910.220000,49.350000,584.390000,3.392316,318.684471,748.382929,716.698640,22639.000000,8668.000000,1888.000000,210.000000,1218.120000,38.290000,101.585880,133.847478,951.000000,570.000000,504.000000,56.000000,51.170000,59.940000,27.118265,35.692661,-,330.000000,1.775601,2951.195733
2004, 高雄市,67529.000000,41383.000000,25773.000000,41.000000,1414.000000,3539.000000,20779.000000,2456.310000,61.280000,937.470000,10.339606,627.886323,1322.296140,1117.248747,41709.000000,21712.000000,4431.000000,512.000000,1517.130000,52.060000,161.173544,227.353464,2155.000000,1281.000000,1093.000000,172.000000,78.390000,59.440000,39.756868,76.376554,-,1052.000000,3.826553,3570.020193
2004, 宜蘭縣,7317.000000,5027.000000,3959.000000,15.000000,280.000000,510.000000,3154.000000,1581.080000,68.700000,855.470000,21.274333,701.473093,1122.742133,1027.570760,3791.000000,2164.000000,881.000000,149.000000,819.170000,57.080000,190.368972,373.283896,136.000000,134.000000,166.000000,31.000000,29.390000,98.530000,35.869750,77.663092,-,103.000000,2.225653,3552.769047
2004, 新竹縣,9939.000000,6275.000000,2980.000000,38.000000,232.000000,332.000000,2378.000000,2145.420000,63.140000,643.260000,45.297683,577.912292,785.241249,800.801475,6705.000000,4056.000000,796.000000,116.000000,1447.330000,60.490000,171.823346,288.956146,175.000000,139.000000,166.000000,32.000000,37.780000,79.430000,35.832507,79.712040,-,44.000000,0.949777,2876.929370
2004, 苗栗縣,9819.000000,7839.000000,4857.000000,14.000000,307.000000,559.000000,3977.000000,1750.980000,79.840000,866.130000,16.147636,636.460698,994.157767,1076.001937,6289.000000,4609.000000,1537.000000,174.000000,1121.490000,73.290000,274.085949,360.730168,174.000000,174.000000,178.000000,23.000000,31.030000,100.000000,31.741899,47.682723,-,122.000000,2.175568,2954.696464
2004, 彰化縣,24064.000000,18353.000000,12095.000000,22.000000,565.000000,1493.000000,10015.000000,1827.730000,76.270000,918.650000,10.614892,489.860325,1054.430657,1174.897893,13689.000000,9455.000000,2462.000000,215.000000,1039.720000,69.070000,186.996455,186.407026,493.000000,364.000000,353.000000,47.000000,37.440000,73.830000,26.811433,40.749443,-,441.000000,3.349530,2813.343435
2004, 南投縣,10029.000000,7017.000000,5119.000000,9.000000,254.000000,598.000000,4258.000000,1859.270000,69.970000,949.010000,11.136615,565.380463,1116.974084,1182.359026,5622.000000,3286.000000,1262.000000,134.000000,1042.260000,58.450000,233.961495,298.271583,269.000000,251.000000,214.000000,37.000000,49.870000,93.310000,39.673344,82.358571,-,76.000000,1.408960,3616.699882
2004, 雲林縣,12120.000000,7357.000000,4646.000000,6.000000,171.000000,527.000000,3942.000000,1640.860000,60.700000,629.000000,5.534162,308.954253,743.693773,782.129666,7612.000000,3942.000000,1215.000000,81.000000,1030.550000,51.790000,164.492277,146.346751,224.000000,177.000000,185.000000,9.000000,30.330000,79.020000,25.046149,16.260750,-,127.000000,1.719384,2856.155903
2004, 嘉義縣,6983.000000,4609.000000,3850.000000,7.000000,239.000000,413.000000,3191.000000,1248.850000,66.000000,688.540000,8.699110,587.729005,795.630773,826.437719,3641.000000,1804.000000,833.000000,102.000000,651.160000,49.550000,148.974393,250.829952,119.000000,128.000000,150.000000,18.000000,21.280000,107.560000,26.826121,44.264109,-,110.000000,1.967249,3250.977141
2004, 屏東縣,16849.000000,9320.000000,6506.000000,6.000000,329.000000,897.000000,5274.000000,1867.990000,55.310000,721.300000,4.530918,454.715077,1031.882524,864.192777,10838.000000,4528.000000,1444.000000,113.000000,1201.570000,41.780000,160.091265,156.178735,581.000000,382.000000,372.000000,48.000000,64.410000,65.750000,41.242348,66.341409,-,147.000000,1.629738,2904.653124
2004, 臺東縣,2636.000000,1961.000000,1708.000000,14.000000,255.000000,201.000000,1238.000000,1091.030000,74.390000,706.930000,38.897533,1369.973406,868.138038,755.573729,1591.000000,981.000000,566.000000,176.000000,658.510000,61.660000,234.264251,945.550273,82.000000,79.000000,109.000000,27.000000,33.940000,96.340000,45.114494,145.056008,-,59.000000,2.441977,6044.965492
2004, 花蓮縣,6425.000000,4462.000000,3429.000000,23.000000,351.000000,422.000000,2633.000000,1834.940000,69.450000,979.300000,44.018296,1246.227587,1245.830012,1116.347301,3884.000000,2583.000000,1300.000000,259.000000,1109.250000,66.500000,371.272107,919.581040,136.000000,123.000000,133.000000,25.000000,38.840000,90.440000,37.983992,88.762649,-,53.000000,1.513648,4858.689552
2004, 澎湖縣,982.000000,831.000000,799.000000,5.000000,71.000000,88.000000,635.000000,1067.040000,84.620000,868.190000,39.053347,1047.352117,1030.927835,993.545863,318.000000,226.000000,168.000000,34.000000,345.540000,71.070000,182.548177,501.548901,29.000000,28.000000,33.000000,2.000000,31.510000,96.550000,35.857678,29.502877,-,18.000000,1.955873,11661.764306
2004, 基隆市,9057.000000,7122.000000,4822.000000,19.000000,332.000000,509.000000,3962.000000,2308.750000,78.640000,1229.190000,33.460130,994.041738,1418.756010,1488.186906,5004.000000,3441.000000,916.000000,177.000000,1275.590000,68.760000,233.501024,529.955987,211.000000,235.000000,214.000000,38.000000,53.790000,111.370000,54.551549,113.775862,-,68.000000,1.733414,4239.037751
2004, 新竹市,12309.000000,7770.000000,3435.000000,4.000000,316.000000,468.000000,2647.000000,3197.780000,63.120000,892.390000,5.959387,945.725530,1330.225684,1062.169201,8721.000000,4772.000000,682.000000,133.000000,2265.640000,54.720000,177.178063,398.042707,181.000000,141.000000,172.000000,36.000000,47.020000,77.900000,44.684203,107.740883,-,126.000000,3.273378,3391.447911
2004, 嘉義市,9297.000000,6073.000000,3471.000000,14.000000,232.000000,524.000000,2701.000000,3443.750000,65.320000,1285.710000,32.044313,960.980863,2042.447039,1530.480705,5726.000000,3214.000000,565.000000,96.000000,2121.000000,56.130000,209.284451,397.647254,157.000000,119.000000,95.000000,17.000000,58.160000,75.800000,35.189421,70.416701,-,112.000000,4.148648,3893.802032
2004, 金門縣,634.000000,528.000000,602.000000,6.000000,73.000000,63.000000,460.000000,1010.850000,83.280000,959.830000,68.360488,1471.180975,979.858465,1081.055674,171.000000,116.000000,83.000000,28.000000,272.640000,67.840000,132.335239,564.288593,1.000000,1.000000,1.000000,-,1.590000,100.000000,1.594400,-,-,41.000000,6.537042,6853.721729
2004, 連江縣,87.000000,46.000000,37.000000,-,4.000000,7.000000,26.000000,957.890000,52.870000,407.380000,-,618.238022,842.865744,404.732254,30.000000,12.000000,2.000000,-,330.310000,40.000000,22.020369,-,1.000000,-,-,-,11.010000,-,-,-,-,4.000000,4.404074,12263.693917
2005, 總計,555109.000000,346677.000000,207425.000000,384.000000,9620.000000,23288.000000,174133.000000,2442.210000,62.450000,912.570000,11.448775,495.897505,1100.931050,1136.603920,328154.000000,187938.000000,39374.000000,4566.000000,1443.720000,57.270000,173.226699,235.370895,14301.000000,8477.000000,7508.000000,895.000000,62.920000,59.280000,33.031596,46.135994,62310.000000,7509.000000,3.303600,3264.775320
2005, 臺灣地區,554432.000000,346152.000000,206875.000000,383.000000,9532.000000,23224.000000,173736.000000,2447.550000,62.430000,913.250000,11.453324,492.773440,1101.792191,1138.033308,327956.000000,187801.000000,39259.000000,4501.000000,1447.770000,57.260000,173.309479,232.687081,14295.000000,8471.000000,7502.000000,895.000000,63.110000,59.260000,33.117698,46.268593,62199.000000,7477.000000,3.300734,3250.811449
2005, 新北市,99937.000000,45164.000000,17978.000000,50.000000,1185.000000,2034.000000,14709.000000,2684.760000,45.190000,482.970000,9.387195,361.689594,560.267298,588.577185,68500.000000,33420.000000,4566.000000,640.000000,1840.220000,48.790000,122.663194,195.342903,2502.000000,1244.000000,1116.000000,149.000000,67.210000,49.720000,29.980754,45.478270,10230.000000,609.000000,1.636047,2326.163474
2005, 臺北市,58250.000000,47721.000000,27158.000000,10.000000,1129.000000,2837.000000,23182.000000,2223.770000,81.920000,1036.790000,2.824667,557.563905,1326.590494,1253.721496,26493.000000,23458.000000,3158.000000,413.000000,1011.410000,88.540000,120.560879,203.962704,821.000000,619.000000,676.000000,56.000000,31.340000,75.400000,25.807205,27.655960,7514.000000,754.000000,2.878496,4916.074090
2005, 桃園市,56349.000000,33256.000000,14780.000000,21.000000,825.000000,1851.000000,12083.000000,3018.690000,59.020000,791.780000,6.543687,472.286784,1053.293463,1010.845486,37989.000000,22669.000000,3736.000000,424.000000,2035.120000,59.670000,200.142232,242.726784,1485.000000,739.000000,723.000000,98.000000,79.550000,49.760000,38.732022,56.101945,3042.000000,329.000000,1.762494,2450.334486
2005, 臺中市,79807.000000,45260.000000,24122.000000,29.000000,1015.000000,3054.000000,20024.000000,3120.780000,56.710000,943.270000,6.965319,422.999504,1223.366541,1212.594291,50092.000000,25883.000000,4265.000000,551.000000,1958.800000,51.670000,166.779026,229.628302,2693.000000,1230.000000,799.000000,83.000000,105.310000,45.670000,31.244183,34.590107,5535.000000,578.000000,2.260218,2768.131402
2005, 臺南市,37995.000000,19936.000000,12926.000000,10.000000,520.000000,1495.000000,10901.000000,2040.820000,52.470000,694.290000,3.909319,330.665751,856.716341,855.521551,22817.000000,9611.000000,2337.000000,260.000000,1225.560000,42.120000,125.526754,165.332875,1036.000000,658.000000,561.000000,60.000000,55.650000,63.510000,30.132867,38.153740,3820.000000,305.000000,1.638240,3098.854333
2005, 高雄市,74430.000000,46897.000000,31007.000000,36.000000,1282.000000,3778.000000,25911.000000,2704.040000,63.010000,1126.490000,9.406428,564.701737,1492.776157,1371.156241,43989.000000,23014.000000,5340.000000,426.000000,1598.120000,52.320000,194.002348,187.646599,2498.000000,1504.000000,1134.000000,121.000000,90.750000,60.210000,41.198252,53.298682,11660.000000,947.000000,3.440454,3306.542602
2005, 宜蘭縣,8236.000000,5864.000000,4787.000000,15.000000,317.000000,504.000000,3951.000000,1782.930000,71.200000,1036.290000,22.249251,784.401059,1161.022806,1271.665138,4287.000000,2538.000000,1191.000000,186.000000,928.050000,59.200000,257.827924,460.247940,125.000000,109.000000,145.000000,17.000000,27.060000,87.200000,31.389630,42.065672,1759.000000,73.000000,1.580305,3488.071941
2005, 新竹縣,11594.000000,6440.000000,3501.000000,22.000000,165.000000,307.000000,3007.000000,2453.960000,55.550000,741.010000,26.579839,396.386874,748.214764,979.367173,7097.000000,3703.000000,861.000000,101.000000,1502.130000,52.180000,182.237071,242.636814,195.000000,134.000000,136.000000,27.000000,41.270000,68.720000,28.785414,64.863307,1674.000000,64.000000,1.354608,2830.526932
2005, 苗栗縣,10021.000000,8184.000000,5357.000000,4.000000,248.000000,639.000000,4466.000000,1788.530000,81.670000,956.110000,4.783802,511.234797,1187.037329,1193.044226,5939.000000,4437.000000,1659.000000,108.000000,1059.980000,74.710000,296.094815,222.634508,228.000000,203.000000,235.000000,43.000000,40.690000,89.040000,41.942303,88.641517,1592.000000,135.000000,2.409451,3141.118003
2005, 彰化縣,25323.000000,19796.000000,15385.000000,36.000000,567.000000,1602.000000,13180.000000,1923.810000,78.170000,1168.810000,17.957665,493.358799,1185.740033,1522.308226,12373.000000,8416.000000,2532.000000,222.000000,939.990000,68.020000,192.358242,193.166937,656.000000,520.000000,391.000000,43.000000,49.840000,79.270000,29.704610,37.415218,3158.000000,515.000000,3.912500,2836.616288
2005, 南投縣,11276.000000,7322.000000,5284.000000,17.000000,214.000000,528.000000,4525.000000,2096.730000,64.930000,982.540000,21.937607,474.964489,1031.199648,1242.996982,5878.000000,3289.000000,1170.000000,100.000000,1092.990000,55.950000,217.556837,221.946023,213.000000,178.000000,186.000000,13.000000,39.610000,83.570000,34.585959,28.852983,1462.000000,49.000000,0.911135,3716.640588
2005, 雲林縣,12718.000000,8171.000000,5387.000000,5.000000,155.000000,556.000000,4671.000000,1730.220000,64.250000,732.870000,4.765672,282.326369,828.262214,919.299081,7411.000000,4379.000000,1192.000000,77.000000,1008.230000,59.090000,162.165618,140.252454,257.000000,190.000000,166.000000,13.000000,34.960000,73.930000,22.583467,23.678986,222.000000,128.000000,1.741376,2852.913607
2005, 嘉義縣,7377.000000,4987.000000,4055.000000,9.000000,183.000000,385.000000,3478.000000,1323.220000,67.600000,727.350000,11.595099,450.051645,775.646708,892.744844,3529.000000,2029.000000,780.000000,95.000000,633.000000,57.500000,139.909812,233.633368,128.000000,100.000000,124.000000,16.000000,22.960000,78.130000,22.242073,39.348778,1718.000000,89.000000,1.596407,3364.222909
2005, 屏東縣,14817.000000,7804.000000,6462.000000,11.000000,217.000000,621.000000,5613.000000,1647.710000,52.670000,718.600000,8.644299,298.242841,754.533580,909.818847,8450.000000,3457.000000,1031.000000,95.000000,939.670000,40.910000,114.651162,130.567142,580.000000,318.000000,320.000000,32.000000,64.500000,54.830000,35.585230,43.980511,2465.000000,403.000000,4.481515,2977.660816
2005, 臺東縣,2839.000000,2205.000000,1894.000000,9.000000,182.000000,160.000000,1543.000000,1184.600000,77.670000,790.290000,26.023971,972.014527,733.322639,937.811490,1608.000000,1125.000000,582.000000,124.000000,670.960000,69.960000,242.846056,662.251656,103.000000,90.000000,91.000000,17.000000,42.980000,87.380000,37.970775,90.792566,758.000000,71.000000,2.962555,6140.909129
2005, 花蓮縣,7317.000000,5271.000000,4611.000000,31.000000,346.000000,503.000000,3731.000000,2101.240000,72.040000,1324.150000,61.964061,1212.779754,1576.753080,1569.203075,4064.000000,3064.000000,1683.000000,253.000000,1167.070000,75.390000,483.310288,886.801381,156.000000,132.000000,172.000000,39.000000,44.800000,84.620000,49.393565,136.700608,1457.000000,86.000000,2.469678,5097.008100
2005, 澎湖縣,1027.000000,870.000000,814.000000,2.000000,45.000000,108.000000,659.000000,1114.510000,84.710000,883.360000,16.212054,663.716814,1331.525089,1015.079866,388.000000,313.000000,169.000000,29.000000,421.060000,80.670000,183.399621,427.728614,18.000000,17.000000,17.000000,-,19.530000,94.440000,18.448483,-,354.000000,12.000000,1.302246,12455.471332
2005, 基隆市,8795.000000,7899.000000,5148.000000,33.000000,255.000000,511.000000,4349.000000,2243.440000,89.810000,1313.160000,60.843512,751.857530,1491.013072,1613.091672,4509.000000,3842.000000,1083.000000,159.000000,1150.160000,85.210000,276.252959,468.805284,197.000000,172.000000,163.000000,22.000000,50.250000,87.310000,41.578239,64.866140,920.000000,53.000000,1.351930,4221.816076
2005, 新竹市,11065.000000,7296.000000,4051.000000,13.000000,247.000000,465.000000,3326.000000,2845.780000,65.940000,1041.870000,19.633755,725.734181,1377.553288,1305.242751,6691.000000,4100.000000,819.000000,111.000000,1720.840000,61.280000,210.636771,326.139652,207.000000,161.000000,173.000000,28.000000,53.240000,77.780000,44.493482,82.269462,1569.000000,134.000000,3.446316,3518.071298
2005, 嘉義市,8494.000000,5614.000000,3580.000000,15.000000,224.000000,557.000000,2784.000000,3134.070000,66.090000,1320.930000,35.207135,914.789782,2275.977608,1551.350884,4841.000000,2715.000000,522.000000,94.000000,1786.210000,56.080000,192.605001,383.884998,174.000000,120.000000,135.000000,17.000000,64.200000,68.970000,49.811638,69.426010,1290.000000,204.000000,7.527092,3950.509370
2005, 金門縣,590.000000,467.000000,494.000000,1.000000,82.000000,53.000000,358.000000,875.890000,79.150000,733.370000,11.255557,1676.206051,801.997428,762.107504,178.000000,125.000000,109.000000,61.000000,264.250000,70.220000,161.817102,1246.933769,6.000000,6.000000,6.000000,-,8.910000,100.000000,8.907363,-,102.000000,28.000000,4.156770,6693.482779
2005, 連江縣,87.000000,58.000000,56.000000,-,6.000000,11.000000,39.000000,883.070000,66.670000,568.410000,-,898.876404,1288.810779,545.263894,20.000000,12.000000,6.000000,4.000000,203.000000,60.000000,60.901340,599.250936,-,-,-,-,-,-,-,-,9.000000,4.000000,4.060089,11928.846935
2006, 總計,512788.000000,342329.000000,229193.000000,462.000000,10384.000000,24489.000000,193858.000000,2246.760000,66.760000,1004.200000,14.278553,535.414354,1200.122320,1242.053803,281561.000000,164557.000000,39927.000000,4689.000000,1233.650000,58.440000,174.938457,241.771755,12226.000000,7902.000000,7978.000000,1155.000000,53.570000,64.630000,34.955269,59.553503,66635.000000,9826.000000,4.305220,3241.696535
2006, 臺灣地區,512186.000000,341874.000000,228682.000000,459.000000,10308.000000,24419.000000,193496.000000,2252.360000,66.750000,1005.640000,14.230844,533.010535,1201.254531,1244.514416,281363.000000,164437.000000,39804.000000,4628.000000,1237.300000,58.440000,175.039485,239.306631,12220.000000,7898.000000,7974.000000,1155.000000,53.740000,64.630000,35.065945,59.723241,66520.000000,9807.000000,4.312663,3228.084840
2006, 新北市,93552.000000,49726.000000,28510.000000,46.000000,1529.000000,2979.000000,23956.000000,2493.470000,53.150000,759.880000,8.947893,467.589103,850.040234,935.654060,59058.000000,30174.000000,5379.000000,714.000000,1574.090000,51.090000,143.367896,218.350961,1898.000000,1187.000000,1411.000000,245.000000,50.590000,62.540000,37.607752,74.924349,10578.000000,1107.000000,2.950516,2292.695993
2006, 臺北市,55670.000000,47079.000000,30396.000000,23.000000,1033.000000,2999.000000,26341.000000,2121.320000,84.570000,1158.250000,6.769435,514.228396,1462.498781,1402.159318,23145.000000,19706.000000,2798.000000,364.000000,881.950000,85.140000,106.618563,181.199551,857.000000,635.000000,720.000000,80.000000,32.660000,74.100000,27.435799,39.824077,5732.000000,783.000000,2.983643,4225.101965
2006, 桃園市,49887.000000,31604.000000,16539.000000,24.000000,902.000000,1976.000000,13637.000000,2631.530000,63.350000,872.430000,7.645759,507.003620,1149.632595,1106.854430,30728.000000,19243.000000,3463.000000,415.000000,1620.900000,62.620000,182.672874,233.266632,1405.000000,943.000000,841.000000,164.000000,74.110000,67.120000,44.362659,92.182476,5279.000000,450.000000,2.373745,2444.460562
2006, 臺中市,71035.000000,43389.000000,25747.000000,56.000000,1064.000000,3029.000000,21598.000000,2756.470000,61.080000,999.100000,13.909277,441.050895,1246.799648,1277.813506,43325.000000,23699.000000,4718.000000,526.000000,1681.200000,54.700000,183.079397,218.038318,2003.000000,967.000000,837.000000,130.000000,77.730000,48.280000,32.479325,53.887797,5908.000000,778.000000,3.018986,2892.448809
2006, 臺南市,38705.000000,22067.000000,16222.000000,17.000000,493.000000,1683.000000,14029.000000,2075.530000,57.010000,869.900000,6.919401,316.367358,997.324468,1083.694108,21911.000000,9651.000000,2600.000000,205.000000,1174.960000,44.050000,139.423457,131.552350,859.000000,502.000000,478.000000,52.000000,46.060000,58.440000,25.632466,33.369377,4337.000000,416.000000,2.230775,3102.740877
2006, 高雄市,66665.000000,43584.000000,31470.000000,33.000000,1151.000000,3435.000000,26851.000000,2418.170000,65.380000,1141.530000,8.967306,508.475325,1416.529894,1398.509614,35361.000000,18984.000000,4812.000000,424.000000,1282.670000,53.690000,174.548114,187.309764,2312.000000,1301.000000,1181.000000,125.000000,83.860000,56.270000,42.839011,55.221039,12465.000000,1061.000000,3.848619,3447.989414
2006, 宜蘭縣,7707.000000,5291.000000,4313.000000,13.000000,316.000000,473.000000,3511.000000,1671.780000,68.650000,935.560000,20.218201,781.684828,1129.781568,1116.675228,3786.000000,2116.000000,975.000000,142.000000,821.250000,55.890000,211.493994,351.263435,153.000000,137.000000,157.000000,26.000000,33.190000,89.540000,34.055956,64.315840,1907.000000,89.000000,1.930561,3738.567394
2006, 新竹縣,10529.000000,6576.000000,3875.000000,28.000000,289.000000,370.000000,3188.000000,2181.340000,62.460000,802.800000,34.316880,673.494832,921.188582,1002.465285,5900.000000,3484.000000,940.000000,191.000000,1222.330000,59.050000,194.744186,445.112502,192.000000,122.000000,142.000000,30.000000,39.780000,63.540000,29.418803,69.912958,1665.000000,99.000000,2.051029,2891.031305
2006, 苗栗縣,8991.000000,7847.000000,5600.000000,13.000000,266.000000,557.000000,4764.000000,1605.640000,87.280000,1000.060000,16.180223,549.598132,1074.957542,1255.650295,4817.000000,3921.000000,1844.000000,165.000000,860.230000,81.400000,329.306296,340.916135,148.000000,136.000000,181.000000,19.000000,26.430000,91.890000,32.323449,39.257009,1425.000000,177.000000,3.160912,3498.482941
2006, 彰化縣,22790.000000,19609.000000,14891.000000,23.000000,649.000000,1769.000000,12450.000000,1732.510000,86.040000,1132.030000,11.892605,571.219849,1366.640529,1416.423343,10410.000000,7176.000000,2458.000000,204.000000,791.380000,68.930000,186.859050,179.551386,482.000000,431.000000,365.000000,39.000000,36.640000,89.420000,27.747581,34.326000,3285.000000,599.000000,4.553644,2936.322723
2006, 南投縣,10917.000000,7808.000000,5989.000000,21.000000,235.000000,542.000000,5191.000000,2036.050000,71.520000,1116.960000,28.390464,523.811116,1100.965884,1410.118846,5287.000000,3200.000000,1164.000000,120.000000,986.040000,60.530000,217.088644,267.478017,193.000000,171.000000,187.000000,31.000000,35.990000,88.600000,34.875925,69.098488,1695.000000,156.000000,2.909435,3763.345403
2006, 雲林縣,11604.000000,7280.000000,5234.000000,9.000000,175.000000,568.000000,4482.000000,1587.610000,62.740000,716.090000,8.907363,322.156052,888.833250,875.998862,6750.000000,3475.000000,1131.000000,87.000000,923.510000,51.480000,154.738614,160.157580,194.000000,150.000000,160.000000,14.000000,26.540000,77.320000,21.890520,25.772484,1198.000000,163.000000,2.230097,2963.690468
2006, 嘉義縣,7401.000000,5264.000000,5094.000000,8.000000,202.000000,493.000000,4391.000000,1332.380000,71.130000,917.060000,10.758255,499.610452,1031.574983,1117.624151,3319.000000,1794.000000,994.000000,74.000000,597.510000,54.050000,178.947236,183.025611,127.000000,115.000000,156.000000,18.000000,22.860000,90.550000,28.084274,44.519743,1696.000000,213.000000,3.834584,3371.380324
2006, 屏東縣,14485.000000,8252.000000,6440.000000,8.000000,300.000000,657.000000,5475.000000,1616.770000,56.970000,718.810000,6.583414,412.853506,832.182802,879.107822,7825.000000,3439.000000,1300.000000,123.000000,873.400000,43.950000,145.101917,169.269937,574.000000,359.000000,380.000000,65.000000,64.070000,62.540000,42.414407,89.451593,2732.000000,349.000000,3.895428,2988.559272
2006, 臺東縣,2610.000000,2187.000000,1554.000000,21.000000,144.000000,151.000000,1238.000000,1099.180000,83.790000,654.450000,63.453694,769.045902,733.098677,750.153000,1536.000000,1183.000000,517.000000,75.000000,646.870000,77.020000,217.730048,400.544741,83.000000,76.000000,95.000000,12.000000,34.950000,91.570000,40.008423,64.087159,746.000000,107.000000,4.506212,6204.961044
2006, 花蓮縣,7124.000000,5269.000000,4565.000000,66.000000,437.000000,403.000000,3659.000000,2057.170000,73.960000,1318.220000,138.396695,1519.735698,1334.702259,1526.730298,3602.000000,2757.000000,1755.000000,345.000000,1040.140000,76.540000,506.785292,1199.791341,144.000000,144.000000,171.000000,30.000000,41.580000,100.000000,49.379080,104.329682,1662.000000,207.000000,5.977468,5184.015039
2006, 澎湖縣,994.000000,838.000000,812.000000,1.000000,65.000000,120.000000,626.000000,1078.830000,84.310000,881.300000,8.419635,971.599402,1528.662420,952.525867,330.000000,271.000000,158.000000,25.000000,358.160000,82.120000,171.483769,373.692078,16.000000,16.000000,15.000000,3.000000,17.370000,100.000000,16.280105,44.843049,238.000000,23.000000,2.496283,12074.508612
2006, 基隆市,6887.000000,6162.000000,4351.000000,32.000000,257.000000,394.000000,3668.000000,1760.570000,89.470000,1112.280000,62.040152,758.223927,1190.008759,1345.578538,3393.000000,2779.000000,927.000000,165.000000,867.380000,81.900000,236.975305,486.797463,151.000000,149.000000,153.000000,28.000000,38.600000,98.680000,39.112429,82.608054,1140.000000,147.000000,3.757861,4444.000205
2006, 新竹市,9676.000000,6613.000000,4231.000000,5.000000,397.000000,589.000000,3240.000000,2463.810000,68.340000,1077.350000,7.666125,1158.464524,1797.869418,1243.895697,5510.000000,3322.000000,725.000000,178.000000,1403.020000,60.290000,184.607785,519.412305,201.000000,148.000000,198.000000,31.000000,51.180000,73.630000,50.417023,90.459446,1537.000000,134.000000,3.412061,3552.915594
